조회_SGG_CD,조회_지역,조회기간,RK,CNTRL_POI_ID,MD5_POI_ID,ITS_BRO_NM,KTO_CATE_NAME_C,SRCH_CNT
47170,경상북도 안동시,202401-202408,20,FF978541E72A87986FC6356BF6B5EC4F,7ab5779d0b6e6530cf0b2e50aadc5c69,한상채비,한식,2276
47170,경상북도 안동시,202401-202408,21,DD80BB7D548863206BF48DB033BDBF04,ac5f2fe3b96fc0c071769bf2afbe151b,396커피컴퍼니,카페/찻집,2199
47170,경상북도 안동시,202401-202408,22,185FAFD3DCC8EB7582460670DEE9046B,08d62b6ccdbcd337e53161cb4630752e,옥야식당,한식,2193
47170,경상북도 안동시,202401-202408,23,7F5BEDE2D7DDE6A5595E3092D80AED8E,02b7b26820acf09b21826c2510024376,먼다리생선구이,한식,2034
47170,경상북도 안동시,202401-202408,24,B5209CB07C584B4E68F819ADA1C706C1,2635938ea56f75f229b4edd7e209c922,커피홀베이커리안동풍산점,카페/찻집,2032
47170,경상북도 안동시,202401-202408,25,323569E9E40AD83A8EC4CE1CE04AF501,bcd310a73b7ca4a3668a60d80dccd705,회왕[일식],외국식,2022
47170,경상북도 안동시,202401-202408,26,70021C89BA04776DBBEDA265FE68A27F,721bba279279951b166877e100d18eda,땡큐커피,카페/찻집,1953
47170,경상북도 안동시,202401-202408,27,E9D86374240CF667BB95681D7516CF2F,f71ea9200c95cba5d47e701f8c7a0464,스타벅스안동옥동점,카페/찻집,1937
47170,경상북도 안동시,202401-202408,28,64E180744531491192600655BF83D985,e3a43c03ccf189b236ef45862e29d9e4,이화식당안동점,한식,1906
47170,경상북도 안동시,202401-202408,29,7C46A893A2B9378AF180BC970D2E5067,0d20668fab5c27c544667095bef7e4d3,대구식육식당,한식,1868
47170,경상북도 안동시,202401-202408,30,E460E7F4327445FF9BE0CFA33F4510EB,6bcbc5cc2af1419964f82426d2783ebd,예미정본채 [한식],한식,1850
47170,경상북도 안동시,202401-202408,31,494597300CBC64FAA71B8944FB0A4EB4,858ca4c859330312d6c11ac63bc659d5,큰나무식당,한식,1841
47170,경상북도 안동시,202401-202408,32,B4A4CB9DBC099BA0D2A3351930A71D13,7742517a3f4971f38853468b95113694,묵향,한식,1819
47170,경상북도 안동시,202401-202408,33,ACF2E5EA9B2391E89067D25D3A1AEE93,2e0ead1815d44d93012f89f565b085b4,밀레니엄안동찜닭,전문음식,1745
47170,경상북도 안동시,202401-202408,34,B16572349A0FE5938C1EB841CEC291AD,602006a5f5996cea67da891ea42e596a,소담촌안동점,전문음식,1712
47170,경상북도 안동시,202401-202408,35,6F1954F8FC163CCA6442BAB80453CCD7,122ed35b8c7c97b11d9becd6f762238c,청하감자탕,한식,1710
47170,경상북도 안동시,202401-202408,36,019DEF701586206426FF6D6650C87D16,ad1a0dcf6513658725077459573a8f43,구름에396커피,카페/찻집,1649
47170,경상북도 안동시,202401-202408,37,79D4B660256E8D9BB797F3AF248EA2B2,a7595c1dde46a3e5ff04908cc3028b76,바토플루이르안동점,카페/찻집,1640
47170,경상북도 안동시,202401-202408,38,B0481F9AD141C454E790049171AC8F1B,d88f3124304374fdd858635972395d39,안동갈비골목,음식점기타,1630
47170,경상북도 안동시,202401-202408,39,F711897B461FC0DE41EC398DFD2A9122,95ab69d2dfd102ea37f32369c4ad7fe7,신라국밥,한식,1578
47170,경상북도 안동시,202401-202408,40,FF60B938761F5ECEEE3EF6D5703CD4D0,53f90c64c7ad2fbaadcbdde1d7a0722f,커피명가안동점,카페/찻집,1569
47170,경상북도 안동시,202401-202408,41,B9590E1989BCA8AE3B2B0795D9977272,214b46e541df0d270e972195a9f9a603,카페더뷰,카페/찻집,1568
47170,경상북도 안동시,202401-202408,42,DD2D52E0DBC852ECF6D1EF46015DB67B,4e88e3a850871809a22c09a11f85b801,버버리찰떡,전문음식,1543
47170,경상북도 안동시,202401-202408,43,140FEFF97ADFE55911611730FDCEF1EF,d8ebe4c573fbd556dde45fdb674b01a3,동백갈비,한식,1524
47170,경상북도 안동시,202401-202408,44,C4B3608CAFF25308158D3E8D436AE3A8,1d5054ba68f80d7c4039634a5f71d772,전원,전문음식,1505
47170,경상북도 안동시,202401-202408,45,3DCAF721AFE6A02C4B5A8C844A638CC5,926d2e473f8dd60f53be3721b88a7f8f,예전[한식],한식,1488
47170,경상북도 안동시,202401-202408,46,64DED9A7EDE7FE54BAD12CAD1F572D2E,53b3a325f7ea0ebee301c0c38bf0d7c7,안동김대감,전문음식,1483
47170,경상북도 안동시,202401-202408,47,BCACBED6E5EDB077D019FB15317B2989,e9a8c5eb955b9d4930f9cf67a33140a2,수가성순두부,한식,1475
47170,경상북도 안동시,202401-202408,48,AD739A67F21D185816FDF5FE55A21ECA,26f3c4893430374ca42652c5f821b279,곤지곤지,한식,1467
47170,경상북도 안동시,202401-202408,49,51382EC7E25E90BDBACFA79BACDB0507,963dcb24d03d31680b11cdc1b3da29df,청록한정식[한식],한식,1460
47170,경상북도 안동시,202401-202408,50,267E850BB33BEF2E7957FE8EB8FABDE7,d168ece943406de8e5bf7809b5a026b8,중앙찜닭,전문음식,1433
47170,경상북도 안동시,202401-202408,51,D305B9B5A69E0478A110B554BA858E29,e68b65e8b6cd16151910c326e50f456c,강변닭집,한식,1428
47170,경상북도 안동시,202401-202408,52,9488A6EC1AC449C587EEDD9300398CB5,c64199b990cebca7133b4eb2135b7f4e,커피킹덤루프탑점,카페/찻집,1412
47170,경상북도 안동시,202401-202408,53,6AF2172E1E0A9BEAD5C7C1BB706C0676,e070ffded0822d7d6ff747d52ec696e3,목석원,전문음식,1409
47170,경상북도 안동시,202401-202408,54,21B905A157F42B1E00A42E6F752EF947,2d75eed00c7373a7e635a419d76ad17f,솔밭식당,한식,1378
47170,경상북도 안동시,202401-202408,55,6325F39C74A0B4F1F873B959951617D1,3b9025006cf978070c2db54f0a07d643,윤부리[일식],외국식,1365
47170,경상북도 안동시,202401-202408,56,B34AAFD7D1AC7667637F827CAE050A21,683cf978859940abe377da81c96a1289,만복이쭈꾸미낙지볶음,전문음식,1360
47170,경상북도 안동시,202401-202408,57,9242F6211292D559D1661090ECAF0E30,e636c9ee05f02d0a8f702947b1b4ed06,그녀의홈카페,카페/찻집,1322
47170,경상북도 안동시,202401-202408,58,19608E8BB8D60ADFEA4D7A8E69A79A23,34fa19bffee571723539c53953ad5971,투썸플레이스안동옥동점,카페/찻집,1307
47170,경상북도 안동시,202401-202408,59,C23F529B7ADF353D2867426842596324,e7f859ff76377c57ec41a1a6d44ded11,예닮,한식,1292
47170,경상북도 안동시,202401-202408,60,93599518186AD1FD708283F5DC6DD407,2d033bfca3cd894790ad41c3206f87b4,안동시골찜닭,전문음식,1270
47170,경상북도 안동시,202401-202408,61,90AB31A30CEF7E2333B0E548C6630B9B,6d7a2380db585087d374cdcccd712687,풍전,전문음식,1257
47170,경상북도 안동시,202401-202408,62,8ECCDFE0DF43C2206EDA821C739BCB11,7b8c5c2b94c1127c6daa3cd31eb1b505,까몬안동점,외국식,1248
47170,경상북도 안동시,202401-202408,63,B0BEF2E76819DD3753DC119518CF3C6F,443960accffffae6e363a7886987abe8,비욘드,카페/찻집,1226
47170,경상북도 안동시,202401-202408,64,3F9B12A54382BE2020A6EF7BC15D9CC9,a1b062d1981ee8e23384ae964af8588c,콩심안동용상점,한식,1223
47170,경상북도 안동시,202401-202408,65,CFF2C4432663A5C6C622B53EF8C7422B,15d7b0f81a10db7fd19b8c45d00b124b,만당해장국옥동점,한식,1211
47170,경상북도 안동시,202401-202408,66,6B470F941B759550B3832DC048281AFA,97038c34891a3011b104f07c21b9520f,인생마카롱,카페/찻집,1201
47170,경상북도 안동시,202401-202408,67,422DAE0AA03EBB7382D574D10788340C,455d53b2f7a196d56e45d43f78de8e90,보리식당,한식,1200
47170,경상북도 안동시,202401-202408,68,0F14458CE57D7090E1902C1F705A156E,1aab64319c21d6d843890ce41407fb1d,비스트로봄날본점,전문음식,1198
47170,경상북도 안동시,202401-202408,69,130249FD33A5B138E7B6A7FA90F60FD7,654585672a1038f3db72285b458d49b0,교동면옥안동옥동점,한식,1136
47170,경상북도 안동시,202401-202408,70,36F6B9C85BC12F49948DBA04C6361FBD,0f419f0e472f10e9ea1533bf29a17b58,해물몽땅칼국수,한식,1103
47170,경상북도 안동시,202401-202408,71,E5828BE5D2A7B42F8E5AC5BE0A467E80,65da030187e2b17b7714d04a67e0bc30,투썸플레이스경북신도청중앙점,카페/찻집,1101
47170,경상북도 안동시,202401-202408,72,FCE4FC0B0048C8992F9A77EE2C103139,9e704cf2185ab0d146c4ccdc6b72ad88,안동신세계찜닭,전문음식,1086
47170,경상북도 안동시,202401-202408,73,5C24ECF484DE08A91E6D5EAB61759CFC,ac097ef5564e21b239f84a0b9e1e3210,투썸플레이스안동강변점,카페/찻집,1073
47170,경상북도 안동시,202401-202408,74,15D3D2E4EF3462087534AAD5C5F64581,b7913720e42885df6d67d028338dafe0,안동유진찜닭,전문음식,1058
47170,경상북도 안동시,202401-202408,75,0B24D1B49205FF511426B17841D5D373,9a665ba460489a7099a06766a5a87ecb,안동현대찜닭,전문음식,1053
47170,경상북도 안동시,202401-202408,76,4574A8DE639DE6DB5520ACB6D9774498,41805235e55dc0126d5a23a6c2200521,스타벅스안동시청점,카페/찻집,1047
47170,경상북도 안동시,202401-202408,77,BBDD3F602B22D27979100CE87B803164,e597799b72b32e53aad0f5a700acc060,투썸플레이스경북도청점,카페/찻집,1027
47170,경상북도 안동시,202401-202408,78,CE45DF3F4FDAFB454E3F07EA01D57F31,843a049b996e68c830d0269fefe95375,신선식당,한식,1008
47170,경상북도 안동시,202401-202408,79,C54FAAD4A7201D889DBA9C54245885EC,1f17f5f274c711340525793a4937c3bd,뉴서울갈비,한식,1007
47170,경상북도 안동시,202401-202408,80,A2F84D59DBDEFA205C11D8BC9AB254DF,6a44f09e11afd1709d2afba87373c663,나드리김밥경북도청점,간이음식,1003
47170,경상북도 안동시,202401-202408,81,86D111CA04B62561076E26449E37D80E,c5ec3a8332270bdca6bda58f0083f409,동굴매운탕,한식,992
47170,경상북도 안동시,202401-202408,82,24326BF8176CA2A6C9245B54B70A79DE,70aae94f60aaa5bf8d212a95c1fdc3f8,버거킹경북도청점,간이음식,985
47170,경상북도 안동시,202401-202408,83,ABA6B72A9003DC6AC6A6351F3439BFFD,42fc7df79e660c2355ea98b989aa494e,국가대표빵선생,간이음식,972
47170,경상북도 안동시,202401-202408,84,EF9A845B9D3821BFE3C042624E8EBE3D,338505faa37c27efee3e6fa955ef7fb6,육공방숯불,한식,970
47170,경상북도 안동시,202401-202408,85,A27F0AFE076D94415F5155E82E6BEB12,c471fd2d811c71d8ce2447987d97ca91,황소곳간,한식,963
47170,경상북도 안동시,202401-202408,86,93FD66B3088467AD09D9F4D869B3F0F1,d185f66724429c739c4a81439a121ed5,경복궁,한식,961
47170,경상북도 안동시,202401-202408,87,D371B4DFCA06BE926D4F8129A5B294F2,7949f82b34c14cf59d4ea45f46be020c,포항회대게,전문음식,940
47170,경상북도 안동시,202401-202408,88,835EE7854E5D7D9FF36BAAB9B9354E7F,db00304955b6aca7c85d9b8fad30693c,옛날이야기,카페/찻집,920
47170,경상북도 안동시,202401-202408,89,8461187CD35A2B36A15F5395A099DD77,3adbcf607666d0cb690dd7a030245624,진성식당,전문음식,916
47170,경상북도 안동시,202401-202408,90,3DCFD77DCB41C3DD4D126B536ECAA0A6,03ab85f4e5527d2f113dff2c99cd9225,금강옥,전문음식,893
47170,경상북도 안동시,202401-202408,91,74B5E2FEF1DA110CE3AC6CBE86C7DD3E,a5628a34dd9c38a7b187c65cef603b3c,카페서원,카페/찻집,879
47170,경상북도 안동시,202401-202408,92,B68AA0E7C77836FF13645EDF9B6D96B5,8fded3399ac7bbb62c1971b42f2666b2,담소소사골순대육개장경북도청점,한식,867
47170,경상북도 안동시,202401-202408,93,1BC87A95F75E289C2EC4346B86FF2223,47108e3acbb085288c2e595692c13cfc,패밀리뷔페토마토,전문음식,864
47170,경상북도 안동시,202401-202408,94,44B51088FD70ECC9BF3E19C099FFD27D,833d1cd3efeee96663315348d9d668cf,형제갈비,한식,857
47170,경상북도 안동시,202401-202408,95,C2F8EABF837AEBCE1F02E384A475DB63,4b3c16f854bf5103abfa0bea97269cd8,병산손국수,한식,850
47170,경상북도 안동시,202401-202408,96,5E3211F21E805B9EB7ACC36B8EDEFB77,cd17a4362f2de9cbc036cbd470cab9f4,꽃피는화덕피자D485안동점,간이음식,848
47170,경상북도 안동시,202401-202408,97,66CECCFA0902D4372F4E6DB9EF1EE845,48e55ebf8b674bb1c3fa42ac796dd17e,모씨네안동점,한식,834
47170,경상북도 안동시,202401-202408,98,F3A6D63EA1B5943C28DF164C164F530E,73a507f5ff604d1ca12e2fd0343ddff0,일포스티노,전문음식,829
47170,경상북도 안동시,202401-202408,99,94546B67EDDAA8F54A50231E71E7A701,365918db53629b6ee12e7403186e89de,주꾸미네도청점,전문음식,822
47170,경상북도 안동시,202401-202408,100,1282C8E2FEFCCF2C4DD99373035C458A,7480b081ef8d5598339db25a1af2e2fc,아테네,전문음식,815
