조회_SGG_CD,조회_지역,조회기간,SIDO_CD,SGG_CD,SIDO_NM,SGG_NM,SIMIL_SCOR
47170,경상북도 안동시,202501-202512,44,44810,충청남도,예산군,0.968929016467746
47170,경상북도 안동시,202501-202512,47,47280,경상북도,문경시,0.9665919593514538
47170,경상북도 안동시,202501-202512,47,47210,경상북도,영주시,0.9664284010187568
