조회연도,LEV,BASE_YEAR,FSTV_ID,FSTV_REPS_NM,DPTR_SIDO_CD,DPTR_SIDO_NM,DPTR_SGG_CD,DPTR_SGG_NM,TOU_NUM_RAT,SGG_CD,SGG_NM,SIDO_NM,PTL_SIDO_CD
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48890,합천군,0.02,48890,합천군,합천군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,50,제주특별자치도,50110,제주시,0.28,50110,제주시,제주시,KR-50
2024,2,2024,KCTF0041,안동탈춤축제,50,제주특별자치도,50130,서귀포시,0.08,50130,서귀포시,서귀포시,KR-50
2025,1,2025,KCTF0041,안동탈춤축제,11,서울특별시,,,13.39,11,서울특별시,서울,KR-11
2025,1,2025,KCTF0041,안동탈춤축제,26,부산광역시,,,4.25,26,부산광역시,부산,KR-26
2025,1,2025,KCTF0041,안동탈춤축제,27,대구광역시,,,12.66,27,대구광역시,대구,KR-27
2025,1,2025,KCTF0041,안동탈춤축제,28,인천광역시,,,2.59,28,인천광역시,인천,KR-28
2025,1,2025,KCTF0041,안동탈춤축제,29,광주광역시,,,0.52,29,광주광역시,광주,KR-29
2025,1,2025,KCTF0041,안동탈춤축제,30,대전광역시,,,1.55,30,대전광역시,대전,KR-30
2025,1,2025,KCTF0041,안동탈춤축제,31,울산광역시,,,2.18,31,울산광역시,울산,KR-31
2025,1,2025,KCTF0041,안동탈춤축제,36,세종특별자치시,,,0.61,36,세종특별자치시,세종,KR-36
2025,1,2025,KCTF0041,안동탈춤축제,41,경기도,,,16.03,41,경기도,경기,KR-41
2025,1,2025,KCTF0041,안동탈춤축제,43,충청북도,,,2.77,43,충청북도,충북,KR-43
2025,1,2025,KCTF0041,안동탈춤축제,44,충청남도,,,2.00,44,충청남도,충남,KR-44
2025,1,2025,KCTF0041,안동탈춤축제,46,전라남도,,,0.68,46,전라남도,전남,KR-46
2025,1,2025,KCTF0041,안동탈춤축제,47,경상북도,,,36.82,47,경상북도,경북,KR-47
2025,1,2025,KCTF0041,안동탈춤축제,48,경상남도,,,3.63,48,경상남도,경남,KR-48
2025,1,2025,KCTF0041,안동탈춤축제,50,제주특별자치도,,,0.31,50,제주특별자치도,제주,KR-50
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11110,종로구,0.25,11110,종로구,종로구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11140,중구,0.15,11140,중구,중구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11170,용산구,0.24,11170,용산구,용산구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11200,성동구,0.49,11200,성동구,성동구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11215,광진구,0.50,11215,광진구,광진구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11230,동대문구,0.58,11230,동대문구,동대문구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11260,중랑구,0.36,11260,중랑구,중랑구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11290,성북구,0.66,11290,성북구,성북구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11305,강북구,0.25,11305,강북구,강북구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11320,도봉구,0.27,11320,도봉구,도봉구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11350,노원구,0.71,11350,노원구,노원구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11380,은평구,0.62,11380,은평구,은평구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11410,서대문구,0.50,11410,서대문구,서대문구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11440,마포구,0.58,11440,마포구,마포구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11470,양천구,0.45,11470,양천구,양천구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11500,강서구,0.65,11500,강서구,강서구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11530,구로구,0.39,11530,구로구,구로구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11545,금천구,0.21,11545,금천구,금천구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11560,영등포구,0.53,11560,영등포구,영등포구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11590,동작구,0.58,11590,동작구,동작구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11620,관악구,1.08,11620,관악구,관악구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11650,서초구,0.62,11650,서초구,서초구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11680,강남구,0.80,11680,강남구,강남구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11710,송파구,1.16,11710,송파구,송파구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,11,서울특별시,11740,강동구,0.79,11740,강동구,강동구,KR-11
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26110,중구,0.06,26110,중구,중구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26140,서구,0.06,26140,서구,서구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26170,동구,0.12,26170,동구,동구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26200,영도구,0.07,26200,영도구,영도구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26230,부산진구,0.49,26230,부산진구,부산진구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26260,동래구,0.38,26260,동래구,동래구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26290,남구,0.37,26290,남구,남구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26320,북구,0.29,26320,북구,북구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26350,해운대구,0.60,26350,해운대구,해운대구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26380,사하구,0.28,26380,사하구,사하구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26410,금정구,0.32,26410,금정구,금정구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26440,강서구,0.18,26440,강서구,강서구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26470,연제구,0.30,26470,연제구,연제구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26500,수영구,0.22,26500,수영구,수영구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26530,사상구,0.20,26530,사상구,사상구,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,26,부산광역시,26710,기장군,0.32,26710,기장군,기장군,KR-26
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27110,중구,0.60,27110,중구,중구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27140,동구,1.88,27140,동구,동구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27170,서구,0.61,27170,서구,서구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27200,남구,0.70,27200,남구,남구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27230,북구,2.84,27230,북구,북구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27260,수성구,1.92,27260,수성구,수성구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27290,달서구,2.50,27290,달서구,달서구,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27710,달성군,1.32,27710,달성군,달성군,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,27,대구광역시,27720,군위군,0.30,27720,군위군,군위군,KR-27
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28110,중구,0.21,28110,중구,중구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28140,동구,0.03,28140,동구,동구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28177,미추홀구,0.31,28177,미추홀구,미추홀구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28185,연수구,0.45,28185,연수구,연수구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28200,남동구,0.38,28200,남동구,남동구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28237,부평구,0.39,28237,부평구,부평구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28245,계양구,0.24,28245,계양구,계양구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28260,서구,0.53,28260,서구,서구,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28710,강화군,0.03,28710,강화군,강화군,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,28,인천광역시,28720,옹진군,0.02,28720,옹진군,옹진군,KR-28
2025,2,2025,KCTF0041,안동탈춤축제,29,광주광역시,29110,동구,0.03,29110,동구,동구,KR-29
2025,2,2025,KCTF0041,안동탈춤축제,29,광주광역시,29140,서구,0.17,29140,서구,서구,KR-29
2025,2,2025,KCTF0041,안동탈춤축제,29,광주광역시,29155,남구,0.06,29155,남구,남구,KR-29
2025,2,2025,KCTF0041,안동탈춤축제,29,광주광역시,29170,북구,0.12,29170,북구,북구,KR-29
2025,2,2025,KCTF0041,안동탈춤축제,29,광주광역시,29200,광산구,0.13,29200,광산구,광산구,KR-29
2025,2,2025,KCTF0041,안동탈춤축제,30,대전광역시,30110,동구,0.15,30110,동구,동구,KR-30
2025,2,2025,KCTF0041,안동탈춤축제,30,대전광역시,30140,중구,0.18,30140,중구,중구,KR-30
2025,2,2025,KCTF0041,안동탈춤축제,30,대전광역시,30170,서구,0.45,30170,서구,서구,KR-30
2025,2,2025,KCTF0041,안동탈춤축제,30,대전광역시,30200,유성구,0.59,30200,유성구,유성구,KR-30
2025,2,2025,KCTF0041,안동탈춤축제,30,대전광역시,30230,대덕구,0.17,30230,대덕구,대덕구,KR-30
2025,2,2025,KCTF0041,안동탈춤축제,31,울산광역시,31110,중구,0.32,31110,중구,중구,KR-31
2025,2,2025,KCTF0041,안동탈춤축제,31,울산광역시,31140,남구,0.52,31140,남구,남구,KR-31
2025,2,2025,KCTF0041,안동탈춤축제,31,울산광역시,31170,동구,0.33,31170,동구,동구,KR-31
2025,2,2025,KCTF0041,안동탈춤축제,31,울산광역시,31200,북구,0.61,31200,북구,북구,KR-31
2025,2,2025,KCTF0041,안동탈춤축제,31,울산광역시,31710,울주군,0.39,31710,울주군,울주군,KR-31
2025,2,2025,KCTF0041,안동탈춤축제,36,세종특별자치시,36110,세종특별자치시,0.61,36110,세종특별자치시,세종특별자치시,KR-36
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41111,수원시 장안구,0.33,41111,수원시 장안구,수원시 장안구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41113,수원시 권선구,0.40,41113,수원시 권선구,수원시 권선구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41115,수원시 팔달구,0.29,41115,수원시 팔달구,수원시 팔달구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41117,수원시 영통구,0.51,41117,수원시 영통구,수원시 영통구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41131,성남시 수정구,0.32,41131,성남시 수정구,성남시 수정구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41133,성남시 중원구,0.20,41133,성남시 중원구,성남시 중원구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41135,성남시 분당구,0.66,41135,성남시 분당구,성남시 분당구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41150,의정부시,0.41,41150,의정부시,의정부시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41171,안양시 만안구,0.24,41171,안양시 만안구,안양시 만안구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41173,안양시 동안구,0.43,41173,안양시 동안구,안양시 동안구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41192,부천시 원미구,0.45,41192,부천시 원미구,부천시 원미구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41194,부천시 소사구,0.22,41194,부천시 소사구,부천시 소사구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41196,부천시 오정구,0.12,41196,부천시 오정구,부천시 오정구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41210,광명시,0.32,41210,광명시,광명시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41220,평택시,0.63,41220,평택시,평택시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41250,동두천시,0.05,41250,동두천시,동두천시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41271,안산시 상록구,0.23,41271,안산시 상록구,안산시 상록구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41273,안산시 단원구,0.40,41273,안산시 단원구,안산시 단원구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41281,고양시 덕양구,0.48,41281,고양시 덕양구,고양시 덕양구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41285,고양시 일산동구,0.33,41285,고양시 일산동구,고양시 일산동구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41287,고양시 일산서구,0.26,41287,고양시 일산서구,고양시 일산서구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41290,과천시,0.16,41290,과천시,과천시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41310,구리시,0.27,41310,구리시,구리시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41360,남양주시,0.78,41360,남양주시,남양주시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41370,오산시,0.30,41370,오산시,오산시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41390,시흥시,0.43,41390,시흥시,시흥시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41410,군포시,0.36,41410,군포시,군포시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41430,의왕시,0.22,41430,의왕시,의왕시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41450,하남시,0.46,41450,하남시,하남시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41461,용인시 처인구,0.35,41461,용인시 처인구,용인시 처인구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41463,용인시 기흥구,0.66,41463,용인시 기흥구,용인시 기흥구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41465,용인시 수지구,0.57,41465,용인시 수지구,용인시 수지구,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41480,파주시,0.40,41480,파주시,파주시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41500,이천시,0.28,41500,이천시,이천시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41550,안성시,0.27,41550,안성시,안성시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41570,김포시,0.53,41570,김포시,김포시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41590,화성시,1.30,41590,화성시,화성시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41610,광주시,0.48,41610,광주시,광주시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41630,양주시,0.27,41630,양주시,양주시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41650,포천시,0.14,41650,포천시,포천시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41670,여주시,0.21,41670,여주시,여주시,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41800,연천군,0.04,41800,연천군,연천군,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41820,가평군,0.05,41820,가평군,가평군,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,41,경기도,41830,양평군,0.21,41830,양평군,양평군,KR-41
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43111,청주시 상당구,0.18,43111,청주시 상당구,청주시 상당구,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43112,청주시 서원구,0.30,43112,청주시 서원구,청주시 서원구,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43113,청주시 흥덕구,0.38,43113,청주시 흥덕구,청주시 흥덕구,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43114,청주시 청원구,0.27,43114,청주시 청원구,청주시 청원구,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43130,충주시,0.52,43130,충주시,충주시,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43150,제천시,0.48,43150,제천시,제천시,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43720,보은군,0.03,43720,보은군,보은군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43730,옥천군,0.05,43730,옥천군,옥천군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43740,영동군,0.04,43740,영동군,영동군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43745,증평군,0.02,43745,증평군,증평군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43750,진천군,0.07,43750,진천군,진천군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43760,괴산군,0.04,43760,괴산군,괴산군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43770,음성군,0.21,43770,음성군,음성군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,43,충청북도,43800,단양군,0.17,43800,단양군,단양군,KR-43
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44131,천안시 동남구,0.29,44131,천안시 동남구,천안시 동남구,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44133,천안시 서북구,0.45,44133,천안시 서북구,천안시 서북구,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44150,공주시,0.07,44150,공주시,공주시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44180,보령시,0.07,44180,보령시,보령시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44200,아산시,0.38,44200,아산시,아산시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44210,서산시,0.09,44210,서산시,서산시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44230,논산시,0.06,44230,논산시,논산시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44250,계룡시,0.05,44250,계룡시,계룡시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44270,당진시,0.12,44270,당진시,당진시,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44710,금산군,0.02,44710,금산군,금산군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44760,부여군,0.04,44760,부여군,부여군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44770,서천군,0.01,44770,서천군,서천군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44790,청양군,0.15,44790,청양군,청양군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44800,홍성군,0.06,44800,홍성군,홍성군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44810,예산군,0.09,44810,예산군,예산군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,44,충청남도,44825,태안군,0.05,44825,태안군,태안군,KR-44
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46110,목포시,0.09,46110,목포시,목포시,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46130,여수시,0.09,46130,여수시,여수시,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46150,순천시,0.10,46150,순천시,순천시,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46170,나주시,0.07,46170,나주시,나주시,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46230,광양시,0.08,46230,광양시,광양시,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46710,담양군,0.02,46710,담양군,담양군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46730,구례군,0.01,46730,구례군,구례군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46770,고흥군,0.02,46770,고흥군,고흥군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46780,보성군,0.01,46780,보성군,보성군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46790,화순군,0.01,46790,화순군,화순군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46800,장흥군,0.01,46800,장흥군,장흥군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46810,강진군,0.01,46810,강진군,강진군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46820,해남군,0.01,46820,해남군,해남군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46830,영암군,0.02,46830,영암군,영암군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46840,무안군,0.06,46840,무안군,무안군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46860,함평군,0.00,46860,함평군,함평군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46870,영광군,0.02,46870,영광군,영광군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46880,장성군,0.03,46880,장성군,장성군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46890,완도군,0.00,46890,완도군,완도군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,46,전라남도,46900,진도군,0.01,46900,진도군,진도군,KR-46
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47111,포항시 남구,0.81,47111,포항시 남구,포항시 남구,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47113,포항시 북구,1.53,47113,포항시 북구,포항시 북구,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47130,경주시,0.90,47130,경주시,경주시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47150,김천시,0.66,47150,김천시,김천시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47190,구미시,2.64,47190,구미시,구미시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47210,영주시,5.87,47210,영주시,영주시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47230,영천시,0.35,47230,영천시,영천시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47250,상주시,0.78,47250,상주시,상주시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47280,문경시,0.92,47280,문경시,문경시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47290,경산시,1.44,47290,경산시,경산시,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47730,의성군,3.77,47730,의성군,의성군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47750,청송군,3.66,47750,청송군,청송군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47760,영양군,2.12,47760,영양군,영양군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47770,영덕군,0.47,47770,영덕군,영덕군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47820,청도군,0.09,47820,청도군,청도군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47830,고령군,0.10,47830,고령군,고령군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47840,성주군,0.12,47840,성주군,성주군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47850,칠곡군,0.59,47850,칠곡군,칠곡군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47900,예천군,8.49,47900,예천군,예천군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47920,봉화군,0.94,47920,봉화군,봉화군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47930,울진군,0.53,47930,울진군,울진군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,47,경상북도,47940,울릉군,0.05,47940,울릉군,울릉군,KR-47
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48121,창원시 의창구,0.25,48121,창원시 의창구,창원시 의창구,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48123,창원시 성산구,0.33,48123,창원시 성산구,창원시 성산구,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48125,창원시 마산합포구,0.22,48125,창원시 마산합포구,창원시 마산합포구,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48127,창원시 마산회원구,0.19,48127,창원시 마산회원구,창원시 마산회원구,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48129,창원시 진해구,0.23,48129,창원시 진해구,창원시 진해구,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48170,진주시,0.28,48170,진주시,진주시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48220,통영시,0.07,48220,통영시,통영시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48240,사천시,0.08,48240,사천시,사천시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48250,김해시,0.63,48250,김해시,김해시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48270,밀양시,0.09,48270,밀양시,밀양시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48310,거제시,0.36,48310,거제시,거제시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48330,양산시,0.42,48330,양산시,양산시,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48720,의령군,0.03,48720,의령군,의령군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48730,함안군,0.05,48730,함안군,함안군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48740,창녕군,0.06,48740,창녕군,창녕군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48820,고성군,0.06,48820,고성군,고성군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48840,남해군,0.04,48840,남해군,남해군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48850,하동군,0.04,48850,하동군,하동군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48860,산청군,0.02,48860,산청군,산청군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48870,함양군,0.03,48870,함양군,함양군,KR-48
2025,2,2025,KCTF0041,안동탈춤축제,48,경상남도,48880,거창군,0.08,48880,거창군,거창군,KR-48
