조회_시도,조회기간,DT,LRFRN_DIV_CD,LRFRN_DIV_NM,NIGHT_CNSM_AMT,CNSM_AMT,RATE_NUM
00,2025,202502,2,외국인,209191048343.6004,616295419942.6664,33.94
00,2025,202503,2,외국인,316299708787.6008,925775473334.8135,34.17
00,2025,202504,2,외국인,364790676003.8965,1096316822767.4556,33.27
00,2025,202505,2,외국인,347912826227.9016,1022206037864.4309,34.04
00,2025,202506,2,외국인,334358084121.9994,988729939265.9681,33.82
00,2025,202507,2,외국인,321747198921.90515,951965091300.9839,33.8
00,2025,202508,2,외국인,335331387290.7982,960476855693.9021,34.91
00,2025,202509,2,외국인,357056573812.1067,1046544386216.9729,34.12
00,2025,202510,2,외국인,373583492019.1024,1120454484083.6064,33.34
00,2025,202511,2,외국인,391199215400.6915,1189305955175.8276,32.89
00,2025,202512,2,외국인,378154583457.3967,1169280172913.525,32.34
00,2025,202501,3,내국인,4206699208046.244,12871105517792.092,32.68
00,2025,202502,3,내국인,3816241081953.6465,11298041071835.455,33.78
00,2025,202503,3,내국인,4441014859976.007,13264221159952.37,33.48
00,2025,202504,3,내국인,4231937475104.503,12623726356947.297,33.52
00,2025,202505,3,내국인,4797259040813.031,14325976709269.66,33.49
00,2025,202506,3,내국인,4304050216903.7666,12789164916477.021,33.65
00,2025,202507,3,내국인,4610918560210.349,13472291990944.73,34.23
00,2025,202508,3,내국인,4681336272496.044,13923159706399.523,33.62
00,2025,202509,3,내국인,4264087273736.759,12833507818155.87,33.23
00,2025,202510,3,내국인,4711013259784.422,14622080048433.787,32.22
00,2025,202511,3,내국인,4592111984240.0,14197550826588.0,32.34
00,2025,202512,3,내국인,4876405463685.0,14479222066600.0,33.68
