조회_SGG_CD,조회_지역,조회기간,RK,ITS_BRO_ID,MD5_POI_ID,ITS_BRO_NM,KTO_CATE_NAME_B,SRCH_CNT
47170,경상북도 안동시,202401-202408,41,8C86B2608FFC71EC6384153E332214EA,0423dbb8e054b9705d679a7fa02a49ba,비앤비모텔,모텔,2133
47170,경상북도 안동시,202401-202408,42,B78DD1F8F9FADBF0DC21972A524722AA,add43d188ab50f3abd854147585072ca,퀸모텔,모텔,2123
47170,경상북도 안동시,202401-202408,43,28813D9F89453241BD570CD6422DCC72,cfdb3bc0f5d90696528da5fb3a0cf9a9,고려호텔,호텔,1963
47170,경상북도 안동시,202401-202408,44,AE6079ECE3439EDD65B512DF94CDFF93,9661a5d77585c9ffe04a16455dc311cc,한국문화테마파크,테마공원,1884
47170,경상북도 안동시,202401-202408,45,F93F087B88160C27DF33AF249F9A7AE4,187fc079998937654773cca40f9b7c17,구름에,콘도미니엄,1877
47170,경상북도 안동시,202401-202408,46,4C24D06407BAD6D6DA07E9CEA45BB3CC,e21b59454204c650a5b874e36cc3a097,스위트호텔,모텔,1859
47170,경상북도 안동시,202401-202408,47,0D03964808D98C46D31586C19CA36911,55ab05913143b95c5b5a4455a1e079e4,안동소주전통음식박물관,전시시설,1856
47170,경상북도 안동시,202401-202408,48,CFF8A288858953940029FE539475FD61,558290443cdbf44022859babcadf0cf0,브라운도트호텔안동문화의거리점,호텔,1784
47170,경상북도 안동시,202401-202408,49,D094D18F9A5088A216C79A54DED5B8BC,e57f718840a576abbb40a7d046c4e3b0,용상시장,시장,1704
47170,경상북도 안동시,202401-202408,50,EEAA6BC253A97C0D8D77D232913B2B9F,7af00ed7f7dcae278c5bcd821ba6273e,옹천역폐역,교통시설,1619
47170,경상북도 안동시,202401-202408,51,67251912036F8759900120A41E76CE3A,feaf9c93304f3388c4e250a3e3ae1249,구담시장,시장,1606
47170,경상북도 안동시,202401-202408,52,4C4F48FA614240BE1338271D20DD040B,cdf68a8578f928f2d71d7f440c5aa06b,천년숲,도시공원,1589
47170,경상북도 안동시,202401-202408,52,1B458415154F1ED96D1E121E970127BC,06be920ea6c5f217fc073fc90e9b5f26,경상북도독립운동기념관,전시시설,1589
47170,경상북도 안동시,202401-202408,54,9673B7E5F2720DC0BC46BC6FC70A8792,87ec73ffd1781bc5846d06e7a6a7d4c5,계명산자연휴양림,자연공원,1568
47170,경상북도 안동시,202401-202408,55,61A9D78AA794263754C9A2F6AE7EDB25,8b5e7836dd068601d1d820b4147fde37,암산유원지,복합관광시설,1535
47170,경상북도 안동시,202401-202408,56,0E483C962E3777D56D48557F335EBF0A,57319280d324378f8034c7c4865565e6,쇼모텔,모텔,1526
47170,경상북도 안동시,202401-202408,57,5C0ED7C32BB03773EC188019FADD206C,258789c9d6a4c649bf5e766c16f9cc35,브라운도트호텔안동옥동점,호텔,1495
47170,경상북도 안동시,202401-202408,58,6CF1F6E27B0E7205EEFE75CA3FAD0B40,b66c7db9e76513ecdd4144b2da326feb,월영호텔,호텔,1447
47170,경상북도 안동시,202401-202408,59,58DBD6FABB2B62B8B28AE0B2AB25FE8E,2c3d34540cd34e6bbebfcc2d698de94a,호텔얌안동강남점,모텔,1353
47170,경상북도 안동시,202401-202408,60,59F9309191A22721BED05E149064B1FC,07c7c610c3fb254aa77edf8ab83a1db9,연미사,종교성지,1260
47170,경상북도 안동시,202401-202408,61,5ABFF96744B0EAEEEAE986F30634C07D,31b5df08abee11372afff141dfe824fb,꿈의궁전,모텔,1245
47170,경상북도 안동시,202401-202408,62,3C7A7760AA183ED79829492F505525ED,49dd1aa5fa675c4159d456dfed3cfb44,이육사문학관,전시시설,1203
47170,경상북도 안동시,202401-202408,63,BB618A7E8CD883D0D3D4BAFDF1424B2B,1ffb19db6636fc37a8003bc828e5e602,리치모텔,모텔,1196
47170,경상북도 안동시,202401-202408,64,1CD2E4728560911AC3A876D7C154DA77,bc62f7c10d9a6f1dda5613ffc3603452,호텔누리다,모텔,1192
47170,경상북도 안동시,202401-202408,65,A782B110F359861EAE99B07B131FA069,292ef57a119d835b89f5bb7e2132136f,모텔캐슬,모텔,1169
47170,경상북도 안동시,202401-202408,66,43F6D44183B9FAD0AF2C5BC9324FF51C,dcd6dce6bc51a45c08657d380bd83c5f,풍산시장,시장,1161
47170,경상북도 안동시,202401-202408,67,79BF9632A431D8066FEB5964129D8210,72e43d83e74d4a60cabff22f0f1b6ece,길안천지생태공원,도시공원,1110
47170,경상북도 안동시,202401-202408,67,CAC08241A77A056C0A3E605DBE15EE1A,a9781261296b79d4a126f520daea895b,단호샌드파크캠핑장,캠핑,1110
47170,경상북도 안동시,202401-202408,69,6EB7DBB727A1FA77828B7FAE5491F96B,c353ade81d364318beec396fd3d62696,해적선펜션,펜션/민박,1100
47170,경상북도 안동시,202401-202408,70,AEECE604343C23D0623F80DC27FC79C0,9db4c493f2dfb03680d8c578fcff8c43,안동파크호텔,호텔,1094
47170,경상북도 안동시,202401-202408,71,FF6035F6D19F7D99925C2FC5E5547B03,d709d495a429adce5e59f46969e89f42,스탠포드호텔안동 건축중(2024년10월완공예정),호텔,1089
47170,경상북도 안동시,202401-202408,72,C07BC8797E76CC5354F84E5B8B3CC758,97dea3d1cd114bedba992e18815ee523,고산정,역사유적지,1087
47170,경상북도 안동시,202401-202408,73,95FBE826E6F55DD63FF9C736C174B647,7b73cf628ef6fdf7d3a61cd866d5a6b7,넘버25호텔안동역점,모텔,1085
47170,경상북도 안동시,202401-202408,74,570CAD1C5F33A8F9C25715CC8A082F1F,c80c722b44ec56e5c35b8ddc2ec30a24,해피큐모텔,모텔,1068
47170,경상북도 안동시,202401-202408,75,9E3DCF4195A0B31678254DC852BC8C09,4cd9b9a23d1c08707a723b56062a502f,묵계서원,역사유적지,1061
47170,경상북도 안동시,202401-202408,76,E5F7FD93D5C70C413CF480545EFBEB29,6c37ead618074dc3fe4962bf12b2d4c8,농암종택,역사유적지,1018
47170,경상북도 안동시,202401-202408,77,A8E75312083DF3F6330A164A300325F2,72b7ab771a29f3db7e80cc6364b327a2,화천서원,역사유적지,961
47170,경상북도 안동시,202401-202408,78,179F744E6D0E9705671E8A912E8F5F90,c4b7dc323e3b70d8a980f15056f6bcec,호텔같은모텔,모텔,865
47170,경상북도 안동시,202401-202408,79,E3BE4746C86CC075DB4955C7759AE9F6,704686eac546700c572caadd4bfefe1b,센트럴호텔,모텔,863
47170,경상북도 안동시,202401-202408,80,C5F04D41459139FBB257864A74135B16,8a62597f9bd8606ab7a2843184817fc0,석동선착장,교통시설,860
47170,경상북도 안동시,202401-202408,81,1C95EAA3857738F277886E7A69EC712A,7295c162619011d409535c8d835c9527,권정생동화나라,기타문화관광지,851
47170,경상북도 안동시,202401-202408,82,BACA9802999D048D75F5A6F1E05939CA,145cff933bdcbe21d1a974706ba32882,송강미술관,전시시설,846
47170,경상북도 안동시,202401-202408,83,3E947B3361FADF620B2B14E21BD2A738,2c0ec2dd415caf3b392e8179085f056b,선성현문화단지한옥체험관,기타관광,830
47170,경상북도 안동시,202401-202408,84,40339956D450C3BC4B4C5232C8B5039A,a9351d889897deeda87c75ee538b4f63,안동이천동마애여래입상,역사유적지,823
47170,경상북도 안동시,202401-202408,85,63D27CD8B9826F795E88C87B26BEB5F4,ad09c3f1e8d6c2f1ea583afd33c3cbad,윈호텔,호텔,812
47170,경상북도 안동시,202401-202408,86,CDB4F67CE29624774D379211A3871835,58eb0ed4ac387171b312ef5657bc9cba,하회세계탈박물관,전시시설,776
47170,경상북도 안동시,202401-202408,87,CF5044C4414791A361E524623E4352BF,96cdb3c3f76af883a22e03742a513cd9,용담사계곡,자연경관(산),760
47170,경상북도 안동시,202401-202408,88,9D574F50E26D12EDDC73C261773C5370,9213960daf0cca1a2768b9d691b83390,올인모텔,모텔,731
47170,경상북도 안동시,202401-202408,89,4244758ADA6B6E74C63AAFCAAE1A1521,244a45447ae73d9b0a8540108fbaf6b4,문화호텔,모텔,722
47170,경상북도 안동시,202401-202408,90,BFDAF3CA4B8F3B09134FCE1C86B30370,e4a796f9290084ae77d3ad3084d72d31,안동임청각공사중(2024년완공예정),역사유적지,720
47170,경상북도 안동시,202401-202408,91,04C13C0E46414D947A72E1D70A1F9F0E,b523f506f97bbde24fb06451566e80dd,체화정,역사유적지,706
47170,경상북도 안동시,202401-202408,92,DCA1C3E702C36C43B418B636D5B5A31E,29256c668a1263ba0f7f78d8a07d8483,W모텔,모텔,696
47170,경상북도 안동시,202401-202408,93,99C8C4782361F4A2A201114257D298D4,481d02dea7ffdfc1bb0898b8dea76ee4,놀팍,테마공원,659
47170,경상북도 안동시,202401-202408,94,6C6E9A158419796FBFB1A7515B2A63A1,1c150e2437b5131f337b8578d7de8b8f,나인모텔,모텔,652
47170,경상북도 안동시,202401-202408,95,D9F3FF4C047719981A3362D188EC5D26,70740e4b09a432756083275b955d67ab,안동호텔,호텔,650
47170,경상북도 안동시,202401-202408,96,526A2EE6968CD1301AC45F0F95299A98,3ace4ac6ca51d60f4ead7282447a0aa4,호텔얌안동문화의거리점,모텔,649
47170,경상북도 안동시,202401-202408,97,5AFAC005A5D3BC7932DEB1139FF661DF,116d16a7b9b6606de907ea676d74269a,안동벚꽃축제,기타문화관광지,626
47170,경상북도 안동시,202401-202408,97,7E2E06B06FC53133DF934061580A35EB,e4aa2342d2bae519342b36caaf9bf79d,안동선비순례길1코스,기타레저스포츠,626
47170,경상북도 안동시,202401-202408,99,3337C0260872651D6F2A5F723EBB56F7,a3c1484cd1973727a27a8bb10fa656a2,제이제이부띠끄모텔,모텔,624
47170,경상북도 안동시,202401-202408,100,D4B69486206D5E42BB96C206BAEC4E1A,edbde82c4223ad103ab5e8765fd943d9,한국국학진흥원인문정신연수원,육상레저스포츠,609
