조회_시도,조회기간,SIDO_CD,SIDO_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,NIGHT_CNSM_AMT,CNSM_AMT
00,2026_1-8,29,광주광역시,2,외국인,5892182928.700004,15319081690.599989
00,2026_1-8,46,전라남도,2,외국인,4726998795.299997,12932182280.800016
00,2026_1-8,12,,2,외국인,3417033942.1,9017002805.800001
00,2026_1-8,36,세종특별자치시,2,외국인,2600789011.2,6141954273.400001
00,2025,11,서울특별시,0,현지인,696059522941.7018,2780782542422.8037
00,2025,41,경기도,0,현지인,464041902378.5007,1844422056282.9028
00,2025,26,부산광역시,0,현지인,147137554573.2,693673935196.6998
00,2025,30,대전광역시,0,현지인,67201169553.80003,299198084094.00024
00,2025,48,경상남도,0,현지인,65194952428.10004,288039223745.7006
00,2025,27,대구광역시,0,현지인,56768908989.700035,221622905391.2999
00,2025,51,강원특별자치도,0,현지인,44282701974.39998,218444761106.50055
00,2025,43,충청북도,0,현지인,41081906190.89997,175556318772.5
00,2025,28,인천광역시,0,현지인,40924845962.90002,149544982532.4
00,2025,44,충청남도,0,현지인,36682578316.8,144034418119.59998
00,2025,29,광주광역시,0,현지인,35253258332.30003,193602403412.39996
00,2025,47,경상북도,0,현지인,31927988196.499985,155281321599.3002
00,2025,50,제주특별자치도,0,현지인,25816424290.399994,131772110469.80002
00,2025,46,전라남도,0,현지인,24881669507.69997,118548286917.59998
00,2025,31,울산광역시,0,현지인,24777817128.299995,98380882243.09999
00,2025,52,전북특별자치도,0,현지인,21149674930.200005,90151663969.29982
00,2025,36,세종특별자치시,0,현지인,2980345261.0,11848925052.999998
00,2025,11,서울특별시,1,외지인,16996493176952.184,44544491947583.87
00,2025,41,경기도,1,외지인,11862726087850.535,37294288700402.695
00,2025,26,부산광역시,1,외지인,3206505283267.6963,9434538490170.402
00,2025,28,인천광역시,1,외지인,2841039549947.103,8452313172227.511
00,2025,27,대구광역시,1,외지인,1978526692067.6008,5923932213879.195
00,2025,43,충청북도,1,외지인,1787865531440.6985,5507617733044.098
00,2025,48,경상남도,1,외지인,1748234680260.0034,5648752030863.205
00,2025,47,경상북도,1,외지인,1689361931991.9973,5454552246999.206
00,2025,44,충청남도,1,외지인,1653538256898.3994,5486583698896.608
00,2025,30,대전광역시,1,외지인,1555806485895.5994,4758753663324.996
00,2025,51,강원특별자치도,1,외지인,1485046897204.7993,4954400836780.6
00,2025,52,전북특별자치도,1,외지인,1045160013127.299,3418009032622.6055
00,2025,29,광주광역시,1,외지인,1030620477869.3002,3123045761521.498
00,2025,46,전라남도,1,외지인,987244623451.0011,3597760801012.9014
00,2025,50,제주특별자치도,1,외지인,856610867960.0004,2656137906614.8
00,2025,31,울산광역시,1,외지인,827828698231.7993,2360075544812.302
00,2025,36,세종특별자치시,1,외지인,154302221582.90002,469889587309.7002
00,2025,11,서울특별시,2,외국인,2722334582195.8984,8308211733962.513
00,2025,28,인천광역시,2,외국인,332920549935.89996,823310577071.7991
00,2025,26,부산광역시,2,외국인,315746622890.89966,939635157314.1992
00,2025,41,경기도,2,외국인,290521521494.5997,846834192758.1002
00,2025,50,제주특별자치도,2,외국인,110597237552.5999,332709152961.5003
00,2025,47,경상북도,2,외국인,27625709219.39997,67626690169.200066
00,2025,27,대구광역시,2,외국인,24839378144.300034,72802922225.3
00,2025,48,경상남도,2,외국인,24581247983.399986,62475874282.10005
00,2025,51,강원특별자치도,2,외국인,15580216715.399977,57796513432.39997
00,2025,30,대전광역시,2,외국인,15096716549.599997,51189489545.40003
00,2025,52,전북특별자치도,2,외국인,14505485622.99999,36168532868.70005
00,2025,44,충청남도,2,외국인,14278713055.399988,40510352057.89996
00,2025,43,충청북도,2,외국인,10948785350.400003,28774920453.200024
00,2025,29,광주광역시,2,외국인,8863697071.200003,23575285815.0
00,2025,31,울산광역시,2,외국인,8481998889.399994,21185372342.2
00,2025,46,전라남도,2,외국인,7296127939.500011,20668054679.2
00,2025,36,세종특별자치시,2,외국인,1759239066.1999998,4696356930.500002
