조회_시도,조회기간,RNK,SIDO_CD,SIDO_NM,SGG_CD,SGG_NM,ITS_BRO_ID,ITS_BRO_NM,ADDR_ROAD_NM,KTO_CATE_MCLS_NM,KTO_CATE_SCLS_NM,NIGHT_SRCH_CNT,SRCH_CNT
44,2026_1-8,2,44,충청남도,44133,천안시 서북구,2979452,모다펜타포트,충남 천안시 서북구 공원로 196-0,쇼핑,쇼핑몰,11634,67690
44,2026_1-8,2,44,충청남도,44200,아산시,48171,신정호수공원,충남 아산시,문화관광,도시공원,10577,60487
44,2026_1-8,2,44,충청남도,44760,부여군,1933888,롯데리조트 부여,충남 부여군 백제문로 400-0,숙박,콘도미니엄,12263,49637
44,2026_1-8,2,44,충청남도,44270,당진시,10182189,플라밍고CC,충남 당진시 산단8로 299-0,레저스포츠,육상레저스포츠,5991,33692
44,2026_1-8,2,44,충청남도,44131,천안시 동남구,11400586,원성천벚꽃길,충남 천안시 동남구,기타관광,기타관광,3659,7846
44,2026_1-8,3,44,충청남도,44200,아산시,533354,아산스파비스,충남 아산시 아산온천로157번길 67-0,체험관광,웰니스관광,2168,36356
44,2026_1-8,3,44,충청남도,44133,천안시 서북구,305275,갤러리아백화점 센터시티점,충남 천안시 서북구 공원로 227-0,쇼핑,백화점,11161,80811
44,2026_1-8,3,44,충청남도,44760,부여군,337447,궁남지,충남 부여군 궁남로 52-0,역사관광,역사유적지,8395,50053
44,2026_1-8,3,44,충청남도,44133,천안시 서북구,1580110,천안축구센터,충남 천안시 서북구 축구센터로 150-0,문화관광,레저스포츠시설,8616,33186
44,2026_1-8,3,44,충청남도,44200,아산시,5477613,지중해마을,충남 아산시 탕정면로8번길 55-7,기타관광,기타관광,2198,10616
44,2026_1-8,3,44,충청남도,44150,공주시,5686851,피탕김탕,충남 공주시 한적2길 47-5,음식,외국식,5566,24790
44,2026_1-8,3,44,충청남도,44210,서산시,1155505,삼길포항,충남 서산시,자연관광,자연경관(하천/해양),12550,67517
44,2026_1-8,3,44,충청남도,44810,예산군,1145623,스플라스리솜 예산,충남 예산군 온천단지3로 45-7,숙박,콘도미니엄,12067,78915
44,2026_1-8,3,44,충청남도,44760,부여군,1528706,백제CC,충남 부여군 충절로 3734-82,레저스포츠,육상레저스포츠,5289,26939
44,2026_1-8,4,44,충청남도,44825,태안군,2844389,태안세계튤립꽃박람회,충남 태안군 마검포길 200-0,문화관광,기타문화관광지,8562,69535
44,2026_1-8,4,44,충청남도,44825,태안군,504455,아일랜드리솜 태안,충남 태안군 꽃지해안로 204-0,숙박,콘도미니엄,6644,39645
44,2026_1-8,4,44,충청남도,44810,예산군,641507,예산상설시장,충남 예산군 예산시장길 2-0,쇼핑,시장,7238,78741
44,2026_1-8,4,44,충청남도,44200,아산시,11887538,맥도날드 아산탕정DT점,충남 아산시 이순신대로 748-0,음식,간이음식,4258,16314
44,2026_1-8,4,44,충청남도,44210,서산시,6797757,서산한우목장웰빙산책로,충남 서산시 해운로 620-0,체험관광,농/산/어촌체험,1643,28509
44,2026_1-8,4,44,충청남도,44825,태안군,568269,신진항,충남 태안군 신진부두길 35-26,자연관광,자연경관(하천/해양),11920,68598
44,2026_1-8,4,44,충청남도,44200,아산시,526953,외암리민속마을,충남 아산시 외암민속길 42-7,역사관광,역사유적지,3701,29076
44,2026_1-8,4,44,충청남도,44200,아산시,1698110,SG아름다운골프앤리조트,충남 아산시 영인산로 440-0,레저스포츠,육상레저스포츠,5140,31156
44,2026_1-8,4,44,충청남도,44230,논산시,10102497,탑정호출렁다리,충남 논산시,기타관광,기타관광,1859,22692
44,2026_1-8,5,44,충청남도,44131,천안시 동남구,730716,병천순대거리,충남 천안시 동남구 아우내순대길 33-0,음식,음식점기타,4215,37336
44,2026_1-8,5,44,충청남도,44131,천안시 동남구,305264,독립기념관,충남 천안시 동남구 독립기념관로 1-0,문화관광,전시시설,6433,79659
44,2026_1-8,5,44,충청남도,44210,서산시,266554,개심사,충남 서산시 개심사로 321-86,역사관광,종교성지,3603,42715
44,2026_1-8,5,44,충청남도,44770,서천군,266222,서천특화시장 임시시장,충남 서천군 남산로 316-0,쇼핑,시장,5065,48241
44,2026_1-8,5,44,충청남도,44825,태안군,265005,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),10657,79052
44,2026_1-8,5,44,충청남도,44710,금산군,1948068,하늘물빛정원,충남 금산군 검한1길 156-0,체험관광,농/산/어촌체험,758,13563
44,2026_1-8,5,44,충청남도,44270,당진시,1540987,파인스톤CC,충남 당진시 무수들길 90-0,레저스포츠,육상레저스포츠,4936,28285
44,2026_1-8,5,44,충청남도,44200,아산시,1506983,현충사곡교천은행나무길,충남 아산시,기타관광,기타관광,1486,10619
44,2026_1-8,5,44,충청남도,44133,천안시 서북구,7385332,신라스테이 천안,충남 천안시 서북구 동서대로 177-0,숙박,호텔,6349,18057
44,2025,1,44,충청남도,44810,예산군,8842826,예당호출렁다리,충남 예산군,기타관광,기타관광,7007,87163
44,2025,1,44,충청남도,44270,당진시,266639,삽교호관광지,충남 당진시 삽교천3길 100-0,문화관광,복합관광시설,45619,190068
44,2025,1,44,충청남도,44825,태안군,5986422,솔라고CC,충남 태안군 기업도시9길 176-0,레저스포츠,육상레저스포츠,10687,58239
44,2025,1,44,충청남도,44180,보령시,352601,대천해수욕장,충남 보령시,자연관광,자연경관(하천/해양),66452,268350
44,2025,1,44,충청남도,44200,아산시,2879739,온양온천랜드,충남 아산시 삼동로28번길 46-0,체험관광,웰니스관광,5150,35727
44,2025,1,44,충청남도,44150,공주시,267095,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,14139,114320
44,2025,1,44,충청남도,44131,천안시 동남구,2362143,신세계백화점 천안아산점,충남 천안시 동남구 만남로 43-0,쇼핑,백화점,36247,221541
44,2025,1,44,충청남도,44131,천안시 동남구,1933283,소노벨 천안,충남 천안시 동남구 소노로 1-0,숙박,콘도미니엄,19426,104005
44,2025,1,44,충청남도,44133,천안시 서북구,7942981,두정동먹자골목,충남 천안시 서북구 원두정2길 15-0,음식,음식점기타,10905,13074
44,2025,2,44,충청남도,44180,보령시,736468,오천항,충남 보령시 오천해안로 781-14,자연관광,자연경관(하천/해양),23851,39416
44,2025,2,44,충청남도,44760,부여군,1933888,롯데리조트 부여,충남 부여군 백제문로 400-0,숙박,콘도미니엄,17565,77399
44,2025,2,44,충청남도,44210,서산시,266556,해미읍성,충남 서산시 남문2로 143-0,역사관광,역사유적지,13897,107963
44,2025,2,44,충청남도,44133,천안시 서북구,2979452,모다펜타포트,충남 천안시 서북구 공원로 196-0,쇼핑,쇼핑몰,20167,120918
44,2025,2,44,충청남도,44200,아산시,5477613,지중해마을,충남 아산시 탕정면로8번길 55-7,기타관광,기타관광,4396,24736
44,2025,2,44,충청남도,44131,천안시 동남구,5473367,뚜쥬루 빵돌가마점,충남 천안시 동남구 풍세로 706-0,음식,간이음식,9303,111090
44,2025,2,44,충청남도,44200,아산시,48171,신정호수공원,충남 아산시,문화관광,도시공원,14188,89121
44,2025,2,44,충청남도,44200,아산시,641991,파라다이스스파도고,충남 아산시 도고온천로 176-1,체험관광,웰니스관광,3852,78662
44,2025,2,44,충청남도,44760,부여군,1528706,백제CC,충남 부여군 충절로 3734-82,레저스포츠,육상레저스포츠,6489,37242
44,2025,3,44,충청남도,44760,부여군,337447,궁남지,충남 부여군 궁남로 52-0,역사관광,역사유적지,7499,56681
44,2025,3,44,충청남도,44133,천안시 서북구,305275,갤러리아백화점 센터시티점,충남 천안시 서북구 공원로 227-0,쇼핑,백화점,18386,128619
44,2025,3,44,충청남도,44810,예산군,1145623,스플라스리솜 예산,충남 예산군 온천단지3로 45-7,숙박,콘도미니엄,14010,100733
44,2025,3,44,충청남도,44200,아산시,1698110,SG아름다운골프앤리조트,충남 아산시 영인산로 440-0,레저스포츠,육상레저스포츠,5052,44254
44,2025,3,44,충청남도,44133,천안시 서북구,1580110,천안축구센터,충남 천안시 서북구 축구센터로 150-0,문화관광,레저스포츠시설,13074,52918
44,2025,3,44,충청남도,44200,아산시,1506983,현충사곡교천은행나무길,충남 아산시,기타관광,기타관광,3572,47469
44,2025,3,44,충청남도,44200,아산시,11412562,고메스퀘어 아산배방점,충남 아산시 배방로 267-0,음식,전문음식,7533,32040
44,2025,3,44,충청남도,44200,아산시,533354,아산스파비스,충남 아산시 아산온천로157번길 67-0,체험관광,웰니스관광,1595,48470
44,2025,3,44,충청남도,44210,서산시,1155505,삼길포항,충남 서산시,자연관광,자연경관(하천/해양),22704,109919
44,2025,4,44,충청남도,44131,천안시 동남구,305264,독립기념관,충남 천안시 동남구 독립기념관로 1-0,문화관광,전시시설,12002,161499
44,2025,4,44,충청남도,44200,아산시,11887538,맥도날드 아산탕정DT점,충남 아산시 이순신대로 748-0,음식,간이음식,6422,21272
44,2025,4,44,충청남도,44150,공주시,1469667,포웰CC프린세스,충남 공주시 방자들길 81-50,레저스포츠,육상레저스포츠,4891,31693
44,2025,4,44,충청남도,44150,공주시,267097,공산성,충남 공주시 웅진로 280-0,역사관광,역사유적지,5193,57959
44,2025,4,44,충청남도,44810,예산군,385908,덕산싸이판온천,충남 예산군 온천단지3로 84-0,체험관광,웰니스관광,868,13340
44,2025,4,44,충청남도,44180,보령시,551345,대천항,충남 보령시,자연관광,자연경관(하천/해양),15479,70824
44,2025,4,44,충청남도,44810,예산군,641507,예산상설시장,충남 예산군 예산시장길 2-0,쇼핑,시장,9948,138513
44,2025,4,44,충청남도,44133,천안시 서북구,7385332,신라스테이 천안,충남 천안시 서북구 동서대로 177-0,숙박,호텔,10683,29266
44,2025,4,44,충청남도,44131,천안시 동남구,11400586,원성천벚꽃길,충남 천안시 동남구,기타관광,기타관광,2707,5891
44,2025,5,44,충청남도,44133,천안시 서북구,568286,천안시농수산물도매시장,충남 천안시 서북구 천안대로 1347-0,쇼핑,시장,7749,65659
44,2025,5,44,충청남도,44133,천안시 서북구,2917317,CGV 천안펜타포트,충남 천안시 서북구 공원로 196-0,문화관광,공연시설,8268,25626
44,2025,5,44,충청남도,44200,아산시,526953,외암리민속마을,충남 아산시 외암민속길 42-7,역사관광,역사유적지,3772,52812
44,2025,5,44,충청남도,44825,태안군,504455,아일랜드리솜 태안,충남 태안군 꽃지해안로 204-0,숙박,콘도미니엄,9014,60827
44,2025,5,44,충청남도,44710,금산군,1948068,하늘물빛정원,충남 금산군 검한1길 156-0,체험관광,농/산/어촌체험,716,16561
44,2025,5,44,충청남도,44131,천안시 동남구,730716,병천순대거리,충남 천안시 동남구 아우내순대길 33-0,음식,음식점기타,6224,58473
44,2025,5,44,충청남도,44770,서천군,735766,홍원항,충남 서천군,자연관광,자연경관(하천/해양),14205,71626
44,2025,5,44,충청남도,44133,천안시 서북구,10584936,천안성성호수공원방문자센터,충남 천안시 서북구 성성2길 95-0,기타관광,기타관광,2142,14016
44,2025,5,44,충청남도,44270,당진시,1540987,파인스톤CC,충남 당진시 무수들길 90-0,레저스포츠,육상레저스포츠,4884,35477
52,2024_1-8,1,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,10080,54459
52,2024_1-8,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,22213,176109
52,2024_1-8,1,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,14480,59558
52,2024_1-8,1,52,전북특별자치도,52800,부안군,571363,격포항,전북 부안군 격포중앙길 28-5,자연관광,자연경관(하천/해양),6913,28409
52,2024_1-8,1,52,전북특별자치도,52190,남원시,982060,광한루원,전북 남원시 요천로 1447-0,기타관광,기타관광,5824,46137
52,2024_1-8,1,52,전북특별자치도,52800,부안군,1538258,소노벨 변산,전북 부안군 변산해변로 51-0,숙박,콘도미니엄,9181,48172
52,2024_1-8,1,52,전북특별자치도,52790,고창군,2900521,석정온천휴스파,전북 고창군 석정2로 173-0,체험관광,웰니스관광,645,14356
52,2024_1-8,1,52,전북특별자치도,52130,군산시,1107658,이성당 본점,전북 군산시 중앙로 177-0,음식,간이음식,8967,82287
52,2024_1-8,1,52,전북특별자치도,52130,군산시,2573541,군산CC,전북 군산시 남군산로 1685-53,레저스포츠,육상레저스포츠,5372,32376
52,2024_1-8,2,52,전북특별자치도,52113,전주시 덕진구,1102738,호남제일문,전북 전주시 덕진구,기타관광,기타관광,2952,7684
52,2024_1-8,2,52,전북특별자치도,52111,전주시 완산구,2651054,현대옥 전주본점,전북 전주시 완산구 화산천변2길 7-4,음식,한식,4279,23837
52,2024_1-8,2,52,전북특별자치도,52210,김제시,6325615,더나인골프클럽,전북 김제시 대화1길 8-75,레저스포츠,육상레저스포츠,1370,4767
52,2024_1-8,2,52,전북특별자치도,52111,전주시 완산구,1101425,롯데백화점 전주점,전북 전주시 완산구 온고을로 2-0,쇼핑,백화점,8987,55036
52,2024_1-8,2,52,전북특별자치도,52800,부안군,244330,변산해수욕장,전북 부안군,자연관광,자연경관(하천/해양),5798,36881
52,2024_1-8,2,52,전북특별자치도,52130,군산시,2979410,은파호수공원,전북 군산시 은파순환길 9-0,문화관광,도시공원,9513,32339
52,2024_1-8,2,52,전북특별자치도,52730,무주군,1128421,무주덕유산리조트,전북 무주군 만선로 185-0,숙박,콘도미니엄,5796,37918
52,2024_1-8,2,52,전북특별자치도,52790,고창군,270257,학원농장,전북 고창군 학원농장길 158-6,체험관광,농/산/어촌체험,143,8766
52,2024_1-8,2,52,전북특별자치도,52790,고창군,376043,고창읍성,전북 고창군,역사관광,역사유적지,1247,13053
52,2024_1-8,3,52,전북특별자치도,52710,완주군,82221,화심순두부 본점,전북 완주군 전진로 1051-0,음식,한식,2607,26192
52,2024_1-8,3,52,전북특별자치도,52800,부안군,737482,채석강,전북 부안군,기타관광,기타관광,2752,40419
52,2024_1-8,3,52,전북특별자치도,52140,익산시,1154221,클럽디금강,전북 익산시 강변로 130-0,레저스포츠,육상레저스포츠,1237,13988
52,2024_1-8,3,52,전북특별자치도,52790,고창군,270178,선운사,전북 고창군 선운사로 250-0,역사관광,종교성지,1162,33627
52,2024_1-8,3,52,전북특별자치도,52113,전주시 덕진구,268705,전주덕진공원,전북 전주시 덕진구 권삼득로 390-0,문화관광,도시공원,6287,22806
52,2024_1-8,3,52,전북특별자치도,52130,군산시,11029216,군산스테이관광호텔,전북 군산시 철새로 56-0,숙박,호텔,5089,10669
52,2024_1-8,3,52,전북특별자치도,52790,고창군,5912197,상하농원,전북 고창군 상하농원길 11-22,체험관광,농/산/어촌체험,75,8297
52,2024_1-8,3,52,전북특별자치도,52111,전주시 완산구,268553,남부시장,전북 전주시 완산구 풍남문2길 63-0,쇼핑,시장,8858,42583
52,2024_1-8,3,52,전북특별자치도,52130,군산시,1186387,선유도해수욕장,전북 군산시 선유도1길 235-0,자연관광,자연경관(하천/해양),5150,50261
52,2024_1-8,4,52,전북특별자치도,52113,전주시 덕진구,726288,한국소리문화의전당,전북 전주시 덕진구 소리로 31-0,문화관광,공연시설,2596,14516
52,2024_1-8,4,52,전북특별자치도,52111,전주시 완산구,6523487,남부시장한옥마을야시장,전북 전주시 완산구 풍남문1길 19-3,쇼핑,시장,1935,2554
52,2024_1-8,4,52,전북특별자치도,52210,김제시,269683,금산사,전북 김제시 모악15길 1-0,역사관광,종교성지,1106,28753
52,2024_1-8,4,52,전북특별자치도,52210,김제시,4096329,김제스파힐스CC,전북 김제시 온천길 37-0,레저스포츠,육상레저스포츠,1142,10119
52,2024_1-8,4,52,전북특별자치도,52790,고창군,270246,구시포해수욕장,전북 고창군,자연관광,자연경관(하천/해양),2471,18084
52,2024_1-8,4,52,전북특별자치도,52130,군산시,3294598,한일옥,전북 군산시 구영3길 63-0,음식,한식,2342,24371
52,2024_1-8,4,52,전북특별자치도,52730,무주군,2984130,태권도원,전북 무주군 무설로 1482-0,기타관광,기타관광,833,10617
52,2024_1-8,4,52,전북특별자치도,52740,장수군,330228,장수온천,전북 장수군 장수로 673-14,체험관광,웰니스관광,64,70
52,2024_1-8,4,52,전북특별자치도,52111,전주시 완산구,268559,라한호텔 전주,전북 전주시 완산구 기린대로 85-0,숙박,호텔,4704,23613
52,2024_1-8,5,52,전북특별자치도,52140,익산시,28793,미륵사지,전북 익산시 미륵사지로 362-0,역사관광,역사유적지,718,11892
52,2024_1-8,5,52,전북특별자치도,52111,전주시 완산구,1523528,완산생활체육공원,전북 전주시 완산구 모악산자락길 22-0,문화관광,도시공원,2589,7525
52,2024_1-8,5,52,전북특별자치도,52111,전주시 완산구,10268645,솔가숯불갈비 신시가지점,전북 전주시 완산구 석산2길 17-15,음식,한식,1871,3423
52,2024_1-8,5,52,전북특별자치도,52130,군산시,6509850,라마다호텔 군산,전북 군산시 대학로 400-0,숙박,호텔,4531,10760
52,2024_1-8,5,52,전북특별자치도,52180,정읍시,10119830,정읍허브원,전북 정읍시 구량1길 188-29,체험관광,농/산/어촌체험,41,3594
52,2024_1-8,5,52,전북특별자치도,52130,군산시,2844408,군산수산물종합센터,전북 군산시 내항2길 216-0,쇼핑,시장,1893,26348
52,2024_1-8,5,52,전북특별자치도,52130,군산시,558768,금강하구둑,전북 군산시 철새로 120-0,기타관광,기타관광,793,7261
52,2024_1-8,5,52,전북특별자치도,52113,전주시 덕진구,8692432,세병호,전북 전주시 덕진구,자연관광,자연경관(하천/해양),1846,3973
52,2024_1-8,5,52,전북특별자치도,52730,무주군,529758,무주덕유산리조트스키장,전북 무주군 만선로 185-0,레저스포츠,육상레저스포츠,1076,7907
52,2026_1-8,1,52,전북특별자치도,52800,부안군,1538258,소노벨 변산,전북 부안군 변산해변로 51-0,숙박,콘도미니엄,8372,42487
52,2026_1-8,1,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,9379,53800
52,2026_1-8,1,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,10557,45793
52,2026_1-8,1,52,전북특별자치도,52130,군산시,2573541,군산CC,전북 군산시 남군산로 1685-53,레저스포츠,육상레저스포츠,6826,36137
52,2026_1-8,1,52,전북특별자치도,52790,고창군,270257,학원농장,전북 고창군 학원농장길 154-0,체험관광,농/산/어촌체험,992,15092
52,2026_1-8,1,52,전북특별자치도,52130,군산시,1186387,선유도해수욕장,전북 군산시 선유도1길 235-0,자연관광,자연경관(하천/해양),7574,65737
52,2026_1-8,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,20606,130269
52,2026_1-8,1,52,전북특별자치도,52113,전주시 덕진구,1102738,호남제일문,전북 전주시 덕진구,기타관광,기타관광,4603,12304
52,2026_1-8,1,52,전북특별자치도,52130,군산시,1107658,이성당 본점,전북 군산시 중앙로 177-0,음식,간이음식,11998,102814
52,2026_1-8,2,52,전북특별자치도,52111,전주시 완산구,1101425,롯데백화점 전주점,전북 전주시 완산구 온고을로 2-0,쇼핑,백화점,7677,51880
52,2026_1-8,2,52,전북특별자치도,52190,남원시,982060,광한루원,전북 남원시 요천로 1447-0,기타관광,기타관광,4498,33202
52,2026_1-8,2,52,전북특별자치도,52730,무주군,1128421,무주덕유산리조트,전북 무주군 만선로 185-0,숙박,콘도미니엄,5794,38284
52,2026_1-8,2,52,전북특별자치도,52111,전주시 완산구,2651054,현대옥 전주본점,전북 전주시 완산구 화산천변2길 7-4,음식,한식,4996,26774
52,2026_1-8,2,52,전북특별자치도,52130,군산시,2979410,은파호수공원,전북 군산시 은파순환길 9-0,문화관광,도시공원,8021,28584
52,2026_1-8,2,52,전북특별자치도,52790,고창군,270178,선운사,전북 고창군 선운사로 250-0,역사관광,종교성지,2194,37939
52,2026_1-8,2,52,전북특별자치도,52800,부안군,244330,변산해수욕장,전북 부안군,자연관광,자연경관(하천/해양),6208,35699
52,2026_1-8,2,52,전북특별자치도,52730,무주군,1976294,골프존카운티 무주,전북 무주군 장무로 1537-21,레저스포츠,육상레저스포츠,1244,9456
52,2026_1-8,2,52,전북특별자치도,52790,고창군,2900521,석정온천휴스파,전북 고창군 석정2로 173-0,체험관광,웰니스관광,873,16507
52,2026_1-8,3,52,전북특별자치도,52111,전주시 완산구,268553,남부시장,전북 전주시 완산구 풍남문2길 63-0,쇼핑,시장,3945,20863
52,2026_1-8,3,52,전북특별자치도,52790,고창군,5912197,상하농원,전북 고창군 상하농원길 11-22,체험관광,농/산/어촌체험,229,9158
52,2026_1-8,3,52,전북특별자치도,52800,부안군,737482,채석강,전북 부안군,기타관광,기타관광,3357,38303
52,2026_1-8,3,52,전북특별자치도,52210,김제시,4096329,김제스파힐스CC,전북 김제시 온천길 37-0,레저스포츠,육상레저스포츠,1235,9797
52,2026_1-8,3,52,전북특별자치도,52800,부안군,571363,격포항,전북 부안군 격포중앙길 28-5,자연관광,자연경관(하천/해양),5582,27648
52,2026_1-8,3,52,전북특별자치도,52111,전주시 완산구,11232371,글로스터호텔 전주,전북 전주시 완산구 팔달로 227-0,숙박,호텔,4860,12760
52,2026_1-8,3,52,전북특별자치도,52130,군산시,3294598,한일옥,전북 군산시 구영3길 63-0,음식,한식,2728,26992
52,2026_1-8,3,52,전북특별자치도,52113,전주시 덕진구,268705,전주덕진공원,전북 전주시 덕진구 권삼득로 390-0,문화관광,도시공원,5466,18045
52,2026_1-8,3,52,전북특별자치도,52130,군산시,2758572,군산시 경암동 철길마을,전북 군산시 경촌4길 10-0,역사관광,역사유적지,1780,34228
52,2026_1-8,4,52,전북특별자치도,52790,고창군,8924295,고창청농원,전북 고창군 청천길 41-27,체험관광,농/산/어촌체험,108,2756
52,2026_1-8,4,52,전북특별자치도,52790,고창군,6147318,고창청보리밭축제,전북 고창군 학원농장길 158-6,문화관광,기타문화관광지,4178,33503
52,2026_1-8,4,52,전북특별자치도,52720,진안군,1070462,마이산탑사,전북 진안군 마이산남로 367-0,역사관광,종교성지,1440,19476
52,2026_1-8,4,52,전북특별자치도,52111,전주시 완산구,11276610,신라스테이 전주,전북 전주시 완산구 현무1길 10-0,숙박,호텔,3942,13477
52,2026_1-8,4,52,전북특별자치도,52140,익산시,1154221,포세븐금강,전북 익산시 강변로 130-0,레저스포츠,육상레저스포츠,1184,10318
52,2026_1-8,4,52,전북특별자치도,52130,군산시,2844408,군산수산물종합센터,전북 군산시 내항2길 216-0,쇼핑,시장,2368,32634
52,2026_1-8,4,52,전북특별자치도,52720,진안군,376222,마이산,전북 진안군 마이산남로 367-0,자연관광,자연경관(산),3090,28987
52,2026_1-8,4,52,전북특별자치도,52130,군산시,4562636,순돌이곱창,전북 군산시 우체통거리2길 43-9,음식,전문음식,2322,4122
52,2026_1-8,4,52,전북특별자치도,52770,순창군,10348230,용궐산하늘길,전북 순창군,기타관광,기타관광,1428,9129
52,2026_1-8,5,52,전북특별자치도,52111,전주시 완산구,268559,라한호텔 전주,전북 전주시 완산구 기린대로 85-0,숙박,호텔,3761,20545
52,2026_1-8,5,52,전북특별자치도,52790,고창군,270246,구시포해수욕장,전북 고창군,자연관광,자연경관(하천/해양),2506,18153
52,2026_1-8,5,52,전북특별자치도,52140,익산시,28793,미륵사지,전북 익산시 미륵사지로 362-0,역사관광,역사유적지,1276,20723
52,2026_1-8,5,52,전북특별자치도,52111,전주시 완산구,5764104,CGV 전주효자,전북 전주시 완산구 용머리로 45-0,문화관광,공연시설,2285,7866
52,2026_1-8,5,52,전북특별자치도,52111,전주시 완산구,6523487,남부시장한옥마을야시장,전북 전주시 완산구 풍남문1길 19-3,쇼핑,시장,1682,2637
52,2026_1-8,5,52,전북특별자치도,52180,정읍시,10119830,정읍허브원,전북 정읍시 구량1길 188-29,체험관광,농/산/어촌체험,92,3076
52,2026_1-8,5,52,전북특별자치도,52750,임실군,10445240,옥정호출렁다리,전북 임실군,기타관광,기타관광,1364,18308
52,2026_1-8,5,52,전북특별자치도,52710,완주군,82221,화심순두부 본점,전북 완주군 전진로 1051-0,음식,한식,2151,25024
52,2026_1-8,5,52,전북특별자치도,52180,정읍시,8770758,내장산골프앤리조트,전북 정읍시 첨단과학로 476-0,레저스포츠,육상레저스포츠,1126,9023
52,2025,1,52,전북특별자치도,52130,군산시,7837319,롯데몰 군산점,전북 군산시 조촌로 130-0,쇼핑,쇼핑몰,14708,84544
52,2025,1,52,전북특별자치도,52111,전주시 완산구,737851,전주한옥마을,전북 전주시 완산구 기린대로 99-0,역사관광,역사유적지,31922,284348
52,2025,1,52,전북특별자치도,52190,남원시,982060,광한루원,전북 남원시 요천로 1447-0,기타관광,기타관광,8349,71069
52,2025,1,52,전북특별자치도,52800,부안군,571363,격포항,전북 부안군 격포중앙길 28-5,자연관광,자연경관(하천/해양),9574,46917
52,2025,1,52,전북특별자치도,52130,군산시,1107658,이성당 본점,전북 군산시 중앙로 177-0,음식,간이음식,13656,132073
52,2025,1,52,전북특별자치도,52790,고창군,2900521,석정온천휴스파,전북 고창군 석정2로 173-0,체험관광,웰니스관광,1062,23840
52,2025,1,52,전북특별자치도,52800,부안군,1538258,소노벨 변산,전북 부안군 변산해변로 51-0,숙박,콘도미니엄,12004,65372
52,2025,1,52,전북특별자치도,52130,군산시,2573541,군산CC,전북 군산시 남군산로 1685-53,레저스포츠,육상레저스포츠,8205,53596
52,2025,1,52,전북특별자치도,52113,전주시 덕진구,396642,전주월드컵경기장,전북 전주시 덕진구 기린대로 1055-0,문화관광,레저스포츠시설,22523,102465
52,2025,2,52,전북특별자치도,52790,고창군,270178,선운사,전북 고창군 선운사로 250-0,역사관광,종교성지,2158,70107
52,2025,2,52,전북특별자치도,52800,부안군,244330,변산해수욕장,전북 부안군,자연관광,자연경관(하천/해양),7805,51658
52,2025,2,52,전북특별자치도,52111,전주시 완산구,2651054,현대옥 전주본점,전북 전주시 완산구 화산천변2길 7-4,음식,한식,8046,45599
52,2025,2,52,전북특별자치도,52111,전주시 완산구,11232371,글로스터호텔 전주,전북 전주시 완산구 팔달로 227-0,숙박,호텔,8231,20511
52,2025,2,52,전북특별자치도,52130,군산시,2979410,은파호수공원,전북 군산시 은파순환길 9-0,문화관광,도시공원,11743,43871
52,2025,2,52,전북특별자치도,52210,김제시,4096329,김제스파힐스CC,전북 김제시 온천길 37-0,레저스포츠,육상레저스포츠,1893,15965
52,2025,2,52,전북특별자치도,52113,전주시 덕진구,1102738,호남제일문,전북 전주시 덕진구,기타관광,기타관광,7314,19710
52,2025,2,52,전북특별자치도,52111,전주시 완산구,1101425,롯데백화점 전주점,전북 전주시 완산구 온고을로 2-0,쇼핑,백화점,13365,87497
52,2025,2,52,전북특별자치도,52790,고창군,270257,학원농장,전북 고창군 학원농장길 154-0,체험관광,농/산/어촌체험,386,22135
52,2025,3,52,전북특별자치도,52113,전주시 덕진구,268705,전주덕진공원,전북 전주시 덕진구 권삼득로 390-0,문화관광,도시공원,11445,42077
52,2025,3,52,전북특별자치도,52130,군산시,1186387,선유도해수욕장,전북 군산시 선유도1길 235-0,자연관광,자연경관(하천/해양),6266,75381
52,2025,3,52,전북특별자치도,52730,무주군,529758,무주덕유산리조트스키장,전북 무주군 만선로 185-0,레저스포츠,육상레저스포츠,1748,13108
52,2025,3,52,전북특별자치도,52710,완주군,82221,화심순두부 본점,전북 완주군 전진로 1051-0,음식,한식,3387,40354
52,2025,3,52,전북특별자치도,52800,부안군,737482,채석강,전북 부안군,기타관광,기타관광,3366,62005
52,2025,3,52,전북특별자치도,52730,무주군,1128421,무주덕유산리조트,전북 무주군 만선로 185-0,숙박,콘도미니엄,7885,54818
