조회_SGG_CD,조회_지역,조회기간,CMPR_SGG_CD_1,SIDO_NM,SGG_NM,CMPR_SGG_CD_2,SIMIL_DGRE
47170,경상북도 안동시,202501-202512,47170,경상북도 안동시,충청남도 서산시,44210,0.8706013860191973
47170,경상북도 안동시,202501-202512,47170,경상북도 안동시,전남광주통합특별시 광양시,12190,0.862306073360308
47170,경상북도 안동시,202501-202512,47170,경상북도 안동시,충청남도 논산시,44230,0.8543865895698982
