조회_SGG_CD,조회_지역,조회기간,BASE_YM,TOU_NUM,LDNG_TOU_RATE
43130,충청북도 충주시,201801-202608,201910,1685742.0,14.5
43130,충청북도 충주시,201801-202608,201911,1615044.0,18.1
43130,충청북도 충주시,201801-202608,201912,1378739.0,17.3
43130,충청북도 충주시,201801-202608,202001,1526864.0,18.1
43130,충청북도 충주시,201801-202608,202002,1023716.0,14.2
43130,충청북도 충주시,201801-202608,202003,1089244.0,14.0
43130,충청북도 충주시,201801-202608,202004,1254123.0,13.8
43130,충청북도 충주시,201801-202608,202005,1547982.0,15.1
43130,충청북도 충주시,201801-202608,202006,1464369.0,13.4
43130,충청북도 충주시,201801-202608,202007,1513575.0,14.4
43130,충청북도 충주시,201801-202608,202008,1580650.0,14.6
43130,충청북도 충주시,201801-202608,202009,1416699.0,14.8
43130,충청북도 충주시,201801-202608,202010,1724675.0,15.2
43130,충청북도 충주시,201801-202608,202011,1482468.0,14.4
43130,충청북도 충주시,201801-202608,202012,1058156.0,14.4
43130,충청북도 충주시,201801-202608,202101,1007327.0,13.9
43130,충청북도 충주시,201801-202608,202102,1164858.0,16.2
43130,충청북도 충주시,201801-202608,202103,1401091.0,12.9
43130,충청북도 충주시,201801-202608,202104,1461673.0,14.0
43130,충청북도 충주시,201801-202608,202105,1616440.0,14.7
43130,충청북도 충주시,201801-202608,202106,1559135.0,12.7
43130,충청북도 충주시,201801-202608,202107,1582711.0,14.3
43130,충청북도 충주시,201801-202608,202108,1558074.0,12.7
43130,충청북도 충주시,201801-202608,202109,1679385.0,14.7
43130,충청북도 충주시,201801-202608,202110,1774379.0,13.1
43130,충청북도 충주시,201801-202608,202111,1512365.0,14.1
43130,충청북도 충주시,201801-202608,202112,1272757.0,15.4
43130,충청북도 충주시,201801-202608,202201,1344029.0,17.7
43130,충청북도 충주시,201801-202608,202202,1155073.0,14.8
43130,충청북도 충주시,201801-202608,202203,1373641.0,13.7
43130,충청북도 충주시,201801-202608,202204,1506854.0,15.0
43130,충청북도 충주시,201801-202608,202205,1763087.0,14.1
43130,충청북도 충주시,201801-202608,202206,1653195.0,14.1
43130,충청북도 충주시,201801-202608,202207,1831622.0,14.1
43130,충청북도 충주시,201801-202608,202208,1812086.0,14.3
43130,충청북도 충주시,201801-202608,202209,1936376.0,15.1
43130,충청북도 충주시,201801-202608,202210,1966164.0,14.2
43130,충청북도 충주시,201801-202608,202211,1654719.0,14.6
43130,충청북도 충주시,201801-202608,202212,1317268.0,16.8
43130,충청북도 충주시,201801-202608,202301,1513232.0,16.9
43130,충청북도 충주시,201801-202608,202302,1338410.0,14.6
43130,충청북도 충주시,201801-202608,202303,1736948.0,14.6
43130,충청북도 충주시,201801-202608,202304,1700071.0,14.6
43130,충청북도 충주시,201801-202608,202305,1804521.0,14.5
43130,충청북도 충주시,201801-202608,202306,1727551.0,13.8
43130,충청북도 충주시,201801-202608,202307,1777767.0,13.7
43130,충청북도 충주시,201801-202608,202308,1867653.0,14.3
43130,충청북도 충주시,201801-202608,202309,1947481.0,16.2
43130,충청북도 충주시,201801-202608,202310,2059862.0,12.2
43130,충청북도 충주시,201801-202608,202311,1706212.0,13.3
43130,충청북도 충주시,201801-202608,202312,1745533.0,14.0
43130,충청북도 충주시,201801-202608,202401,1670747.0,11.8
43130,충청북도 충주시,201801-202608,202402,1963310.0,14.5
43130,충청북도 충주시,201801-202608,202403,2156748.0,11.7
43130,충청북도 충주시,201801-202608,202404,2111652.0,11.2
43130,충청북도 충주시,201801-202608,202405,2320551.0,11.4
43130,충청북도 충주시,201801-202608,202406,2197222.0,10.9
43130,충청북도 충주시,201801-202608,202407,2081972.0,10.9
43130,충청북도 충주시,201801-202608,202408,2447761.0,11.2
43130,충청북도 충주시,201801-202608,202409,2494175.0,12.2
43130,충청북도 충주시,201801-202608,202410,2387851.0,10.6
43130,충청북도 충주시,201801-202608,202411,2175476.0,11.8
43130,충청북도 충주시,201801-202608,202412,1796764.0,11.5
43130,충청북도 충주시,201801-202608,202501,1924910.0,13.2
43130,충청북도 충주시,201801-202608,202502,1576923.0,11.2
43130,충청북도 충주시,201801-202608,202503,2073496.0,12.4
43130,충청북도 충주시,201801-202608,202504,2003273.0,11.2
43130,충청북도 충주시,201801-202608,202505,2480895.0,12.4
43130,충청북도 충주시,201801-202608,202506,2181870.0,10.6
43130,충청북도 충주시,201801-202608,202507,2203033.0,11.0
43130,충청북도 충주시,201801-202608,202508,2507237.0,11.4
43130,충청북도 충주시,201801-202608,202509,2243780.0,10.7
43130,충청북도 충주시,201801-202608,202510,2750308.0,12.9
43130,충청북도 충주시,201801-202608,202511,2320795.0,11.1
43130,충청북도 충주시,201801-202608,202512,1828723.0,11.9
43130,충청북도 충주시,201801-202608,202601,1675158.0,11.9
43130,충청북도 충주시,201801-202608,202602,1933080.0,13.4
43130,충청북도 충주시,201801-202608,202603,2122878.0,11.9
43130,충청북도 충주시,201801-202608,202604,2008817.0,11.3
43130,충청북도 충주시,201801-202608,202605,2390405.0,12.2
43130,충청북도 충주시,201801-202608,202606,2049114.0,10.8
43130,충청북도 충주시,201801-202608,202607,2164731.0,11.4
43130,충청북도 충주시,201801-202608,202608,2404724.0,11.6
