조회_SGG_CD,조회_지역,조회기간,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
47170,경상북도 안동시,202601-202608,자연관광,자연경관(산),4571,68.0,0.6,583,24.0,12.8
47170,경상북도 안동시,202601-202608,자연관광,자연경관(하천/해양),4571,68.0,0.6,893,30.0,19.5
47170,경상북도 안동시,202601-202608,자연관광,자연공원,4571,68.0,0.6,3085,56.0,67.5
47170,경상북도 안동시,202601-202608,자연관광,자연생태,4571,68.0,0.6,10,3.0,0.2
47170,경상북도 안동시,202601-202608,역사관광,종교성지,124097,352.0,16.5,20408,143.0,16.4
47170,경상북도 안동시,202601-202608,역사관광,역사유물,124097,352.0,16.5,345,19.0,0.3
47170,경상북도 안동시,202601-202608,역사관광,역사유적지,124097,352.0,16.5,103344,321.0,83.3
47170,경상북도 안동시,202601-202608,체험관광,공예체험,12184,110.0,1.6,3,2.0,0.0
47170,경상북도 안동시,202601-202608,체험관광,농/산/어촌체험,12184,110.0,1.6,429,21.0,3.5
47170,경상북도 안동시,202601-202608,체험관광,웰니스관광,12184,110.0,1.6,10850,104.0,89.1
47170,경상북도 안동시,202601-202608,체험관광,체험관광기타,12184,110.0,1.6,902,30.0,7.4
47170,경상북도 안동시,202601-202608,문화관광,랜드마크관광,60570,246.0,8.1,16,4.0,0.0
47170,경상북도 안동시,202601-202608,문화관광,기타문화관광지,60570,246.0,8.1,2575,51.0,4.3
47170,경상북도 안동시,202601-202608,문화관광,도시공원,60570,246.0,8.1,11724,108.0,19.4
47170,경상북도 안동시,202601-202608,문화관광,복합관광시설,60570,246.0,8.1,2223,47.0,3.7
47170,경상북도 안동시,202601-202608,문화관광,테마공원,60570,246.0,8.1,6896,83.0,11.4
47170,경상북도 안동시,202601-202608,문화관광,레저스포츠시설,60570,246.0,8.1,7414,86.0,12.2
47170,경상북도 안동시,202601-202608,문화관광,공연시설,60570,246.0,8.1,10741,104.0,17.7
47170,경상북도 안동시,202601-202608,문화관광,전시시설,60570,246.0,8.1,18981,138.0,31.3
47170,경상북도 안동시,202601-202608,레저스포츠,수상레저스포츠,39572,199.0,5.3,1316,36.0,3.3
47170,경상북도 안동시,202601-202608,레저스포츠,육상레저스포츠,39572,199.0,5.3,26134,162.0,66.0
47170,경상북도 안동시,202601-202608,레저스포츠,기타레저스포츠,39572,199.0,5.3,12122,110.0,30.6
47170,경상북도 안동시,202601-202608,쇼핑,전문매장/상가,39566,199.0,5.3,6,2.0,0.0
47170,경상북도 안동시,202601-202608,쇼핑,기타쇼핑시설,39566,199.0,5.3,1448,38.0,3.7
47170,경상북도 안동시,202601-202608,쇼핑,시장,39566,199.0,5.3,38112,195.0,96.3
47170,경상북도 안동시,202601-202608,음식,간이음식,269104,519.0,35.8,34923,187.0,13.0
47170,경상북도 안동시,202601-202608,음식,외국식,269104,519.0,35.8,10924,105.0,4.1
47170,경상북도 안동시,202601-202608,음식,음식점기타,269104,519.0,35.8,8028,90.0,3.0
47170,경상북도 안동시,202601-202608,음식,전문음식,269104,519.0,35.8,40450,201.0,15.0
47170,경상북도 안동시,202601-202608,음식,한식,269104,519.0,35.8,110383,332.0,41.0
47170,경상북도 안동시,202601-202608,음식,카페/찻집,269104,519.0,35.8,64396,254.0,23.9
47170,경상북도 안동시,202601-202608,숙박,호스텔,100059,316.0,13.3,2016,45.0,2.0
47170,경상북도 안동시,202601-202608,숙박,캠핑,100059,316.0,13.3,2550,50.0,2.5
47170,경상북도 안동시,202601-202608,숙박,호텔,100059,316.0,13.3,54688,234.0,54.7
47170,경상북도 안동시,202601-202608,숙박,펜션/민박,100059,316.0,13.3,6841,83.0,6.8
47170,경상북도 안동시,202601-202608,숙박,콘도미니엄,100059,316.0,13.3,1593,40.0,1.6
47170,경상북도 안동시,202601-202608,숙박,모텔,100059,316.0,13.3,31673,178.0,31.7
47170,경상북도 안동시,202601-202608,숙박,기타숙박,100059,316.0,13.3,698,26.0,0.7
47170,경상북도 안동시,202601-202608,기타관광,교통시설,101676,319.0,13.5,70690,266.0,69.5
47170,경상북도 안동시,202601-202608,기타관광,기타관광,101676,319.0,13.5,30986,176.0,30.5
47130,경상북도 경주시,202601-202608,자연관광,자연경관(하천/해양),116843,342.0,2.9,102225,320.0,87.5
47130,경상북도 경주시,202601-202608,자연관광,자연경관(산),116843,342.0,2.9,3232,57.0,2.8
47130,경상북도 경주시,202601-202608,자연관광,자연공원,116843,342.0,2.9,4171,65.0,3.6
47130,경상북도 경주시,202601-202608,자연관광,자연생태,116843,342.0,2.9,7215,85.0,6.2
47130,경상북도 경주시,202601-202608,역사관광,역사유적지,614644,784.0,15.1,388220,623.0,63.2
47130,경상북도 경주시,202601-202608,역사관광,역사유물,614644,784.0,15.1,6901,83.0,1.1
47130,경상북도 경주시,202601-202608,역사관광,종교성지,614644,784.0,15.1,219523,469.0,35.7
47130,경상북도 경주시,202601-202608,체험관광,공예체험,16418,128.0,0.4,999,32.0,6.1
47130,경상북도 경주시,202601-202608,체험관광,농/산/어촌체험,16418,128.0,0.4,2913,54.0,17.7
47130,경상북도 경주시,202601-202608,체험관광,웰니스관광,16418,128.0,0.4,2355,49.0,14.3
47130,경상북도 경주시,202601-202608,체험관광,체험관광기타,16418,128.0,0.4,10151,101.0,61.8
47130,경상북도 경주시,202601-202608,문화관광,복합관광시설,503678,710.0,12.4,53895,232.0,10.7
47130,경상북도 경주시,202601-202608,문화관광,테마공원,503678,710.0,12.4,162417,403.0,32.2
47130,경상북도 경주시,202601-202608,문화관광,레저스포츠시설,503678,710.0,12.4,14174,119.0,2.8
47130,경상북도 경주시,202601-202608,문화관광,공연시설,503678,710.0,12.4,17739,133.0,3.5
47130,경상북도 경주시,202601-202608,문화관광,전시시설,503678,710.0,12.4,198210,445.0,39.4
47130,경상북도 경주시,202601-202608,문화관광,랜드마크관광,503678,710.0,12.4,21230,146.0,4.2
47130,경상북도 경주시,202601-202608,문화관광,도시공원,503678,710.0,12.4,33066,182.0,6.6
47130,경상북도 경주시,202601-202608,문화관광,도시/지역문화관광,503678,710.0,12.4,29,5.0,0.0
47130,경상북도 경주시,202601-202608,문화관광,기타문화관광지,503678,710.0,12.4,2918,54.0,0.6
47130,경상북도 경주시,202601-202608,레저스포츠,육상레저스포츠,191326,437.0,4.7,156025,395.0,81.5
47130,경상북도 경주시,202601-202608,레저스포츠,수상레저스포츠,191326,437.0,4.7,1027,32.0,0.5
47130,경상북도 경주시,202601-202608,레저스포츠,기타레저스포츠,191326,437.0,4.7,34274,185.0,17.9
47130,경상북도 경주시,202601-202608,쇼핑,시장,70947,266.0,1.7,49918,223.0,70.4
47130,경상북도 경주시,202601-202608,쇼핑,전문매장/상가,70947,266.0,1.7,93,10.0,0.1
47130,경상북도 경주시,202601-202608,쇼핑,쇼핑몰,70947,266.0,1.7,20936,145.0,29.5
47130,경상북도 경주시,202601-202608,음식,카페/찻집,1538991,1241.0,37.7,366838,606.0,23.8
47130,경상북도 경주시,202601-202608,음식,간이음식,1538991,1241.0,37.7,215569,464.0,14.0
47130,경상북도 경주시,202601-202608,음식,외국식,1538991,1241.0,37.7,53969,232.0,3.5
47130,경상북도 경주시,202601-202608,음식,음식점기타,1538991,1241.0,37.7,113758,337.0,7.4
47130,경상북도 경주시,202601-202608,음식,전문음식,1538991,1241.0,37.7,165229,406.0,10.7
47130,경상북도 경주시,202601-202608,음식,한식,1538991,1241.0,37.7,623628,790.0,40.5
47130,경상북도 경주시,202601-202608,숙박,펜션/민박,707602,841.0,17.4,175180,419.0,24.8
47130,경상북도 경주시,202601-202608,숙박,캠핑,707602,841.0,17.4,21305,146.0,3.0
47130,경상북도 경주시,202601-202608,숙박,호텔,707602,841.0,17.4,252146,502.0,35.6
47130,경상북도 경주시,202601-202608,숙박,호스텔,707602,841.0,17.4,8932,95.0,1.3
47130,경상북도 경주시,202601-202608,숙박,콘도미니엄,707602,841.0,17.4,170089,412.0,24.0
47130,경상북도 경주시,202601-202608,숙박,모텔,707602,841.0,17.4,74722,273.0,10.6
47130,경상북도 경주시,202601-202608,숙박,기타숙박,707602,841.0,17.4,5228,72.0,0.7
47130,경상북도 경주시,202601-202608,기타관광,교통시설,317725,564.0,7.8,251300,501.0,79.1
47130,경상북도 경주시,202601-202608,기타관광,데이트코스,317725,564.0,7.8,456,21.0,0.1
47130,경상북도 경주시,202601-202608,기타관광,기타관광,317725,564.0,7.8,65969,257.0,20.8
44150,충청남도 공주시,202601-202608,자연관광,자연경관(산),19501,140.0,1.6,6189,79.0,31.7
44150,충청남도 공주시,202601-202608,자연관광,자연경관(하천/해양),19501,140.0,1.6,9087,95.0,46.6
44150,충청남도 공주시,202601-202608,자연관광,자연공원,19501,140.0,1.6,4225,65.0,21.7
44150,충청남도 공주시,202601-202608,역사관광,종교성지,248996,499.0,20.5,166011,407.0,66.7
44150,충청남도 공주시,202601-202608,역사관광,역사유물,248996,499.0,20.5,422,21.0,0.2
44150,충청남도 공주시,202601-202608,역사관광,역사유적지,248996,499.0,20.5,82563,287.0,33.2
44150,충청남도 공주시,202601-202608,체험관광,공예체험,11136,106.0,0.9,153,12.0,1.4
44150,충청남도 공주시,202601-202608,체험관광,농/산/어촌체험,11136,106.0,0.9,4339,66.0,39.0
44150,충청남도 공주시,202601-202608,체험관광,웰니스관광,11136,106.0,0.9,3533,59.0,31.7
44150,충청남도 공주시,202601-202608,체험관광,체험관광기타,11136,106.0,0.9,3111,56.0,27.9
44150,충청남도 공주시,202601-202608,문화관광,전시시설,111106,333.0,9.1,48337,220.0,43.5
