조회_SGG_CD,조회_지역,조회기간,BASE_YR,SIDO_CD,SGG_CD,SGG_NM,TYPE1,TYPE2,TYPE3,HSTG1,HSTG2
47170,경상북도 안동시,202501-202512,2018,47,47170,안동시,과거와 현재의 공존,휴양관광지,웰니스/힐링,역사관광,체험형
