조회_SGG_CD,조회_지역,조회기간,FROM_NM,TO_NM,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,한식,14187,119.0,9.5,7236,85.0,51.0
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,음식점기타,14187,119.0,9.5,101,10.0,0.7
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,전문음식,14187,119.0,9.5,1769,42.0,12.5
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,카페/찻집,14187,119.0,9.5,2776,53.0,19.6
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,간이음식,14187,119.0,9.5,1721,41.0,12.1
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 예천군,음식,외국식,14187,119.0,9.5,584,24.0,4.1
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,간이음식,6845,83.0,4.6,1035,32.0,15.1
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,외국식,6845,83.0,4.6,564,24.0,8.2
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,음식점기타,6845,83.0,4.6,136,12.0,2.0
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,전문음식,6845,83.0,4.6,977,31.0,14.3
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,카페/찻집,6845,83.0,4.6,1316,36.0,19.2
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,음식,한식,6845,83.0,4.6,2817,53.0,41.2
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영덕군,자연관광,자연경관(산),4775,69.0,3.2,109,10.0,2.3
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영덕군,자연관광,자연경관(하천/해양),4775,69.0,3.2,4639,68.0,97.2
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영덕군,자연관광,자연공원,4775,69.0,3.2,27,5.0,0.6
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,기타관광,교통시설,3311,58.0,2.2,3013,55.0,91.0
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영주시,기타관광,기타관광,3311,58.0,2.2,298,17.0,9.0
47170,경상북도 안동시,202601-202608,경상북도 안동시,대구광역시 동구,기타관광,교통시설,2511,50.0,1.7,2449,49.0,97.5
47170,경상북도 안동시,202601-202608,경상북도 안동시,대구광역시 동구,기타관광,기타관광,2511,50.0,1.7,62,8.0,2.5
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,한식,2504,50.0,1.7,1935,44.0,77.3
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,간이음식,2504,50.0,1.7,125,11.0,5.0
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,외국식,2504,50.0,1.7,58,8.0,2.3
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,음식점기타,2504,50.0,1.7,18,4.0,0.7
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,전문음식,2504,50.0,1.7,194,14.0,7.7
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 청송군,음식,카페/찻집,2504,50.0,1.7,174,13.0,6.9
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영덕군,음식,음식점기타,2400,49.0,1.6,57,8.0,2.4
47170,경상북도 안동시,202601-202608,경상북도 안동시,경상북도 영덕군,음식,전문음식,2400,49.0,1.6,1220,35.0,50.8
