조회_시도,조회기간,SIDO_CD,SGG_CD,ADONG_CD,SIDO_NM,SGG_NM,ADONG_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,NIGHT_CNSM_AMT,CNSM_AMT,RATE_NUM,RNK
52,2025,52,52750,52750370,전북특별자치도,임실군,삼계면,0,현지인,4787242.0,4787242.0,100.0,1
52,2025,52,52800,52800420,전북특별자치도,부안군,위도면,0,현지인,1017823.0,1017823.0,100.0,2
52,2025,52,52770,52770370,전북특별자치도,순창군,복흥면,0,현지인,605857.0,605857.0,100.0,3
52,2025,52,52800,52800410,전북특별자치도,부안군,줄포면,0,현지인,446161.0,446161.0,100.0,4
52,2025,52,52210,52210330,전북특별자치도,김제시,백산면,0,현지인,305346.0,305346.0,100.0,5
52,2025,52,52113,52113620,전북특별자치도,전주시 덕진구,호성동,0,현지인,5793.0,5793.0,100.0,6
52,2025,52,52180,52180340,전북특별자치도,정읍시,고부면,0,현지인,7485153.0,8237780.0,90.86,7
52,2025,52,52750,52750390,전북특별자치도,임실군,강진면,0,현지인,158298.0,178747.0,88.56,8
52,2025,52,52710,52710330,전북특별자치도,완주군,이서면,0,현지인,23234475.0,28651668.0,81.09,9
52,2025,52,52190,52190470,전북특별자치도,남원시,인월면,0,현지인,6592665.0,8248763.0,79.92,10
52,2025,52,52111,52111904,전북특별자치도,전주시 완산구,중화산동,1,외지인,329723.0,329723.0,100.0,1
52,2025,52,52111,52111906,전북특별자치도,전주시 완산구,효자동,1,외지인,1119204.0,1388380.0,80.61,2
52,2025,52,52130,52130701,전북특별자치도,군산시,나운1동,1,외지인,4252515962.0,7706873551.0,55.18,3
52,2025,52,52113,52113612,전북특별자치도,전주시 덕진구,우아2동,1,외지인,18943534618.0,36158156215.0,52.39,4
52,2025,52,52140,52140647,전북특별자치도,익산시,영등2동,1,외지인,10502381467.0,20976772832.0,50.07,5
52,2025,52,52111,52111672,전북특별자치도,전주시 완산구,중화산2동,1,외지인,17605888666.0,35461875576.0,49.65,6
52,2025,52,52130,52130703,전북특별자치도,군산시,나운3동,1,외지인,13350307213.0,27177788934.0,49.12,7
52,2025,52,52111,52111671,전북특별자치도,전주시 완산구,중화산1동,1,외지인,8402302573.0,17134234072.0,49.04,8
52,2025,52,52111,52111702,전북특별자치도,전주시 완산구,삼천2동,1,외지인,4052730061.0,8292469589.0,48.87,9
52,2025,52,52113,52113641,전북특별자치도,전주시 덕진구,송천1동,1,외지인,18581599566.0,38178073100.0,48.67,10
52,2025,52,52130,52130400,전북특별자치도,군산시,옥서면,2,외국인,1492375337.0,2314603990.0,64.48,1
52,2025,52,52140,52140560,전북특별자치도,익산시,인화동,2,외국인,62458177.0,97265099.0,64.21,2
52,2025,52,52710,52710390,전북특별자치도,완주군,화산면,2,외국인,4796000.0,7538438.0,63.62,3
52,2025,52,52111,52111702,전북특별자치도,전주시 완산구,삼천2동,2,외국인,29032382.0,48908064.0,59.36,4
52,2025,52,52130,52130702,전북특별자치도,군산시,나운2동,2,외국인,109185226.0,194102601.0,56.25,5
52,2025,52,52130,52130690,전북특별자치도,군산시,수송동,2,외국인,3183291985.0,5711665391.0,55.73,6
52,2025,52,52140,52140620,전북특별자치도,익산시,송학동,2,외국인,66774910.0,123451423.0,54.09,7
52,2025,52,52710,52710330,전북특별자치도,완주군,이서면,2,외국인,147739004.0,280983365.0,52.58,8
52,2025,52,52190,52190310,전북특별자치도,남원시,주천면,2,외국인,12652600.0,24103927.0,52.49,9
52,2025,52,52130,52130530,전북특별자치도,군산시,월명동,2,외국인,248013434.0,479827890.0,51.69,10
52,2025,52,52111,52111904,전북특별자치도,전주시 완산구,중화산동,3,내국인,329723.0,329723.0,100.0,1
52,2025,52,52111,52111906,전북특별자치도,전주시 완산구,효자동,3,내국인,1119204.0,1388380.0,80.61,2
52,2025,52,52113,52113612,전북특별자치도,전주시 덕진구,우아2동,3,내국인,19187709920.0,36624085746.0,52.39,3
52,2025,52,52130,52130701,전북특별자치도,군산시,나운1동,3,내국인,4392731696.0,8480117529.0,51.8,4
52,2025,52,52111,52111671,전북특별자치도,전주시 완산구,중화산1동,3,내국인,8646394037.0,17442859035.0,49.57,5
52,2025,52,52140,52140647,전북특별자치도,익산시,영등2동,3,내국인,10802158139.0,22137883764.0,48.79,6
52,2025,52,52130,52130703,전북특별자치도,군산시,나운3동,3,내국인,13892737276.0,28515867449.0,48.72,7
52,2025,52,52111,52111672,전북특별자치도,전주시 완산구,중화산2동,3,내국인,17803479238.0,36582001265.0,48.67,8
52,2025,52,52113,52113641,전북특별자치도,전주시 덕진구,송천1동,3,내국인,18656268479.0,38594879480.0,48.34,9
52,2025,52,52710,52710370,전북특별자치도,완주군,비봉면,3,내국인,158200460.0,327250589.0,48.34,10
43,2024_1-8,43,43760,43760390,충청북도,괴산군,사리면,0,현지인,330605.0,330605.0,100.0,1
43,2024_1-8,43,43740,43740335,충청북도,영동군,추풍령면,0,현지인,203745.0,203745.0,100.0,2
43,2024_1-8,43,43720,43720385,충청북도,보은군,회인면,0,현지인,998391.0,1091815.0,91.44,3
43,2024_1-8,43,43760,43760410,충청북도,괴산군,불정면,0,현지인,106328.0,116454.0,91.3,4
43,2024_1-8,43,43760,43760350,충청북도,괴산군,문광면,0,현지인,232653.0,268687.0,86.59,5
43,2024_1-8,43,43720,43720360,충청북도,보은군,수한면,0,현지인,672680.0,798258.0,84.27,6
43,2024_1-8,43,43113,43113700,충청북도,청주시 흥덕구,운천.신봉동,0,현지인,35741107.0,48891333.0,73.1,7
43,2024_1-8,43,43114,43114510,충청북도,청주시 청원구,우암동,0,현지인,109961352.0,154379455.0,71.23,8
43,2024_1-8,43,43740,43740310,충청북도,영동군,용산면,0,현지인,2308033.0,3394872.0,67.99,9
43,2024_1-8,43,43800,43800360,충청북도,단양군,단성면,0,현지인,1171541.0,1741251.0,67.28,10
43,2024_1-8,43,43130,43130630,충청북도,충주시,연수동,1,외지인,11948241637.0,20560317119.0,58.11,1
43,2024_1-8,43,43111,43111720,충청북도,청주시 상당구,용암1동,1,외지인,43285406495.0,80442112731.0,53.81,2
43,2024_1-8,43,43130,43130560,충청북도,충주시,지현동,1,외지인,630948250.0,1181045379.0,53.42,3
43,2024_1-8,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,1,외지인,10653314758.0,20198031026.0,52.74,4
43,2024_1-8,43,43130,43130550,충청북도,충주시,용산동,1,외지인,1699051389.0,3229272319.0,52.61,5
43,2024_1-8,43,43112,43112530,충청북도,청주시 서원구,사창동,1,외지인,25998678609.0,50216496829.0,51.77,6
43,2024_1-8,43,43130,43130610,충청북도,충주시,봉방동,1,외지인,4232741056.0,8183934974.0,51.72,7
43,2024_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,1,외지인,56269932636.0,116364142274.0,48.36,8
43,2024_1-8,43,43111,43111680,충청북도,청주시 상당구,금천동,1,외지인,7829557123.0,16692948772.0,46.9,9
43,2024_1-8,43,43112,43112580,충청북도,청주시 서원구,수곡2동,1,외지인,2649028544.0,5774681653.0,45.87,10
43,2024_1-8,43,43130,43130335,충청북도,충주시,대소원면,2,외국인,259420986.0,402102606.0,64.52,1
43,2024_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,2,외국인,158685950.0,255519683.0,62.1,2
43,2024_1-8,43,43111,43111620,충청북도,청주시 상당구,탑대성동,2,외국인,4527512.0,7589741.0,59.65,3
43,2024_1-8,43,43720,43720385,충청북도,보은군,회인면,2,외국인,268000.0,479000.0,55.95,4
43,2024_1-8,43,43720,43720390,충청북도,보은군,내북면,2,외국인,112000.0,201360.0,55.62,5
43,2024_1-8,43,43720,43720360,충청북도,보은군,수한면,2,외국인,422000.0,759911.0,55.53,6
43,2024_1-8,43,43750,43750370,충청북도,진천군,광혜원면,2,외국인,56655621.0,105065888.0,53.92,7
43,2024_1-8,43,43130,43130630,충청북도,충주시,연수동,2,외국인,80691544.0,150711025.0,53.54,8
43,2024_1-8,43,43130,43130560,충청북도,충주시,지현동,2,외국인,3724099.0,6997533.0,53.22,9
43,2024_1-8,43,43770,43770330,충청북도,음성군,맹동면,2,외국인,200654784.0,379835975.0,52.83,10
43,2024_1-8,43,43130,43130630,충청북도,충주시,연수동,3,내국인,12397796080.0,21557552562.0,57.51,1
43,2024_1-8,43,43111,43111720,충청북도,청주시 상당구,용암1동,3,내국인,44055421763.0,82114905504.0,53.65,2
43,2024_1-8,43,43130,43130560,충청북도,충주시,지현동,3,내국인,631590808.0,1186845832.0,53.22,3
43,2024_1-8,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,3,내국인,10768762231.0,20647151102.0,52.16,4
43,2024_1-8,43,43112,43112530,충청북도,청주시 서원구,사창동,3,내국인,26112865866.0,50480623795.0,51.73,5
43,2024_1-8,43,43130,43130550,충청북도,충주시,용산동,3,내국인,1730295634.0,3345814412.0,51.72,6
43,2024_1-8,43,43130,43130610,충청북도,충주시,봉방동,3,내국인,4435955239.0,8607170734.0,51.54,7
43,2024_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,3,내국인,57022405613.0,119340410018.0,47.78,8
43,2024_1-8,43,43111,43111680,충청북도,청주시 상당구,금천동,3,내국인,7915026244.0,16929923313.0,46.75,9
43,2024_1-8,43,43112,43112580,충청북도,청주시 서원구,수곡2동,3,내국인,2700106699.0,5923423106.0,45.58,10
43,2026_1-8,43,43730,43730350,충청북도,옥천군,청산면,0,현지인,588099.0,588099.0,100.0,1
43,2026_1-8,43,43720,43720390,충청북도,보은군,내북면,0,현지인,308455.0,308455.0,100.0,2
43,2026_1-8,43,43720,43720360,충청북도,보은군,수한면,0,현지인,223042.0,232297.0,96.02,3
43,2026_1-8,43,43740,43740310,충청북도,영동군,용산면,0,현지인,2897507.0,3899639.0,74.3,4
43,2026_1-8,43,43114,43114510,충청북도,청주시 청원구,우암동,0,현지인,130898162.0,188048271.0,69.61,5
43,2026_1-8,43,43800,43800350,충청북도,단양군,적성면,0,현지인,20804769.0,30239159.0,68.8,6
43,2026_1-8,43,43113,43113310,충청북도,청주시 흥덕구,강내면,0,현지인,5600311.0,8886677.0,63.02,7
43,2026_1-8,43,43130,43130400,충청북도,충주시,동량면,0,현지인,36976425.0,58824484.0,62.86,8
43,2026_1-8,43,43150,43150380,충청북도,제천시,송학면,0,현지인,32061868.0,56595123.0,56.65,9
43,2026_1-8,43,43130,43130430,충청북도,충주시,소태면,0,현지인,349241.0,616649.0,56.64,10
43,2026_1-8,43,43130,43130630,충청북도,충주시,연수동,1,외지인,10645920125.0,18829502057.0,56.54,1
43,2026_1-8,43,43130,43130560,충청북도,충주시,지현동,1,외지인,632661572.0,1204838721.0,52.51,2
43,2026_1-8,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,1,외지인,10505380968.0,20031851348.0,52.44,3
43,2026_1-8,43,43130,43130550,충청북도,충주시,용산동,1,외지인,1749974148.0,3504556384.0,49.93,4
43,2026_1-8,43,43111,43111720,충청북도,청주시 상당구,용암1동,1,외지인,37266533553.0,75707119691.0,49.22,5
43,2026_1-8,43,43112,43112530,충청북도,청주시 서원구,사창동,1,외지인,22417715010.0,46791707119.0,47.91,6
43,2026_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,1,외지인,48628611146.0,102940242287.0,47.24,7
43,2026_1-8,43,43750,43750320,충청북도,진천군,초평면,1,외지인,4212016057.0,8963233499.0,46.99,8
43,2026_1-8,43,43130,43130610,충청북도,충주시,봉방동,1,외지인,3987495124.0,8598172610.0,46.38,9
43,2026_1-8,43,43111,43111525,충청북도,청주시 상당구,중앙동,1,외지인,15602600864.0,34538630038.0,45.17,10
43,2026_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,2,외국인,502483373.0,699946174.0,71.79,1
43,2026_1-8,43,43114,43114520,충청북도,청주시 청원구,내덕1동,2,외국인,85895395.0,132087674.0,65.03,2
43,2026_1-8,43,43770,43770330,충청북도,음성군,맹동면,2,외국인,335120594.0,522835391.0,64.1,3
43,2026_1-8,43,43130,43130335,충청북도,충주시,대소원면,2,외국인,365346657.0,586162782.0,62.33,4
43,2026_1-8,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,2,외국인,136412874.0,232698196.0,58.62,5
43,2026_1-8,43,43720,43720325,충청북도,보은군,장안면,2,외국인,1189040.0,2050240.0,58.0,6
43,2026_1-8,43,43770,43770360,충청북도,음성군,생극면,2,외국인,17196516.0,30532063.0,56.32,7
43,2026_1-8,43,43750,43750253,충청북도,진천군,덕산읍,2,외국인,97761336.0,180123480.0,54.27,8
43,2026_1-8,43,43114,43114253,충청북도,청주시 청원구,오창읍,2,외국인,1350862266.0,2559751875.0,52.77,9
43,2026_1-8,43,43770,43770253,충청북도,음성군,금왕읍,2,외국인,91840046.0,179912954.0,51.05,10
43,2026_1-8,43,43130,43130630,충청북도,충주시,연수동,3,내국인,11053883502.0,19847377297.0,55.69,1
43,2026_1-8,43,43130,43130560,충청북도,충주시,지현동,3,내국인,634292596.0,1214271251.0,52.24,2
43,2026_1-8,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,3,내국인,10587116305.0,20332281801.0,52.07,3
43,2026_1-8,43,43130,43130550,충청북도,충주시,용산동,3,내국인,1750136046.0,3510166435.0,49.86,4
43,2026_1-8,43,43111,43111720,충청북도,청주시 상당구,용암1동,3,내국인,37910898434.0,77238238035.0,49.08,5
43,2026_1-8,43,43112,43112530,충청북도,청주시 서원구,사창동,3,내국인,22500592639.0,47025472598.0,47.85,6
43,2026_1-8,43,43750,43750320,충청북도,진천군,초평면,3,내국인,4217202276.0,9000655702.0,46.85,7
43,2026_1-8,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,3,내국인,48997237321.0,104830514330.0,46.74,8
43,2026_1-8,43,43130,43130610,충청북도,충주시,봉방동,3,내국인,4174707293.0,9159104728.0,45.58,9
43,2026_1-8,43,43111,43111525,충청북도,청주시 상당구,중앙동,3,내국인,15631629909.0,34658127719.0,45.1,10
43,2025,43,43720,43720360,충청북도,보은군,수한면,0,현지인,729933.0,729933.0,100.0,1
43,2025,43,43740,43740335,충청북도,영동군,추풍령면,0,현지인,207328.0,207328.0,100.0,2
43,2025,43,43150,43150340,충청북도,제천시,덕산면,0,현지인,49478.0,60859.0,81.3,3
43,2025,43,43730,43730350,충청북도,옥천군,청산면,0,현지인,1137851.0,1422332.0,80.0,4
43,2025,43,43113,43113700,충청북도,청주시 흥덕구,운천.신봉동,0,현지인,51140655.0,69308046.0,73.79,5
43,2025,43,43750,43750253,충청북도,진천군,덕산읍,0,현지인,133136087.0,192202150.0,69.27,6
43,2025,43,43114,43114510,충청북도,청주시 청원구,우암동,0,현지인,187083355.0,283407649.0,66.01,7
43,2025,43,43150,43150380,충청북도,제천시,송학면,0,현지인,82439110.0,126021741.0,65.42,8
43,2025,43,43750,43750370,충청북도,진천군,광혜원면,0,현지인,83544801.0,133172234.0,62.73,9
43,2025,43,43130,43130400,충청북도,충주시,동량면,0,현지인,75743444.0,146466927.0,51.71,10
43,2025,43,43130,43130630,충청북도,충주시,연수동,1,외지인,16976839606.0,29186645900.0,58.17,1
43,2025,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,1,외지인,16781769922.0,31126153152.0,53.92,2
43,2025,43,43130,43130550,충청북도,충주시,용산동,1,외지인,2475669337.0,4761086632.0,52.0,3
43,2025,43,43111,43111720,충청북도,청주시 상당구,용암1동,1,외지인,58636941499.0,113170620676.0,51.81,4
43,2025,43,43130,43130560,충청북도,충주시,지현동,1,외지인,858989609.0,1679755311.0,51.14,5
43,2025,43,43750,43750320,충청북도,진천군,초평면,1,외지인,6886073557.0,13659047251.0,50.41,6
43,2025,43,43130,43130610,충청북도,충주시,봉방동,1,외지인,6335249086.0,12635403644.0,50.14,7
43,2025,43,43112,43112530,충청북도,청주시 서원구,사창동,1,외지인,34638417259.0,71052930615.0,48.75,8
43,2025,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,1,외지인,78624175602.0,165646393522.0,47.47,9
43,2025,43,43111,43111680,충청북도,청주시 상당구,금천동,1,외지인,11387076083.0,25648295582.0,44.4,10
43,2025,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,2,외국인,483196207.0,746754297.0,64.71,1
43,2025,43,43720,43720325,충청북도,보은군,장안면,2,외국인,2043950.0,3457650.0,59.11,2
43,2025,43,43130,43130335,충청북도,충주시,대소원면,2,외국인,426797304.0,735696361.0,58.01,3
43,2025,43,43114,43114520,충청북도,청주시 청원구,내덕1동,2,외국인,81542573.0,142142583.0,57.37,4
43,2025,43,43130,43130610,충청북도,충주시,봉방동,2,외국인,81589362.0,152858560.0,53.38,5
43,2025,43,43114,43114253,충청북도,청주시 청원구,오창읍,2,외국인,1591829156.0,3017533777.0,52.75,6
43,2025,43,43150,43150518,충청북도,제천시,의림지동,2,외국인,80032210.0,153493050.0,52.14,7
43,2025,43,43770,43770330,충청북도,음성군,맹동면,2,외국인,229767547.0,441262398.0,52.07,8
43,2025,43,43750,43750370,충청북도,진천군,광혜원면,2,외국인,89650063.0,172501341.0,51.97,9
43,2025,43,43112,43112580,충청북도,청주시 서원구,수곡2동,2,외국인,9441680.0,18510047.0,51.01,10
43,2025,43,43130,43130630,충청북도,충주시,연수동,3,내국인,17623403007.0,30712830703.0,57.38,1
43,2025,43,43113,43113742,충청북도,청주시 흥덕구,복대2동,3,내국인,16924744849.0,31642769497.0,53.49,2
43,2025,43,43111,43111720,충청북도,청주시 상당구,용암1동,3,내국인,59597281510.0,115367801930.0,51.66,3
43,2025,43,43130,43130550,충청북도,충주시,용산동,3,내국인,2486333226.0,4858706174.0,51.17,4
43,2025,43,43130,43130560,충청북도,충주시,지현동,3,내국인,861758120.0,1692759958.0,50.91,5
43,2025,43,43750,43750320,충청북도,진천군,초평면,3,내국인,6895427837.0,13728014757.0,50.23,6
43,2025,43,43130,43130610,충청북도,충주시,봉방동,3,내국인,6732281721.0,13722990026.0,49.06,7
43,2025,43,43112,43112530,충청북도,청주시 서원구,사창동,3,내국인,34755262988.0,71371311919.0,48.7,8
43,2025,43,43114,43114540,충청북도,청주시 청원구,율량.사천동,3,내국인,79333545722.0,168888685343.0,46.97,9
43,2025,43,43111,43111680,충청북도,청주시 상당구,금천동,3,내국인,11414403221.0,25880308951.0,44.1,10
