조회_SGG_CD,조회_지역,조회기간,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
47170,경상북도 안동시,202401-202408,쇼핑업,대형쇼핑몰,258363.0,16074.0,24.4,48205.0,6943.0,18.7
47170,경상북도 안동시,202401-202408,쇼핑업,레저용품쇼핑,258363.0,16074.0,24.4,18936.0,4352.0,7.3
47170,경상북도 안동시,202401-202408,쇼핑업,기타관광쇼핑,258363.0,16074.0,24.4,191221.0,13828.0,74.0
47170,경상북도 안동시,202401-202408,숙박업,호텔,127738.0,11302.0,12.0,29547.0,5436.0,23.1
47170,경상북도 안동시,202401-202408,숙박업,기타숙박,127738.0,11302.0,12.0,97868.0,9893.0,76.6
47170,경상북도 안동시,202401-202408,숙박업,캠핑장/펜션,127738.0,11302.0,12.0,324.0,569.0,0.3
47170,경상북도 안동시,202401-202408,식음료업,일반외식업,447451.0,21153.0,42.2,368997.0,19209.0,82.5
47170,경상북도 안동시,202401-202408,식음료업,제과음료업,447451.0,21153.0,42.2,78454.0,8857.0,17.5
47170,경상북도 안동시,202401-202408,여가서비스업,골프장,89716.0,9472.0,8.5,29544.0,5435.0,32.9
47170,경상북도 안동시,202401-202408,여가서비스업,기타레저,89716.0,9472.0,8.5,43984.0,6632.0,49.0
47170,경상북도 안동시,202401-202408,여가서비스업,문화서비스,89716.0,9472.0,8.5,16171.0,4021.0,18.0
47170,경상북도 안동시,202401-202408,여가서비스업,관광유원시설,89716.0,9472.0,8.5,17.0,130.0,0.0
47170,경상북도 안동시,202401-202408,여행업,여행업,225.0,474.0,0.0,225.0,474.0,100.0
47170,경상북도 안동시,202401-202408,운송업,육상운송,69763.0,8352.0,6.6,65894.0,8118.0,94.5
47170,경상북도 안동시,202401-202408,운송업,렌터카,69763.0,8352.0,6.6,3869.0,1967.0,5.5
47170,경상북도 안동시,202401-202408,의료웰니스업,의료관광,67293.0,8203.0,6.3,39136.0,6256.0,58.2
47170,경상북도 안동시,202401-202408,의료웰니스업,뷰티,67293.0,8203.0,6.3,28157.0,5306.0,41.8
47130,경상북도 경주시,202401-202408,쇼핑업,대형쇼핑몰,1700895.0,41242.0,17.2,29098.0,5394.0,1.7
47130,경상북도 경주시,202401-202408,쇼핑업,레저용품쇼핑,1700895.0,41242.0,17.2,106535.0,10322.0,6.3
47130,경상북도 경주시,202401-202408,쇼핑업,기타관광쇼핑,1700895.0,41242.0,17.2,1565262.0,39563.0,92.0
47130,경상북도 경주시,202401-202408,숙박업,호텔,2690763.0,51873.0,27.2,1986457.0,44570.0,73.8
47130,경상북도 경주시,202401-202408,숙박업,콘도,2690763.0,51873.0,27.2,76089.0,8723.0,2.8
