도시,순위,장소명,데이터랩_분류,분류,검색건수,출처,조사일
문경시,2,STX문경리조트,콘도미니엄,숙박,22083,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,3,문경에코월드,테마공원,체험·문화·레저,21559,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,4,문경종합온천,웰니스관광,체험·문화·레저,19147,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,5,점촌시외고속터미널,교통시설,교통·기타,18448,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,6,문경GC,육상레저스포츠,체험·문화·레저,11821,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,7,봉명산출렁다리,기타관광,교통·기타,11425,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,8,문경오미자테마터널,기타관광,교통·기타,11327,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,9,점촌역,교통시설,교통·기타,9176,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,10,문경역,교통시설,교통·기타,6386,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,11,문경철로자전거진남역,기타관광,교통·기타,6156,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,12,문경시외버스터미널,교통시설,교통·기타,5941,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,13,문경새재오픈세트장,기타문화관광지,체험·문화·레저,5849,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,14,문희농원,농/산/어촌체험,교통·기타,5633,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,15,문경사과축제,기타문화관광지,체험·문화·레저,5600,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,16,대야산자연휴양림,자연공원,명소(자연·역사),5583,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,17,문경새재리조트,콘도미니엄,숙박,5500,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,18,문경전통시장,시장,쇼핑·시장,5028,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,19,문경야구장,레저스포츠시설,체험·문화·레저,4475,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,20,영강체육공원,도시공원,명소(자연·역사),4404,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,21,가은아자개장터,시장,쇼핑·시장,4341,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,22,페트로호텔,호텔,숙박,4325,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,23,문경석탄박물관,전시시설,체험·문화·레저,4261,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,24,가은역폐역,교통시설,교통·기타,4036,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,25,아리랑호텔,모텔,숙박,3207,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,26,김룡사,종교성지,명소(자연·역사),3078,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,27,봉암사,종교성지,명소(자연·역사),2897,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,28,문경관광사격장,육상레저스포츠,체험·문화·레저,2880,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,29,쌍룡계곡,자연경관(산),명소(자연·역사),2692,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,30,스테이201호텔,모텔,숙박,2532,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,31,문경중앙시장,시장,쇼핑·시장,2465,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,32,고모산성,역사유적지,명소(자연·역사),2331,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,33,봉천사,종교성지,명소(자연·역사),2285,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,34,선유동계곡,자연경관(산),명소(자연·역사),2117,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,35,문경도자기박물관,전시시설,체험·문화·레저,2114,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,36,대승사,종교성지,명소(자연·역사),2098,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,37,진남교반,기타관광,교통·기타,2059,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,38,성보촌유스호스텔,호스텔,숙박,1976,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,39,비앤비모텔,모텔,숙박,1928,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,40,더브릿지호텔,모텔,숙박,1898,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,41,점촌전통시장,시장,쇼핑·시장,1744,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,42,불정자연휴양림,자연공원,명소(자연·역사),1735,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,43,문경자연생태박물관,전시시설,체험·문화·레저,1712,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,44,스위트호텔,모텔,숙박,1700,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,45,문경파크골프장,육상레저스포츠,체험·문화·레저,1644,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,46,대야산,자연경관(산),명소(자연·역사),1629,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,47,새재리아리조트,콘도미니엄,숙박,1548,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,48,정토수련원,육상레저스포츠,체험·문화·레저,1528,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,49,문경관광호텔,호텔,숙박,1499,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,50,가은오픈세트장,기타문화관광지,체험·문화·레저,1456,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,51,에이스모텔,모텔,숙박,1453,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,52,문경새재제1관문주흘관,역사유적지,명소(자연·역사),1437,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,53,봉천사개미취,기타관광,교통·기타,1378,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,54,호텔이너스,모텔,숙박,1328,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,55,불정역폐역,교통시설,교통·기타,1283,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,56,시티호텔,모텔,숙박,1270,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,57,에이치에비뉴문경점촌점,모텔,숙박,1195,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,58,문경수예리오토캠핑장,캠핑,숙박,1162,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,59,돌리네습지,기타관광,교통·기타,1131,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,60,더베스트호텔,모텔,숙박,1117,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,61,문경오미자테마공원,도시공원,명소(자연·역사),1012,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,62,사우정펜션,펜션/민박,숙박,977,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,63,문경활공랜드 패러글라이딩,항공레저스포츠,교통·기타,976,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,64,봉천사개미취축제,기타문화관광지,체험·문화·레저,971,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,65,문경새재국민여가캠핑장,캠핑,숙박,948,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,66,W모텔,모텔,숙박,939,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,67,마원성지,역사유적지,명소(자연·역사),928,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,68,짚라인문경지점,기타레저스포츠,체험·문화·레저,924,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,69,문경오미자축제,기타문화관광지,체험·문화·레저,862,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,70,리우캠핑장,캠핑,숙박,861,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,71,문경철로자전거구랑리역,기타관광,교통·기타,844,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,72,온천호텔문경,모텔,숙박,836,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,73,문경찻사발축제,기타문화관광지,체험·문화·레저,834,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,74,하늘재,기타관광,교통·기타,830,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,75,더모스트풀빌라펜션,펜션/민박,숙박,824,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,76,문경온천족욕장,기타레저스포츠,체험·문화·레저,783,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,77,영신숲공원,도시공원,명소(자연·역사),773,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,78,용추계곡,자연경관(산),명소(자연·역사),750,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,79,문경단산관광모노레일휴장중(2026년08월09일 개장예정),기타관광,교통·기타,740,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,80,휴온천무인텔,모텔,숙박,732,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,81,미산가족오토캠핑장,캠핑,숙박,682,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,82,옛길박물관,전시시설,체험·문화·레저,669,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,83,숲이조아오토캠핑장,캠핑,숙박,665,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,84,문경그랜드리조트,콘도미니엄,숙박,654,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,85,경천저수지,자연경관(하천/해양),명소(자연·역사),644,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,86,천주사,종교성지,명소(자연·역사),617,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,87,문경새재야외공연장,공연시설,체험·문화·레저,612,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,88,모전공원,도시공원,명소(자연·역사),608,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,89,주암정,역사유적지,명소(자연·역사),606,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,90,월복사,종교성지,명소(자연·역사),588,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,91,영강출렁다리,기타관광,교통·기타,575,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,92,소풍모텔,모텔,숙박,557,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,93,문경또또캠핑장,캠핑,숙박,527,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,94,돌다리낚시터,수상레저스포츠,체험·문화·레저,526,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,95,새재스머프마을,펜션/민박,숙박,524,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,96,문경호텔,모텔,숙박,507,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,97,대야산장,기타숙박,교통·기타,499,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,98,문경새재어드벤처파크,기타레저스포츠,체험·문화·레저,483,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,99,문경산악바이크,기타레저스포츠,체험·문화·레저,477,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
문경시,100,진남역폐역,교통시설,교통·기타,472,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,1,활옥동굴,자연생태,교통·기타,58171,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,2,대영힐스CC,육상레저스포츠,체험·문화·레저,43279,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,3,충주공용버스터미널,교통시설,교통·기타,41662,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,4,올데이CC,육상레저스포츠,체험·문화·레저,40071,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,5,임페리얼레이크CC,육상레저스포츠,체험·문화·레저,33686,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,6,대영베이스CC,육상레저스포츠,체험·문화·레저,30945,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,7,시그너스CC,육상레저스포츠,체험·문화·레저,30437,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,8,로얄포레CC,육상레저스포츠,체험·문화·레저,30054,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,9,센테리움CC,육상레저스포츠,체험·문화·레저,29963,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,10,동촌GC,육상레저스포츠,체험·문화·레저,29903,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,11,중앙탑공원,도시공원,명소(자연·역사),28548,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,12,중원GC,육상레저스포츠,체험·문화·레저,25090,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,13,킹스데일골프클럽,육상레저스포츠,체험·문화·레저,24615,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,14,일레븐CC,육상레저스포츠,체험·문화·레저,23695,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,15,스타CC,육상레저스포츠,체험·문화·레저,22261,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,16,세일CC,육상레저스포츠,체험·문화·레저,21517,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,17,충주역,교통시설,교통·기타,20686,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,18,수안보온천랜드,웰니스관광,체험·문화·레저,16960,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,19,수안보상록호텔,호텔,숙박,16025,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,20,능암온천랜드,웰니스관광,체험·문화·레저,15878,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,21,무학시장,시장,쇼핑·시장,15042,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,22,수주팔봉,자연경관(산),명소(자연·역사),14569,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,23,탄금대공원,도시공원,명소(자연·역사),13971,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,24,켄싱턴리조트충주,콘도미니엄,숙박,12585,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,25,충주호선착장,교통시설,교통·기타,11808,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,26,충주자유시장,시장,쇼핑·시장,11511,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,27,앙성탄산온천,웰니스관광,체험·문화·레저,10155,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,28,수안보관광안내소,기타관광,교통·기타,9522,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,29,수주팔봉야영지,캠핑,숙박,9276,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,30,충주아쿠아리움,테마공원,체험·문화·레저,8949,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,31,수안보파크호텔,호텔,숙박,8638,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,32,충주댐맑음전망대,랜드마크관광,명소(자연·역사),8632,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,33,목계솔밭캠핑장,캠핑,숙박,8170,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,34,라마다바이윈덤수안보호텔,호텔,숙박,7431,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,35,충주탄금공원,도시공원,명소(자연·역사),6857,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,36,주덕역,교통시설,교통·기타,6440,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,37,충주라바랜드,테마공원,체험·문화·레저,6308,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,38,호텔더베이스,호텔,숙박,6101,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,39,악어봉,자연경관(산),명소(자연·역사),6083,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,40,석종사,종교성지,명소(자연·역사),5969,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,41,충주체력단련장,육상레저스포츠,체험·문화·레저,5891,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,42,모다아울렛충주점,쇼핑몰,쇼핑·시장,5847,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,43,삼탄유원지,복합관광시설,체험·문화·레저,5052,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,44,캠핑808,캠핑,숙박,4960,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,45,보훈휴양원,콘도미니엄,숙박,4931,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,46,수호텔,모텔,숙박,4498,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,47,CGV충주교현,공연시설,체험·문화·레저,4497,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,48,낙천탕,웰니스관광,체험·문화·레저,4250,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,49,충주시농수산물도매시장,시장,쇼핑·시장,4169,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,50,충주탄금호국제조정경기장,수상레저스포츠,체험·문화·레저,4029,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,51,종댕이길,기타레저스포츠,체험·문화·레저,3988,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,52,계명산자연휴양림,자연공원,명소(자연·역사),3845,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,53,수안보온천족욕체험장,기타레저스포츠,체험·문화·레저,3662,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,54,충주고구려비전시관,전시시설,체험·문화·레저,3547,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,55,충주댐물문화관,기타문화관광지,체험·문화·레저,3473,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
