도시,순위,장소명,데이터랩_분류,분류,검색건수,출처,조사일
충주시,56,국립충주기상과학관,전시시설,체험·문화·레저,3458,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,57,바라안호텔,모텔,숙박,3423,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,58,충주탄금대,역사유적지,명소(자연·역사),3414,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,59,유원재,호텔,숙박,3371,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,60,충주댐벚꽃길,기타관광,교통·기타,3234,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,61,농협보험수련원수안보수련원,육상레저스포츠,체험·문화·레저,3052,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,62,수안보스파호텔,호텔,숙박,3006,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,63,충주고구려천문과학관,전시시설,체험·문화·레저,2979,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,64,브라운도트호텔충주역점,호텔,숙박,2904,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,65,미륵대원지,역사유적지,명소(자연·역사),2891,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,66,문성자연휴양림,자연공원,명소(자연·역사),2856,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,67,어반브라운호텔,모텔,숙박,2829,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,68,마리호텔,모텔,숙박,2748,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,69,호암지,자연경관(하천/해양),명소(자연·역사),2670,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,70,우륵대교노지캠핑장,캠핑,숙박,2648,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,71,봉황자연휴양림,자연공원,명소(자연·역사),2564,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,72,문강유황온천관광호텔,호텔,숙박,2560,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,73,수안보온천힐링호텔,호텔,숙박,2529,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,74,우림정원,테마공원,체험·문화·레저,2454,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,75,브라운도트호텔충주시청점,호텔,숙박,2380,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,76,더반호텔,호텔,숙박,2344,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,77,목계나루터,기타관광,교통·기타,2297,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,78,충주박물관,전시시설,체험·문화·레저,2255,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,79,충주호관광선충주나루,교통시설,교통·기타,2113,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,80,메가박스충주연수,공연시설,체험·문화·레저,2105,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,81,스크린호텔,호텔,숙박,2099,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,82,충주온천사우나,웰니스관광,체험·문화·레저,2066,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,83,충주그랜드관광호텔,호텔,숙박,2041,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,84,충주역,교통시설,교통·기타,2038,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,85,동행호텔,모텔,숙박,2037,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,86,호텔마루충주역점,모텔,숙박,1958,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,87,퀸스타운오토캠핑장,캠핑,숙박,1942,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,88,마제양어장,농/산/어촌체험,교통·기타,1926,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,89,리몬스온천호텔,호텔,숙박,1899,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,90,비내섬,자연경관(하천/해양),명소(자연·역사),1894,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,91,헤라모텔,모텔,숙박,1832,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,92,봉은사,종교성지,명소(자연·역사),1793,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,93,루엠호텔충주점,모텔,숙박,1770,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,94,충주호출렁다리,기타관광,교통·기타,1761,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,95,충주오대호아트팩토리,전시시설,체험·문화·레저,1704,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,96,토론토호텔,모텔,숙박,1697,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,97,밤별캠핑장,캠핑,숙박,1681,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,98,호텔로드,호텔,숙박,1641,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,99,충주자연생태체험관,기타문화관광지,체험·문화·레저,1617,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
충주시,100,호텔리버,호텔,숙박,1579,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,1,광한루원,기타관광,교통·기타,62646,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,2,남원역,교통시설,교통·기타,20803,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,3,스위트호텔남원,호텔,숙박,11911,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,4,켄싱턴리조트지리산남원,콘도미니엄,숙박,11710,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,5,지리산허브밸리,복합관광시설,체험·문화·레저,10921,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,6,골프존카운티드래곤,육상레저스포츠,체험·문화·레저,10414,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,7,남원공용시외버스터미널,교통시설,교통·기타,8568,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,8,남원상록골프장,육상레저스포츠,체험·문화·레저,8545,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,9,뱀사골계곡,자연경관(산),명소(자연·역사),8183,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,10,남원시립김병종미술관,전시시설,체험·문화·레저,7878,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,11,춘향테마파크,기타관광,교통·기타,6634,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,12,춘향골공설시장,시장,쇼핑·시장,6101,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,13,서도역영상촬영장,복합관광시설,체험·문화·레저,5302,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,14,실상사,종교성지,명소(자연·역사),4982,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,15,지리산국립공원뱀사골탐방안내소,기타관광,교통·기타,4754,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,16,인월전통시장,시장,쇼핑·시장,4353,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,17,오헤브데이호텔,호텔,숙박,4351,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,18,남원종합스포츠타운,도시공원,명소(자연·역사),3714,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,19,남원예촌by켄싱턴호텔,호텔,숙박,3574,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,20,서도역폐역,교통시설,교통·기타,3396,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,21,남원춘향제,기타문화관광지,체험·문화·레저,2950,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,22,남원백두대간생태교육장전시관,기타관광,교통·기타,2720,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,23,달궁2야영장,캠핑,숙박,2696,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,24,남원항공우주천문대,랜드마크관광,명소(자연·역사),2520,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,25,아담원,테마공원,체험·문화·레저,2445,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,26,피오리움,전시시설,체험·문화·레저,2396,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,26,호텔춘향,호텔,숙박,2396,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,28,일성콘도지리산,콘도미니엄,숙박,2270,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,29,이본호텔,모텔,숙박,2240,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,30,광한루,역사유적지,명소(자연·역사),2229,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,31,혼불문학관,기타문화관광지,체험·문화·레저,1970,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,32,초콜릿모텔,모텔,숙박,1871,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,33,만인의총,역사유적지,명소(자연·역사),1862,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,34,산리지호텔,호텔,숙박,1833,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,35,메이드호텔,모텔,숙박,1740,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,36,리버호텔,호텔,숙박,1671,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,37,지리산정령치휴게소,도시/지역문화관광,교통·기타,1661,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,38,남원신생마을핑크뮬리,기타관광,교통·기타,1445,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,39,인월지리산공용터미널,교통시설,교통·기타,1420,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,40,국립민속국악원,공연시설,체험·문화·레저,1312,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,41,남원관광단지,복합관광시설,체험·문화·레저,1299,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,42,춘향문화예술회관,공연시설,체험·문화·레저,1285,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,43,달궁계곡,자연경관(산),명소(자연·역사),1250,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,44,용남시장,시장,쇼핑·시장,1221,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,45,정령치하늘전망대,랜드마크관광,명소(자연·역사),1167,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,46,보보스모텔,모텔,숙박,1082,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,47,샵모텔,모텔,숙박,1055,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,48,지리산유스캠프,호스텔,숙박,1032,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,48,캐슬무인호텔,모텔,숙박,1032,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,50,덕동자동차야영장,캠핑,숙박,973,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,51,NH시네마,공연시설,체험·문화·레저,941,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,52,지리산운봉바래봉철쭉제,기타문화관광지,체험·문화·레저,934,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,53,남원고속버스터미널폐업,교통시설,교통·기타,924,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,54,구룡폭포,자연경관(산),명소(자연·역사),888,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,55,백두대간에코롯지,캠핑,숙박,850,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,56,광한루매표소,기타관광,교통·기타,846,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,57,육모정,역사유적지,명소(자연·역사),814,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,58,바래봉,자연경관(산),명소(자연·역사),803,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,59,홍콩모텔,모텔,숙박,795,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,60,퀸즈,모텔,숙박,786,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,61,람세스모텔,모텔,숙박,767,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,62,고소바위공원 캠핑장,캠핑,숙박,741,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,63,요천생태습지공원,도시공원,명소(자연·역사),712,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,64,학천야영장,캠핑,숙박,707,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,64,지리산남원바래봉눈꽃축제,기타문화관광지,체험·문화·레저,707,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,66,그린파크골프장,육상레저스포츠,체험·문화·레저,684,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,67,전북특별자치도교육청학생수련원,육상레저스포츠,체험·문화·레저,681,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,68,위너스모텔,모텔,숙박,639,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,69,남원자연휴양림,자연공원,명소(자연·역사),614,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,69,모텔다빈치,모텔,숙박,614,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,71,지리산천년송,역사유적지,명소(자연·역사),610,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,72,발리모텔,모텔,숙박,586,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,73,뱀사골힐링야영장,캠핑,숙박,555,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,74,킹무인호텔,모텔,숙박,553,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,75,교룡공원숲속야영장,캠핑,숙박,522,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,76,함파우소리체험관,공연시설,체험·문화·레저,514,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,77,어린이교통공원,도시공원,명소(자연·역사),501,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,78,토비스야영장,캠핑,숙박,472,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,79,남원랜드,테마공원,체험·문화·레저,430,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,80,뱀사골자동차야영장,캠핑,숙박,422,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,81,서림공원,도시공원,명소(자연·역사),416,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,82,오페라모텔,모텔,숙박,405,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,83,지리산소윤정펜션,펜션/민박,숙박,400,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,84,남원문화체육센터축구장,레저스포츠시설,체험·문화·레저,399,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,85,흥부골자연휴양림,자연공원,명소(자연·역사),377,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,86,서어나무숲,기타관광,교통·기타,375,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,87,교룡산성,역사유적지,명소(자연·역사),372,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,88,이랜드파크 켄싱턴리조트지리산남원,호텔,숙박,371,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,89,남원유곡리와두락리가야고분홍보관,역사유적지,명소(자연·역사),363,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,90,지리산칸호텔,호텔,숙박,359,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,90,지리산밸리펜션,펜션/민박,숙박,359,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,92,하얏트모텔,모텔,숙박,345,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,93,폭포가든산장,기타숙박,교통·기타,342,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,94,봉화산철쭉단지,복합관광시설,체험·문화·레저,338,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,95,흰여울펜션,펜션/민박,숙박,334,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,96,수모텔,모텔,숙박,328,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,97,명지각본관,기타숙박,교통·기타,322,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,97,구룡계곡,자연경관(산),명소(자연·역사),322,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,99,남원호텔,호텔,숙박,315,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
남원시,100,삼익모텔,모텔,숙박,307,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
