BASE_DATE,CTNN_NM,C_RATE,NAT_NM,PRE_QTY,QTY,R_LEV,SEX_CD,SRT_NO
202205,아시아,395.5,인도네시아,66.0,327.0,3,여성,7
202205,아시아,2.0,인도네시아,1970.0,2010.0,3,승무원,7
202205,아시아,38.0,인도네시아,4089.0,5643.0,3,전체,7
202205,아시아,1083.8,태국,235.0,2782.0,3,남성,8
202205,아시아,2840.9,태국,181.0,5323.0,3,여성,8
202205,아시아,214.6,태국,212.0,667.0,3,승무원,8
202205,아시아,1296.8,태국,628.0,8772.0,3,전체,8
202205,아시아,366.0,베트남,682.0,3178.0,3,남성,9
202205,아시아,156.2,베트남,649.0,1663.0,3,여성,9
202205,아시아,302.0,베트남,395.0,1588.0,3,승무원,9
202205,아시아,272.5,베트남,1726.0,6429.0,3,전체,9
202205,아시아,312.9,인도,552.0,2279.0,3,남성,10
202205,아시아,532.1,인도,56.0,354.0,3,여성,10
202205,아시아,21.2,인도,1334.0,1617.0,3,승무원,10
202205,아시아,118.8,인도,1942.0,4250.0,3,전체,10
202205,아시아,2219.6,말레이시아,46.0,1067.0,3,남성,11
202205,아시아,3939.1,말레이시아,23.0,929.0,3,여성,11
202205,아시아,137.0,말레이시아,184.0,436.0,3,승무원,11
202205,아시아,861.3,말레이시아,253.0,2432.0,3,전체,11
202205,아시아,7932.4,싱가포르,34.0,2731.0,3,남성,12
202205,아시아,25842.9,싱가포르,14.0,3632.0,3,여성,12
202205,아시아,1324.1,싱가포르,29.0,413.0,3,승무원,12
202205,아시아,8700.0,싱가포르,77.0,6776.0,3,전체,12
202205,아시아,447.1,몽골,102.0,558.0,3,남성,13
202205,아시아,263.0,몽골,165.0,599.0,3,여성,13
202205,아시아,-55.6,몽골,9.0,4.0,3,승무원,13
202205,아시아,320.7,몽골,276.0,1161.0,3,전체,13
202205,아시아,115.5,우즈베키스탄,773.0,1666.0,3,남성,14
202205,아시아,52.0,우즈베키스탄,367.0,558.0,3,여성,14
202205,아시아,0.0,우즈베키스탄,0.0,51.0,3,승무원,14
202205,아시아,99.6,우즈베키스탄,1140.0,2275.0,3,전체,14
202205,아시아,99.2,미얀마,1075.0,2141.0,3,남성,15
202205,아시아,775.0,미얀마,12.0,105.0,3,여성,15
202205,아시아,4.8,미얀마,3212.0,3367.0,3,승무원,15
202205,아시아,30.6,미얀마,4299.0,5613.0,3,전체,15
202205,아시아,708.6,GCC,70.0,566.0,3,남성,16
202205,아시아,720.0,GCC,35.0,287.0,3,여성,16
202205,아시아,29.4,GCC,34.0,44.0,3,승무원,16
202205,아시아,545.3,GCC,139.0,897.0,3,전체,16
202205,아시아,550.4,카자흐스탄,276.0,1795.0,3,남성,17
202205,아시아,324.8,카자흐스탄,242.0,1028.0,3,여성,17
202205,아시아,171.7,카자흐스탄,53.0,144.0,3,승무원,17
202205,아시아,419.6,카자흐스탄,571.0,2967.0,3,전체,17
202205,아시아,5136.4,튀르키예,22.0,1152.0,3,남성,18
202205,아시아,1072.2,튀르키예,18.0,211.0,3,여성,18
202205,아시아,84.6,튀르키예,356.0,657.0,3,승무원,18
202205,아시아,410.1,튀르키예,396.0,2020.0,3,전체,18
202205,아시아,184.6,캄보디아,460.0,1309.0,3,남성,19
202205,아시아,84.2,캄보디아,183.0,337.0,3,여성,19
202205,아시아,0.0,캄보디아,0.0,0.0,3,승무원,19
202205,아시아,156.0,캄보디아,643.0,1646.0,3,전체,19
202205,아시아,322.0,스리랑카,141.0,595.0,3,남성,20
202205,아시아,233.3,스리랑카,6.0,20.0,3,여성,20
202205,아시아,0.7,스리랑카,141.0,142.0,3,승무원,20
202205,아시아,162.8,스리랑카,288.0,757.0,3,전체,20
202205,아시아,1238.6,방글라데시,70.0,937.0,3,남성,21
202205,아시아,55.4,방글라데시,56.0,87.0,3,여성,21
202205,아시아,-36.6,방글라데시,112.0,71.0,3,승무원,21
202205,아시아,360.1,방글라데시,238.0,1095.0,3,전체,21
202205,아시아,464.3,파키스탄,84.0,474.0,3,남성,22
202205,아시아,151.5,파키스탄,33.0,83.0,3,여성,22
202205,아시아,271.4,파키스탄,14.0,52.0,3,승무원,22
202205,아시아,364.9,파키스탄,131.0,609.0,3,전체,22
202205,아시아,323.7,이스라엘,76.0,322.0,3,남성,23
202205,아시아,1018.2,이스라엘,11.0,123.0,3,여성,23
202205,아시아,-100.0,이스라엘,2.0,0.0,3,승무원,23
202205,아시아,400.0,이스라엘,89.0,445.0,3,전체,23
202205,아시아,1062.5,이란,8.0,93.0,3,남성,24
202205,아시아,186.7,이란,15.0,43.0,3,여성,24
202205,아시아,100.0,이란,1.0,2.0,3,승무원,24
202205,아시아,475.0,이란,24.0,138.0,3,전체,24
202205,아시아,643.1,기타,394.0,2928.0,3,남성,25
202205,아시아,495.7,기타,93.0,554.0,3,여성,25
202205,아시아,-18.3,기타,60.0,49.0,3,승무원,25
202205,아시아,545.5,기타,547.0,3531.0,3,전체,25
202205,아메리카,354.3,연도대륙,4880.0,22168.0,2,남성,0
202205,아메리카,287.2,연도대륙,5289.0,20478.0,2,여성,0
202205,아메리카,-4.6,연도대륙,9448.0,9013.0,2,승무원,0
202205,아메리카,163.3,연도대륙,19617.0,51659.0,2,전체,0
202205,아메리카,302.4,미국,4549.0,18305.0,3,남성,1
202205,아메리카,243.7,미국,4915.0,16894.0,3,여성,1
202205,아메리카,-6.7,미국,7814.0,7291.0,3,승무원,1
202205,아메리카,145.9,미국,17278.0,42490.0,3,전체,1
202205,아메리카,1051.0,캐나다,247.0,2843.0,3,남성,2
202205,아메리카,891.0,캐나다,288.0,2854.0,3,여성,2
202205,아메리카,15.7,캐나다,1172.0,1356.0,3,승무원,2
202205,아메리카,313.2,캐나다,1707.0,7053.0,3,전체,2
202205,아메리카,1260.9,브라질,23.0,313.0,3,남성,3
202205,아메리카,1125.0,브라질,16.0,196.0,3,여성,3
202205,아메리카,0.0,브라질,66.0,66.0,3,승무원,3
202205,아메리카,447.6,브라질,105.0,575.0,3,전체,3
202205,아메리카,746.2,멕시코,26.0,220.0,3,남성,4
202205,아메리카,394.3,멕시코,35.0,173.0,3,여성,4
202205,아메리카,-36.7,멕시코,305.0,193.0,3,승무원,4
202205,아메리카,60.1,멕시코,366.0,586.0,3,전체,4
202205,아메리카,1291.4,기타,35.0,487.0,3,남성,5
202205,아메리카,931.4,기타,35.0,361.0,3,여성,5
202205,아메리카,17.6,기타,91.0,107.0,3,승무원,5
202205,아메리카,493.2,기타,161.0,955.0,3,전체,5
202205,유럽,499.8,연도대륙,2251.0,13501.0,2,남성,0
202205,유럽,740.6,연도대륙,868.0,7296.0,2,여성,0
202205,유럽,-1.3,연도대륙,7178.0,7087.0,2,승무원,0
202205,유럽,170.8,연도대륙,10297.0,27884.0,2,전체,0
202205,유럽,166.4,러시아,529.0,1409.0,3,남성,1
202205,유럽,99.3,러시아,421.0,839.0,3,여성,1
202205,유럽,-31.0,러시아,1835.0,1267.0,3,승무원,1
202205,유럽,26.2,러시아,2785.0,3515.0,3,전체,1
202205,유럽,1066.0,영국,159.0,1854.0,3,남성,2
202205,유럽,1341.4,영국,70.0,1009.0,3,여성,2
202205,유럽,106.9,영국,116.0,240.0,3,승무원,2
202205,유럽,799.4,영국,345.0,3103.0,3,전체,2
202205,유럽,638.8,독일,338.0,2497.0,3,남성,3
202205,유럽,1394.9,독일,78.0,1166.0,3,여성,3
202205,유럽,19.1,독일,881.0,1049.0,3,승무원,3
202205,유럽,263.3,독일,1297.0,4712.0,3,전체,3
202205,유럽,1765.4,프랑스,104.0,1940.0,3,남성,4
202205,유럽,4197.1,프랑스,35.0,1504.0,3,여성,4
202205,유럽,-15.5,프랑스,894.0,755.0,3,승무원,4
202205,유럽,306.5,프랑스,1033.0,4199.0,3,전체,4
202205,유럽,518.1,이탈리아,127.0,785.0,3,남성,5
202205,유럽,1103.6,이탈리아,28.0,337.0,3,여성,5
202205,유럽,128.9,이탈리아,83.0,190.0,3,승무원,5
202205,유럽,451.3,이탈리아,238.0,1312.0,3,전체,5
202205,유럽,1026.6,네덜란드,64.0,721.0,3,남성,6
202205,유럽,1633.3,네덜란드,21.0,364.0,3,여성,6
202205,유럽,-22.2,네덜란드,1158.0,901.0,3,승무원,6
202205,유럽,59.8,네덜란드,1243.0,1986.0,3,전체,6
202205,유럽,-37.6,우크라이나,335.0,209.0,3,남성,7
202205,유럽,166.7,우크라이나,60.0,160.0,3,여성,7
202205,유럽,-8.6,우크라이나,741.0,677.0,3,승무원,7
202205,유럽,-7.9,우크라이나,1136.0,1046.0,3,전체,7
202205,유럽,950.0,스페인,44.0,462.0,3,남성,8
202205,유럽,1085.0,스페인,20.0,237.0,3,여성,8
202205,유럽,101.8,스페인,57.0,115.0,3,승무원,8
202205,유럽,572.7,스페인,121.0,814.0,3,전체,8
202205,유럽,161.5,루마니아,65.0,170.0,3,남성,9
202205,유럽,1280.0,루마니아,5.0,69.0,3,여성,9
202205,유럽,20.8,루마니아,144.0,174.0,3,승무원,9
202205,유럽,93.0,루마니아,214.0,413.0,3,전체,9
202205,유럽,2209.1,노르웨이,11.0,254.0,3,남성,10
202205,유럽,2575.0,노르웨이,4.0,107.0,3,여성,10
202205,유럽,10.5,노르웨이,19.0,21.0,3,승무원,10
202205,유럽,1023.5,노르웨이,34.0,382.0,3,전체,10
202205,유럽,1418.2,스웨덴,22.0,334.0,3,남성,11
202205,유럽,1215.4,스웨덴,13.0,171.0,3,여성,11
202205,유럽,-34.4,스웨덴,32.0,21.0,3,승무원,11
202205,유럽,685.1,스웨덴,67.0,526.0,3,전체,11
202205,유럽,532.6,폴란드,46.0,291.0,3,남성,12
202205,유럽,1010.5,폴란드,19.0,211.0,3,여성,12
202205,유럽,50.6,폴란드,233.0,351.0,3,승무원,12
202205,유럽,186.2,폴란드,298.0,853.0,3,전체,12
202205,유럽,762.9,스위스,35.0,302.0,3,남성,13
202205,유럽,1480.0,스위스,10.0,158.0,3,여성,13
202205,유럽,-68.0,스위스,50.0,16.0,3,승무원,13
202205,유럽,401.1,스위스,95.0,476.0,3,전체,13
202205,유럽,1111.1,포르투갈,9.0,109.0,3,남성,14
202205,유럽,1700.0,포르투갈,4.0,72.0,3,여성,14
202205,유럽,30.9,포르투갈,55.0,72.0,3,승무원,14
202205,유럽,272.1,포르투갈,68.0,253.0,3,전체,14
202205,유럽,828.6,오스트리아,35.0,325.0,3,남성,15
202205,유럽,2100.0,오스트리아,5.0,110.0,3,여성,15
202205,유럽,41.9,오스트리아,74.0,105.0,3,승무원,15
202205,유럽,373.7,오스트리아,114.0,540.0,3,전체,15
202205,유럽,794.7,핀란드,19.0,170.0,3,남성,16
202205,유럽,2175.0,핀란드,4.0,91.0,3,여성,16
202205,유럽,-10.3,핀란드,165.0,148.0,3,승무원,16
202205,유럽,117.6,핀란드,188.0,409.0,3,전체,16
202205,유럽,846.4,벨기에,28.0,265.0,3,남성,17
202205,유럽,1566.7,벨기에,9.0,150.0,3,여성,17
202205,유럽,27.3,벨기에,88.0,112.0,3,승무원,17
202205,유럽,321.6,벨기에,125.0,527.0,3,전체,17
202205,유럽,207.7,크로아티아,26.0,80.0,3,남성,18
202205,유럽,1100.0,크로아티아,1.0,12.0,3,여성,18
202205,유럽,-7.1,크로아티아,56.0,52.0,3,승무원,18
202205,유럽,73.5,크로아티아,83.0,144.0,3,전체,18
202205,유럽,175.2,그리스,105.0,289.0,3,남성,19
202205,유럽,600.0,그리스,4.0,28.0,3,여성,19
202205,유럽,-23.7,그리스,135.0,103.0,3,승무원,19
202205,유럽,72.1,그리스,244.0,420.0,3,전체,19
202205,유럽,728.6,불가리아,7.0,58.0,3,남성,20
202205,유럽,1900.0,불가리아,1.0,20.0,3,여성,20
202205,유럽,101.2,불가리아,86.0,173.0,3,승무원,20
202205,유럽,167.0,불가리아,94.0,251.0,3,전체,20
202205,유럽,784.8,덴마크,33.0,292.0,3,남성,21
202205,유럽,4166.7,덴마크,3.0,128.0,3,여성,21
202205,유럽,127.8,덴마크,18.0,41.0,3,승무원,21
202205,유럽,753.7,덴마크,54.0,461.0,3,전체,21
202205,유럽,661.9,아일랜드,21.0,160.0,3,남성,22
202205,유럽,491.7,아일랜드,12.0,71.0,3,여성,22
202205,유럽,363.6,아일랜드,11.0,51.0,3,승무원,22
202205,유럽,540.9,아일랜드,44.0,282.0,3,전체,22
202205,유럽,489.9,기타,89.0,525.0,3,남성,23
202205,유럽,587.8,기타,41.0,282.0,3,여성,23
202205,유럽,83.4,기타,247.0,453.0,3,승무원,23
202205,유럽,234.2,기타,377.0,1260.0,3,전체,23
202205,오세아니아,2728.9,연도대륙,83.0,2348.0,2,남성,0
202205,오세아니아,3026.2,연도대륙,61.0,1907.0,2,여성,0
202205,오세아니아,34.7,연도대륙,150.0,202.0,2,승무원,0
202205,오세아니아,1416.0,연도대륙,294.0,4457.0,2,전체,0
202205,오세아니아,3125.0,호주,60.0,1935.0,3,남성,1
202205,오세아니아,3454.5,호주,44.0,1564.0,3,여성,1
202205,오세아니아,60.6,호주,71.0,114.0,3,승무원,1
202205,오세아니아,1964.6,호주,175.0,3613.0,3,전체,1
202205,오세아니아,1900.0,뉴질랜드,20.0,400.0,3,남성,2
202205,오세아니아,1864.7,뉴질랜드,17.0,334.0,3,여성,2
202205,오세아니아,26.2,뉴질랜드,61.0,77.0,3,승무원,2
202205,오세아니아,727.6,뉴질랜드,98.0,811.0,3,전체,2
202205,오세아니아,333.3,기타,3.0,13.0,3,남성,3
202205,오세아니아,0.0,기타,0.0,9.0,3,여성,3
202205,오세아니아,-38.9,기타,18.0,11.0,3,승무원,3
202205,오세아니아,57.1,기타,21.0,33.0,3,전체,3
202205,아프리카,473.8,연도대륙,160.0,918.0,2,남성,0
202205,아프리카,491.2,연도대륙,80.0,473.0,2,여성,0
202205,아프리카,32.1,연도대륙,486.0,642.0,2,승무원,0
202205,아프리카,180.0,연도대륙,726.0,2033.0,2,전체,0
202205,아프리카,817.6,남아프리카공화국,17.0,156.0,3,남성,1
202205,아프리카,825.0,남아프리카공화국,16.0,148.0,3,여성,1
202205,아프리카,103.6,남아프리카공화국,28.0,57.0,3,승무원,1
202205,아프리카,491.8,남아프리카공화국,61.0,361.0,3,전체,1
202205,아프리카,432.9,기타,143.0,762.0,3,남성,2
202205,아프리카,407.8,기타,64.0,325.0,3,여성,2
202205,아프리카,27.7,기타,458.0,585.0,3,승무원,2
202205,아프리카,151.4,기타,665.0,1672.0,3,전체,2
202205,기타,600.0,연도대륙,1.0,7.0,2,남성,0
202205,기타,150.0,연도대륙,2.0,5.0,2,여성,0
202205,기타,200.0,연도대륙,1.0,3.0,2,승무원,0
202205,기타,275.0,연도대륙,4.0,15.0,2,전체,0
202205,기타,600.0,기타,1.0,7.0,3,남성,1
202205,기타,150.0,기타,2.0,5.0,3,여성,1
202205,기타,200.0,기타,1.0,3.0,3,승무원,1
202205,기타,275.0,기타,4.0,15.0,3,전체,1
202205,교포,158.6,연도대륙,394.0,1019.0,2,남성,0
202205,교포,98.5,연도대륙,617.0,1225.0,2,여성,0
202205,교포,0.0,연도대륙,0.0,0.0,2,승무원,0
202205,교포,122.0,연도대륙,1011.0,2244.0,2,전체,0
202205,교포,158.6,교포,394.0,1019.0,3,남성,1
202205,교포,98.5,교포,617.0,1225.0,3,여성,1
202205,교포,0.0,교포,0.0,0.0,3,승무원,1
202205,교포,122.0,교포,1011.0,2244.0,3,전체,1
202206,대륙전체,302.4,연도,26270.0,105712.0,1,남성,0
202206,대륙전체,436.8,연도,15006.0,80549.0,1,여성,0
202206,대륙전체,15.9,연도,35753.0,41452.0,1,승무원,0
202206,대륙전체,195.6,연도,77029.0,227713.0,1,전체,0
202206,아시아,237.5,연도대륙,17602.0,59399.0,2,남성,0
202206,아시아,474.3,연도대륙,6905.0,39656.0,2,여성,0
202206,아시아,22.1,연도대륙,19319.0,23591.0,2,승무원,0
202206,아시아,179.8,연도대륙,43826.0,122646.0,2,전체,0
202206,아시아,-7.3,중국,5582.0,5176.0,3,남성,1
202206,아시아,-0.4,중국,3868.0,3853.0,3,여성,1
202206,아시아,6.3,중국,3492.0,3712.0,3,승무원,1
202206,아시아,-1.6,중국,12942.0,12741.0,3,전체,1
202206,아시아,465.8,일본,611.0,3457.0,3,남성,2
202206,아시아,1053.8,일본,197.0,2273.0,3,여성,2
202206,아시아,86.6,일본,67.0,125.0,3,승무원,2
202206,아시아,569.1,일본,875.0,5855.0,3,전체,2
202206,아시아,372.4,대만,87.0,411.0,3,남성,3
202206,아시아,763.3,대만,49.0,423.0,3,여성,3
202206,아시아,25.2,대만,139.0,174.0,3,승무원,3
202206,아시아,266.5,대만,275.0,1008.0,3,전체,3
202206,아시아,1531.2,홍콩,16.0,261.0,3,남성,4
202206,아시아,1054.5,홍콩,33.0,381.0,3,여성,4
202206,아시아,-33.3,홍콩,30.0,20.0,3,승무원,4
202206,아시아,738.0,홍콩,79.0,662.0,3,전체,4
202206,아시아,100.0,마카오,2.0,4.0,3,남성,5
202206,아시아,200.0,마카오,1.0,3.0,3,여성,5
202206,아시아,0.0,마카오,0.0,0.0,3,승무원,5
202206,아시아,133.3,마카오,3.0,7.0,3,전체,5
202206,아시아,136.6,필리핀,2645.0,6258.0,3,남성,6
202206,아시아,2128.4,필리핀,74.0,1649.0,3,여성,6
202206,아시아,5.5,필리핀,6853.0,7232.0,3,승무원,6
202206,아시아,58.2,필리핀,9572.0,15139.0,3,전체,6
202206,아시아,125.7,인도네시아,2289.0,5166.0,3,남성,7
202206,아시아,1444.1,인도네시아,68.0,1050.0,3,여성,7
202206,아시아,-5.7,인도네시아,2172.0,2049.0,3,승무원,7
202206,아시아,82.5,인도네시아,4529.0,8265.0,3,전체,7
202206,아시아,1040.7,태국,477.0,5441.0,3,남성,8
202206,아시아,4586.6,태국,224.0,10498.0,3,여성,8
202206,아시아,289.0,태국,227.0,883.0,3,승무원,8
202206,아시아,1712.7,태국,928.0,16822.0,3,전체,8
202206,아시아,623.7,베트남,835.0,6043.0,3,남성,9
202206,아시아,493.7,베트남,789.0,4684.0,3,여성,9
202206,아시아,323.8,베트남,509.0,2157.0,3,승무원,9
202206,아시아,504.0,베트남,2133.0,12884.0,3,전체,9
202206,아시아,373.4,인도,635.0,3006.0,3,남성,10
202206,아시아,834.9,인도,63.0,589.0,3,여성,10
202206,아시아,13.9,인도,1374.0,1565.0,3,승무원,10
202206,아시아,149.0,인도,2072.0,5160.0,3,전체,10
202206,아시아,1325.3,말레이시아,99.0,1411.0,3,남성,11
202206,아시아,8323.5,말레이시아,17.0,1432.0,3,여성,11
202206,아시아,176.3,말레이시아,207.0,572.0,3,승무원,11
202206,아시아,957.3,말레이시아,323.0,3415.0,3,전체,11
202206,아시아,15300.0,싱가포르,27.0,4158.0,3,남성,12
202206,아시아,56950.0,싱가포르,10.0,5705.0,3,여성,12
202206,아시아,932.8,싱가포르,58.0,599.0,3,승무원,12
202206,아시아,10912.6,싱가포르,95.0,10462.0,3,전체,12
202206,아시아,1320.0,몽골,120.0,1704.0,3,남성,13
202206,아시아,1185.1,몽골,168.0,2159.0,3,여성,13
202206,아시아,0.0,몽골,0.0,1.0,3,승무원,13
202206,아시아,1241.7,몽골,288.0,3864.0,3,전체,13
202206,아시아,118.9,우즈베키스탄,953.0,2086.0,3,남성,14
202206,아시아,56.1,우즈베키스탄,578.0,902.0,3,여성,14
202206,아시아,5366.7,우즈베키스탄,3.0,164.0,3,승무원,14
202206,아시아,105.5,우즈베키스탄,1534.0,3152.0,3,전체,14
202206,아시아,27.9,미얀마,1497.0,1914.0,3,남성,15
202206,아시아,505.4,미얀마,37.0,224.0,3,여성,15
202206,아시아,-9.1,미얀마,3451.0,3137.0,3,승무원,15
202206,아시아,5.8,미얀마,4985.0,5275.0,3,전체,15
202206,아시아,748.2,GCC,85.0,721.0,3,남성,16
202206,아시아,1036.8,GCC,38.0,432.0,3,여성,16
202206,아시아,9.7,GCC,31.0,34.0,3,승무원,16
202206,아시아,670.8,GCC,154.0,1187.0,3,전체,16
202206,아시아,1156.6,카자흐스탄,228.0,2865.0,3,남성,17
202206,아시아,582.4,카자흐스탄,244.0,1665.0,3,여성,17
202206,아시아,339.1,카자흐스탄,46.0,202.0,3,승무원,17
202206,아시아,813.5,카자흐스탄,518.0,4732.0,3,전체,17
202206,아시아,1356.4,튀르키예,55.0,801.0,3,남성,18
202206,아시아,856.5,튀르키예,23.0,220.0,3,여성,18
202206,아시아,70.0,튀르키예,337.0,573.0,3,승무원,18
202206,아시아,284.1,튀르키예,415.0,1594.0,3,전체,18
202206,아시아,285.8,캄보디아,310.0,1196.0,3,남성,19
202206,아시아,125.4,캄보디아,209.0,471.0,3,여성,19
202206,아시아,0.0,캄보디아,0.0,0.0,3,승무원,19
202206,아시아,221.2,캄보디아,519.0,1667.0,3,전체,19
202206,아시아,662.9,스리랑카,159.0,1213.0,3,남성,20
202206,아시아,800.0,스리랑카,5.0,45.0,3,여성,20
202206,아시아,34.3,스리랑카,134.0,180.0,3,승무원,20
202206,아시아,382.6,스리랑카,298.0,1438.0,3,전체,20
202206,아시아,2030.6,방글라데시,49.0,1044.0,3,남성,21
202206,아시아,178.6,방글라데시,28.0,78.0,3,여성,21
202206,아시아,18.2,방글라데시,77.0,91.0,3,승무원,21
202206,아시아,687.7,방글라데시,154.0,1213.0,3,전체,21
202206,아시아,323.4,파키스탄,145.0,614.0,3,남성,22
202206,아시아,111.9,파키스탄,42.0,89.0,3,여성,22
202206,아시아,37.5,파키스탄,16.0,22.0,3,승무원,22
202206,아시아,257.1,파키스탄,203.0,725.0,3,전체,22
202206,아시아,247.9,이스라엘,96.0,334.0,3,남성,23
202206,아시아,1733.3,이스라엘,6.0,110.0,3,여성,23
202206,아시아,-100.0,이스라엘,2.0,0.0,3,승무원,23
202206,아시아,326.9,이스라엘,104.0,444.0,3,전체,23
202206,아시아,1671.4,이란,7.0,124.0,3,남성,24
202206,아시아,555.6,이란,9.0,59.0,3,여성,24
202206,아시아,0.0,이란,0.0,7.0,3,승무원,24
202206,아시아,1087.5,이란,16.0,190.0,3,전체,24
202206,아시아,573.0,기타,593.0,3991.0,3,남성,25
202206,아시아,429.6,기타,125.0,662.0,3,여성,25
202206,아시아,-2.1,기타,94.0,92.0,3,승무원,25
202206,아시아,484.4,기타,812.0,4745.0,3,전체,25
202206,아메리카,422.4,연도대륙,5257.0,27464.0,2,남성,0
202206,아메리카,343.4,연도대륙,6369.0,28243.0,2,여성,0
202206,아메리카,4.3,연도대륙,8782.0,9158.0,2,승무원,0
202206,아메리카,217.8,연도대륙,20408.0,64865.0,2,전체,0
202206,아메리카,384.9,미국,4856.0,23548.0,3,남성,1
202206,아메리카,307.9,미국,6004.0,24489.0,3,여성,1
202206,아메리카,1.5,미국,7299.0,7407.0,3,승무원,1
202206,아메리카,205.3,미국,18159.0,55444.0,3,전체,1
202206,아메리카,985.1,캐나다,269.0,2919.0,3,남성,2
202206,아메리카,1003.1,캐나다,260.0,2868.0,3,여성,2
202206,아메리카,20.0,캐나다,1203.0,1444.0,3,승무원,2
202206,아메리카,317.5,캐나다,1732.0,7231.0,3,전체,2
202206,아메리카,730.3,브라질,33.0,274.0,3,남성,3
202206,아메리카,1690.0,브라질,20.0,358.0,3,여성,3
202206,아메리카,52.7,브라질,55.0,84.0,3,승무원,3
202206,아메리카,563.0,브라질,108.0,716.0,3,전체,3
202206,아메리카,489.7,멕시코,39.0,230.0,3,남성,4
202206,아메리카,417.5,멕시코,40.0,207.0,3,여성,4
202206,아메리카,-23.8,멕시코,147.0,112.0,3,승무원,4
202206,아메리카,142.9,멕시코,226.0,549.0,3,전체,4
202206,아메리카,721.7,기타,60.0,493.0,3,남성,5
202206,아메리카,613.3,기타,45.0,321.0,3,여성,5
202206,아메리카,42.3,기타,78.0,111.0,3,승무원,5
202206,아메리카,405.5,기타,183.0,925.0,3,전체,5
202206,유럽,431.3,연도대륙,2685.0,14266.0,2,남성,0
202206,유럽,823.6,연도대륙,941.0,8691.0,2,여성,0
202206,유럽,8.5,연도대륙,7011.0,7604.0,2,승무원,0
202206,유럽,187.3,연도대륙,10637.0,30561.0,2,전체,0
202206,유럽,168.5,러시아,607.0,1630.0,3,남성,1
202206,유럽,179.0,러시아,428.0,1194.0,3,여성,1
202206,유럽,-15.5,러시아,1864.0,1576.0,3,승무원,1
202206,유럽,51.8,러시아,2899.0,4400.0,3,전체,1
202206,유럽,508.2,영국,330.0,2007.0,3,남성,2
202206,유럽,766.4,영국,137.0,1187.0,3,여성,2
202206,유럽,87.0,영국,161.0,301.0,3,승무원,2
202206,유럽,456.5,영국,628.0,3495.0,3,전체,2
202206,유럽,579.7,독일,355.0,2413.0,3,남성,3
202206,유럽,2110.5,독일,57.0,1260.0,3,여성,3
202206,유럽,59.1,독일,834.0,1327.0,3,승무원,3
202206,유럽,301.3,독일,1246.0,5000.0,3,전체,3
202206,유럽,1429.6,프랑스,125.0,1912.0,3,남성,4
202206,유럽,5808.3,프랑스,24.0,1418.0,3,여성,4
202206,유럽,30.7,프랑스,659.0,861.0,3,승무원,4
202206,유럽,418.7,프랑스,808.0,4191.0,3,전체,4
202206,유럽,548.9,이탈리아,131.0,850.0,3,남성,5
202206,유럽,1736.8,이탈리아,19.0,349.0,3,여성,5
202206,유럽,50.5,이탈리아,93.0,140.0,3,승무원,5
202206,유럽,451.0,이탈리아,243.0,1339.0,3,전체,5
202206,유럽,796.3,네덜란드,82.0,735.0,3,남성,6
202206,유럽,2857.1,네덜란드,14.0,414.0,3,여성,6
202206,유럽,-18.1,네덜란드,1052.0,862.0,3,승무원,6
202206,유럽,75.2,네덜란드,1148.0,2011.0,3,전체,6
202206,유럽,14.2,우크라이나,288.0,329.0,3,남성,7
202206,유럽,131.8,우크라이나,66.0,153.0,3,여성,7
202206,유럽,-21.6,우크라이나,783.0,614.0,3,승무원,7
202206,유럽,-3.6,우크라이나,1137.0,1096.0,3,전체,7
202206,유럽,967.4,스페인,46.0,491.0,3,남성,8
202206,유럽,1550.0,스페인,20.0,330.0,3,여성,8
202206,유럽,48.1,스페인,54.0,80.0,3,승무원,8
202206,유럽,650.8,스페인,120.0,901.0,3,전체,8
202206,유럽,248.0,루마니아,50.0,174.0,3,남성,9
202206,유럽,3500.0,루마니아,2.0,72.0,3,여성,9
202206,유럽,33.6,루마니아,134.0,179.0,3,승무원,9
202206,유럽,128.5,루마니아,186.0,425.0,3,전체,9
202206,유럽,652.8,노르웨이,36.0,271.0,3,남성,10
202206,유럽,2150.0,노르웨이,8.0,180.0,3,여성,10
202206,유럽,10.5,노르웨이,19.0,21.0,3,승무원,10
202206,유럽,649.2,노르웨이,63.0,472.0,3,전체,10
202206,유럽,763.3,스웨덴,49.0,423.0,3,남성,11
202206,유럽,1519.0,스웨덴,21.0,340.0,3,여성,11
202206,유럽,4.8,스웨덴,21.0,22.0,3,승무원,11
202206,유럽,762.6,스웨덴,91.0,785.0,3,전체,11
202206,유럽,730.0,폴란드,50.0,415.0,3,남성,12
202206,유럽,1100.0,폴란드,20.0,240.0,3,여성,12
202206,유럽,51.1,폴란드,229.0,346.0,3,승무원,12
202206,유럽,234.8,폴란드,299.0,1001.0,3,전체,12
202206,유럽,1243.5,스위스,23.0,309.0,3,남성,13
202206,유럽,1708.3,스위스,12.0,217.0,3,여성,13
202206,유럽,-49.0,스위스,51.0,26.0,3,승무원,13
202206,유럽,541.9,스위스,86.0,552.0,3,전체,13
202206,유럽,961.5,포르투갈,13.0,138.0,3,남성,14
202206,유럽,860.0,포르투갈,10.0,96.0,3,여성,14
202206,유럽,37.7,포르투갈,53.0,73.0,3,승무원,14
202206,유럽,303.9,포르투갈,76.0,307.0,3,전체,14
202206,유럽,616.1,오스트리아,31.0,222.0,3,남성,15
