region,year,vis,stay_hours,overnight_vis,overnight_hours,daytrip_vis,daytrip_hours,n1,n2,n3to6,n7p,overnight_ex7_vis,overnight_ex7_hours,avg_stay,daytrip_stay,overnight_stay,overnight_ex7_stay,daytrip_share,overnight_share,n1_share_all,n2_share_all,n3to6_share_all,n7_share_all,n1_share_ovn,n2_share_ovn,n3to6_share_ovn,n7_share_ovn
철원군,2022,3592142.0,107876926.43000002,531027.0,92322039.88000003,3061115.0,15554886.55,373388.0,86177.0,51233.0,20229.0,510798.0,49442624.79,30.031364692709815,5.081444686004937,173.8556417658613,96.79486761890219,85.21698195672666,14.783018043273344,10.394577942631445,2.3990421314079455,1.4262520802351355,0.5631458889988202,70.31431546795173,16.22836503605278,9.647908675076785,3.8094108209187105
철원군,2023,3626748.0,108420807.26000002,559726.0,92720481.78,3067022.0,15700325.479999997,384675.0,97639.0,56538.0,20874.0,538852.0,50916487.95000001,29.894772744067144,5.119078206807775,165.65334070598828,94.49067267078902,84.56672479036315,15.433275209636843,10.606609557653304,2.6921914618826563,1.5589172448706115,0.5755569452302725,68.725590735467,17.444070848951093,10.101013710279673,3.729324705302237
철원군,2024,3620421.0,98613073.05999999,507312.0,83777075.67000002,3113109.0,14835997.389999999,344184.0,91656.0,54367.0,17105.0,490207.0,47566909.09999999,27.23801266758755,4.7656530465203755,165.13915631800552,97.03433263906878,85.98748598574586,14.012514014254144,9.506739685798973,2.531639276205723,1.5016761862777837,0.4724588659716646,67.84463998486139,18.066988362191314,10.716679282177436,3.371692370769862
철원군,2025,3499302.0,99317613.61,476759.0,85402842.14999999,3022543.0,13914771.46,315560.0,88762.0,54509.0,17928.0,458831.0,47212329.70999999,28.382121237321044,4.603663689813511,179.13210269758932,102.89699194256707,86.37559719052543,13.624402809474576,9.01779840665367,2.5365630059937665,1.5577106520100295,0.5123307448171093,66.18857745737364,18.617792217871084,11.433239854937192,3.760390469818084
철원군,2026,3341749.0,95686468.60000001,461338.0,82732720.38000001,2880411.0,12953748.219999999,302725.0,86897.0,53992.0,17724.0,443614.0,45114805.62000001,28.633649205849995,4.49718745692889,179.33211740632683,101.69833598578947,86.19471420504652,13.80528579495348,9.058879048067345,2.600344909207723,1.6156808904558662,0.5303809472225472,65.618917149682,18.835864377094452,11.703349821605851,3.841868651617686
춘천시,2018,13887733.0,513638853.08,2595319.0,453241772.4200001,11292414.0,60397080.66,1884600.0,368380.0,250902.0,91437.0,2503882.0,257364312.34,36.98507546768072,5.348464965949707,174.6381745057159,102.7861186509588,81.31214792219868,18.687852077801324,13.570249370433604,2.6525567563834933,1.8066447562031902,0.6584011947810344,72.61535094529805,14.19401622690698,9.667482109135717,3.523150718659248
춘천시,2019,15148686.0,607652787.3300003,2504542.0,548536777.0700002,12644144.0,59116010.260000005,1760518.0,355623.0,270422.0,117979.0,2386563.0,284746034.25,40.112573944037145,4.67536673577903,219.01680110375477,119.3121800053047,83.46693568009793,16.533064319902067,11.621588829552609,2.3475501439530797,1.7851185244713634,0.7788068219250172,70.2930116564226,14.19912303327315,10.79726353161576,4.710601778688479
춘천시,2020,14173644.0,590437602.33,2186040.0,536697307.06,11987604.0,53740295.27,1482234.0,337961.0,241087.0,124758.0,2061282.0,254948462.56000003,41.657431379679075,4.4829888666659325,245.51120156081316,123.68441705695777,84.5767256465592,15.423274353440794,10.457677644506944,2.3844326836486087,1.7009528389452986,0.8802111863399419,67.80452324751606,15.459964136063384,11.02848072313407,5.707031893286491
춘천시,2021,13606756.0,481682374.03000003,2102836.0,429830326.04999983,11503920.0,51852047.98,1455858.0,332270.0,220712.0,93996.0,2008840.0,222545781.64000005,35.40023603201234,4.50733732327763,204.40506347142613,110.78322894804964,84.54564776497793,15.454352235022073,10.699523089853304,2.4419486907827257,1.6220765625546603,0.6908038918313814,69.23307381079647,15.80104202134641,10.495920747029249,4.469963420827872
춘천시,2022,16501379.0,615256706.6899999,2709564.0,552937237.4399999,13791815.0,62319469.250000015,1873216.0,425930.0,279179.0,131239.0,2578325.0,275679982.64000005,37.28516911768404,4.518583612816733,204.06871269325984,106.9221229441595,83.57977233296684,16.42022766703316,11.351875500829355,2.5811782154691434,1.691852541536074,0.7953214091985887,69.1334842063151,15.719503211586808,10.30346579744933,4.843546784648748
춘천시,2023,16717911.0,586140428.54,2773469.0,524503166.62,13944442.0,61637261.92,1938223.0,435168.0,284838.0,115240.0,2658229.0,278604785.8300001,35.060626207425074,4.420202824896113,189.11448681056106,104.80842163335066,83.41019401287637,16.58980598712363,11.593691340981538,2.6030046457359415,1.703789426800992,0.6893205736051592,69.88442993233383,15.690386299612507,10.270098566091779,4.155085201961875
춘천시,2024,15893647.0,499923701.88000005,2548598.0,443089989.7800001,13345049.0,56833712.10000001,1803162.0,397435.0,253498.0,94503.0,2454095.0,245475004.40000004,31.454310132847425,4.258786318431652,173.85636721836872,100.02669187623137,83.96467469045965,16.035325309540347,11.345174584536828,2.5005903302118138,1.5949643275706324,0.5945960672210726,70.7511345453461,15.594260059844666,9.946566700593817,3.7080386942154075
춘천시,2025,15803682.0,531814885.3600002,2501285.0,473296749.41000015,13302397.0,58518135.949999996,1745575.0,402861.0,253025.0,99824.0,2401461.0,249504085.88,33.65132792218928,4.399067021530029,189.22143994386892,103.896788613265,84.17277062395966,15.827229376040345,11.045369047542213,2.549159113679964,1.601050944963332,0.6316502698548351,69.78712941548044,16.106161433023424,10.115800478554023,3.9909086729421075
춘천시,2026,15625574.0,501341553.82000023,2444856.0,445048636.9100002,13180718.0,56292916.91,1706022.0,396814.0,247534.0,94486.0,2350370.0,241740287.26000005,32.08468078164682,4.270853599174187,182.0347034385666,102.85201362338698,84.35349638995662,15.64650361004338,10.918139711219569,2.539516308328897,1.5841594043201228,0.6046881861747927,69.78006066614967,16.230567362658576,10.124686280091751,3.8646856911000076
평창군,2018,8962496.0,225144251.49000004,1760398.0,191214702.94000003,7202098.0,33929548.55,1116092.0,457422.0,141364.0,45520.0,1714878.0,103698092.58,25.120708727791904,4.71106454674735,108.62015461276373,60.46966173686991,80.3581725447911,19.641827455208908,12.452914902277223,5.10373449539057,1.5772838280764645,0.5078942294646491,63.39998114062843,25.98401043400413,8.030229527640909,2.585778897726537
평창군,2019,7780573.0,196021009.51999995,1975067.0,164328151.24999997,5805506.0,31692858.269999996,1260645.0,541005.0,146038.0,27379.0,1947688.0,106102858.54000002,25.193646987182042,5.45910352517076,83.20130468991684,54.47631167825649,74.61540428963265,25.384595710367346,16.202469920917135,6.953279662050598,1.8769568770834744,0.35188925031614,63.827961279288246,27.39172898944694,7.394078276838203,1.3862314544266092
평창군,2020,7718465.0,223893463.27999997,1846832.0,193274221.80999997,5871633.0,30619241.470000003,1201127.0,463936.0,143949.0,37820.0,1809012.0,110229239.69999999,29.007511633465977,5.214774402623598,104.65176140006236,60.9333933108238,76.07254810380043,23.927451896199567,15.561734101275318,6.0107288171935735,1.8649951771498605,0.48999380058081493,65.03715551820632,25.1206390186005,7.794374366482712,2.047831096710475
평창군,2021,7327040.0,186282431.00000003,1746419.0,156890361.8,5580621.0,29392069.2,1145606.0,438771.0,132594.0,29448.0,1716971.0,98001486.07000001,25.423968068961003,5.2668097690203295,89.83546434160417,57.078125413882944,76.1647404681836,23.835259531816394,15.635317945582392,5.98838002795126,1.8096530113115257,0.40190854697121897,65.59743108612538,25.124039534613402,7.592336088876725,1.6861932903844954
평창군,2022,8137264.0,214982981.43,2171015.0,180030169.83,5966249.0,34952811.6,1380110.0,597650.0,161942.0,31313.0,2139702.0,114156544.76999998,26.419565769280684,5.858423206942922,82.92442467233069,53.35160913529079,73.32008645657804,26.679913543421968,16.96036898888865,7.344606246030606,1.9901283773022482,0.3848099312004625,63.56980490692141,27.528598374493036,7.459275960783321,1.4423207578022261
평창군,2023,8456781.0,208033052.86000007,2206065.0,172642467.28,6250716.0,35390585.58,1379385.0,635037.0,163469.0,28174.0,2177891.0,114972135.33999999,24.59955541712622,5.661845071828571,78.25810539580657,52.79058288041045,73.91365579881992,26.086344201180093,16.310993509232414,7.5092047435070155,1.9329931802656353,0.3331527681750302,62.526942769138714,28.78596052246874,7.409981120229911,1.2771155881626335
평창군,2024,8573153.0,199170704.05,2011926.0,165847026.45000002,6561227.0,33323677.599999998,1254899.0,569720.0,159640.0,27667.0,1984259.0,110230554.31,23.231908266421936,5.078878935296705,82.43197137966308,55.55250313089169,76.53225131990528,23.46774868009471,14.63754350353948,6.645396390336204,1.8620920447821239,0.32271674143690193,62.37301968362654,28.317144865169,7.934685470539176,1.375149980665293
평창군,2025,8873297.0,201126613.71,1929410.0,169281284.75999996,6943887.0,31845328.95,1170238.0,559677.0,170255.0,29240.0,1900170.0,109832647.69999999,22.666503072082453,4.586095503858286,87.73733149512024,57.8014849723972,78.25599661546323,21.74400338453677,13.18831095138594,6.307430034180079,1.9187343779882495,0.32952802098250517,60.65263474326349,29.00767592165481,8.824200144085498,1.5154891909962114
평창군,2026,8803584.0,193115669.36,1857936.0,162265692.42000005,6945648.0,30849976.94,1098061.0,567420.0,164870.0,27585.0,1830351.0,105948603.78000002,21.93602848112769,4.441626892120073,87.33653496137651,57.884309501292385,78.8956861205618,21.10431387943819,12.472886042775306,6.445329538515223,1.8727600031986973,0.31333829494896626,59.101120813634054,30.540341540289873,8.8738255784914,1.4847120675846748
홍천군,2018,7452967.0,185913824.27999997,2036764.0,145218272.54999995,5416203.0,40695551.730000004,1537442.0,381255.0,95469.0,22598.0,2014166.0,98335538.18000002,24.944941293849816,7.513668104758999,71.2985267561681,48.82196312518433,72.67176951139056,27.328230488609435,20.628589929352966,5.115479513058356,1.2809529412917031,0.3032081049064084,75.48454312821711,18.71866352704584,4.687288267074634,1.1095050776624096
홍천군,2019,7939509.0,208137112.80999994,1994068.0,167566330.68999994,5945441.0,40570782.120000005,1488071.0,375136.0,104126.0,26735.0,1967333.0,108137022.86000001,26.215363293876226,6.8238474017318484,84.03240545959312,54.966303549017894,74.88424032266983,25.115759677330175,18.742607382899877,4.7249269444747775,1.3114916804049217,0.3367336695505982,74.62488741607608,18.812598166160832,5.221787822682075,1.3407265950810103
홍천군,2020,7575162.0,204945730.42,1590327.0,171049310.39,5984835.0,33896420.03,1160040.0,305630.0,92126.0,32531.0,1557796.0,96944014.51000004,27.05496336844017,5.663718386555352,107.55606261479556,62.231521014304846,79.0060331383012,20.993966861698798,15.31373190434739,4.0346331867226075,1.2161588095409708,0.42944296108782887,72.94348898056815,19.218060185106587,5.792896680997052,2.0455541533282147
홍천군,2021,7299651.0,181402275.57,1630378.0,145985152.01,5669273.0,35417123.56,1191976.0,322385.0,91490.0,24527.0,1605851.0,93908157.68999998,24.850814863614712,6.247207280369106,89.54067830282303,58.478749080705484,77.66498699732357,22.33501300267643,16.329219027046634,4.416444019035978,1.2533475915492398,0.3360023650445754,73.11040752512608,19.77363531647262,5.611582099365914,1.5043750590353895
홍천군,2022,8705104.0,212136182.92,2142152.0,168296459.67999998,6562952.0,43839723.24,1557354.0,448549.0,110265.0,25984.0,2116168.0,111722784.22000003,24.36917271982046,6.6798786948312285,78.56420071031373,52.794855710888754,75.3919999117759,24.608000088224106,17.890125149567425,5.15271270739557,1.2666706796380605,0.2984915516230478,72.70044329253946,20.939177051861865,5.1473938357315445,1.2129858198671244
홍천군,2023,8513102.0,202651236.40000007,2061626.0,161065852.7500001,6451476.0,41585383.65,1489722.0,439214.0,108131.0,24559.0,2037067.0,108943544.61,23.804629193917805,6.445871247137864,78.1256409989009,53.48058979405194,75.78290498575019,24.2170950142498,17.4991677534229,5.1592709684437,1.2701715543875782,0.28848473799562135,72.25956599305596,21.304252080639262,5.244937733614147,1.1912441926906239
홍천군,2024,10753383.0,188444492.76,1872675.0,150597246.52000004,8880708.0,37847246.24,1341019.0,409739.0,98146.0,23771.0,1848904.0,98920008.89,17.524205430049314,4.261737492100855,80.41825010746662,53.5019713787195,82.58524782387087,17.41475217612913,12.470670857719846,3.810326480513156,0.9126988223148008,0.22105601558132915,71.60980949710975,21.87987771503331,5.240952113954637,1.2693606739023056
홍천군,2025,12399658.0,196942633.34000003,1886162.0,158790012.14000005,10513496.0,38152621.2,1321368.0,434885.0,104224.0,25685.0,1860477.0,101913570.12999998,15.882908491508397,3.6289186013862564,84.1868366237895,54.7781940491605,84.78859658871237,15.211403411287632,10.65648746118643,3.5072338285459166,0.8405393116487568,0.2071428099065313,70.05591248259694,23.056609135376494,5.525718363533992,1.361760018492579
홍천군,2026,12454657.0,193014627.76,1833767.0,155102993.23999998,10620890.0,37911634.519999996,1283681.0,422569.0,102168.0,25349.0,1808418.0,100695635.46999995,15.497386058885443,3.5695346171554356,84.5816252773662,55.6816153510969,85.27645522474043,14.723544775259567,10.306835427101687,3.392859393879735,0.8203196603487355,0.2035302939294113,70.00240488568068,23.043767283411686,5.571482091236237,1.3823457396713976
