region,year,vis,stay_hours,overnight_vis,overnight_hours,daytrip_vis,daytrip_hours,n1,n2,n3to6,n7p,overnight_ex7_vis,overnight_ex7_hours,avg_stay,daytrip_stay,overnight_stay,overnight_ex7_stay,daytrip_share,overnight_share,n1_share_all,n2_share_all,n3to6_share_all,n7_share_all,n1_share_ovn,n2_share_ovn,n3to6_share_ovn,n7_share_ovn
영월군,2018,3248696.0,82423843.53999999,733034.0,67960175.31000002,2515662.0,14463668.23,502424.0,159212.0,59515.0,11883.0,721151.0,43325411.500000015,25.371362398944065,5.7494481492346745,92.71080919848195,60.078141055063384,77.43605434303487,22.563945656965135,15.465405196423426,4.900797119829002,1.831965810282033,0.36577753043067124,68.54034055719107,21.719592815612916,8.118995844667506,1.6210707825285047
영월군,2019,3237719.0,90553981.44,692065.0,76835770.40999997,2545654.0,13718211.030000001,470692.0,148012.0,59706.0,13655.0,678410.0,47110813.28999999,27.968449837678932,5.388874933514138,111.02392175590438,69.44298181040962,78.62492081616719,21.375079183832817,14.537765630680118,4.571489990329612,1.8440760300693173,0.42174753275376897,68.01268666960473,21.387008445738477,8.627224321414896,1.973080563241892
영월군,2020,3130960.0,94081406.36999997,683832.0,80802392.10999997,2447128.0,13279014.26,454277.0,159150.0,54710.0,15695.0,668137.0,45967398.59,30.048741079413336,5.426366851264012,118.16117425040063,68.79936089454708,78.15903109589392,21.840968904106088,14.50919206888622,5.083105501188134,1.747387382783555,0.5012839512481795,66.4310824880965,23.273260098971676,8.000503047532142,2.295154365399689
영월군,2021,3260266.0,87660598.17999996,708685.0,73870520.45999998,2551581.0,13790077.719999999,458971.0,179934.0,57202.0,12578.0,696107.0,46534583.34,26.88756015000002,5.404522811543117,104.23604346077592,66.84975634492973,78.26296995398535,21.73703004601465,14.07771635811311,5.518997529649421,1.7545194165138673,0.38579674173825085,64.76375258401123,25.389841749155124,8.071569173892492,1.7748364929411515
영월군,2022,3442117.0,91729369.83000001,818661.0,76462694.10000001,2623456.0,15266675.729999999,532355.0,211735.0,61512.0,13059.0,805602.0,48708910.06000001,26.649114434518065,5.819299325012502,93.39970280738915,60.46274718781732,76.21635173935111,23.783648260648896,15.465918212541874,6.151301655347567,1.7870397781365364,0.37938861462291956,65.02752665633272,25.863574788587705,7.5137327904957,1.5951657645838755
영월군,2023,3632915.0,92148679.29,793715.0,76933714.37999998,2839200.0,15214964.91,515645.0,203874.0,61583.0,12613.0,781102.0,49297175.52,25.364942281886584,5.35889155748098,96.92863859193788,63.11234066741604,78.15211751444777,21.847882485552237,14.193698448766348,5.611857145019909,1.6951401285193846,0.347186763246594,64.96601424944723,25.686045998878694,7.758830310627871,1.5891094410462194
영월군,2024,3715746.0,85707633.05999999,719011.0,71864059.59,2996735.0,13843573.469999999,465619.0,182716.0,58439.0,12237.0,706774.0,45493244.71999999,23.06606346612497,4.619552102538262,99.94848422346807,64.36745652782925,80.64961921509166,19.35038078490833,12.530969554969582,4.917343650507866,1.5727393637778257,0.32932821565306136,64.7582582185808,25.41212860443025,8.127692065907198,1.7019211110817496
영월군,2025,3828256.0,88497040.23,705716.0,74805886.52000001,3122540.0,13691153.71,445783.0,188160.0,58641.0,13132.0,692584.0,46539591.86000001,23.11680311609255,4.384620760662794,105.99998656683427,67.1970358252573,81.5656006285891,18.434399371410898,11.64454519238003,4.915031805605477,1.5317941119925105,0.34302826143288223,63.167478135680646,26.6622834114573,8.309433256437433,1.8608051964246242
영월군,2026,4413020.0,88804386.71,752008.0,73411536.19,3661012.0,15392850.52,500298.0,182533.0,56479.0,12698.0,739310.0,45889340.09000001,20.12326858024663,4.204534298166736,97.62068513898788,62.07049828894511,82.95933397084083,17.040666029159173,11.33686228478457,4.136237769146752,1.2798265133627311,0.2877394618651173,66.52828161402539,24.272747098435126,7.5104254210061585,1.6885458665333346
인제군,2018,4519665.0,91351162.95,675223.0,75287448.27,3844442.0,16063714.68,467991.0,136180.0,55850.0,15202.0,660021.0,44628565.85999999,20.211932289229402,4.1784255504439916,111.50012406271705,67.61688773539022,85.06033079885346,14.939669201146547,10.354550613817617,3.0130551711244085,1.235711053805979,0.3363523623985406,69.30910232619446,20.168151855016784,8.271341467929854,2.2514043508589014
인제군,2019,5282242.0,111262483.6,655984.0,92837400.74,4626258.0,18425082.86,451923.0,124234.0,61677.0,18150.0,637834.0,53519934.73000001,21.063496068525446,3.9827184000546443,141.5238797592624,83.90887712163355,87.58133383514047,12.418666164859543,8.555514874176533,2.351917992397925,1.1676291998738415,0.3436040984112428,68.89238152150052,18.938571672479817,9.402211029537305,2.766835776482353
인제군,2020,5037272.0,106707502.57999998,568811.0,90248392.11999997,4468461.0,16459110.459999999,377799.0,116150.0,55678.0,19184.0,549627.0,48484876.58,21.183589565939656,3.683395795554666,158.66147476050915,88.21414628466214,88.70795541713848,11.292044582861518,7.5000714672544975,2.305811558319662,1.1053204988731995,0.3808410584141575,66.41907417402265,20.41978794362275,9.788488619242596,3.372649263112
인제군,2021,4704572.0,106205883.12999997,609011.0,89890560.53999996,4095561.0,16315322.590000002,392765.0,135905.0,60707.0,19634.0,589377.0,49866421.41000001,22.575036183950413,3.983660013854024,147.60088165895192,84.60869937238814,87.05491169016013,12.945088309839875,8.348580912355045,2.8887856323593306,1.290383057162267,0.4173387079632324,64.49226697054733,22.315688879182808,9.968128654490641,3.223915495779223
인제군,2022,5031900.0,116829448.24000002,690201.0,99016782.92999999,4341699.0,17812665.31,446877.0,151867.0,69033.0,22424.0,667777.0,53939203.859999985,23.21776033704963,4.102694661698105,143.4607932037189,80.77427623293403,86.28349132534431,13.716508674655698,8.880879985691289,3.018084620123611,1.3719072318607286,0.4456368369800672,64.74592184015961,22.00330048782891,10.001869020763516,3.24890865124797
인제군,2023,4931836.0,106235024.11000001,676119.0,88553513.73000002,4255717.0,17681510.38,444661.0,150606.0,62555.0,18297.0,657822.0,51405321.80000001,21.54066439151667,4.154766489407073,130.9732661410196,78.14472881721805,86.2907241846647,13.709275815335303,9.016135167511653,3.0537511790740814,1.2683917307874797,0.37099773796208957,65.76667716777668,22.27507287918251,9.252069532138574,2.7061804209022378
인제군,2024,4795748.0,96242937.98,614584.0,81139631.37,4181164.0,15103306.61,399639.0,139197.0,59118.0,16630.0,597954.0,47666278.480000004,20.068389327379172,3.6122253539923332,132.02366376280543,79.71562775731913,87.18481454822063,12.815185451779367,8.333194321302955,2.902508638902628,1.2327169817930383,0.34676550978074744,65.0259362430522,22.648978821446704,9.619189565624877,2.705895369876209
인제군,2025,5013497.0,97599222.22999996,605160.0,82467565.59999996,4408337.0,15131656.63,388066.0,138269.0,61789.0,17036.0,588124.0,47459321.21,19.46729443141184,3.432509045928204,136.2739863837662,80.69611376172372,87.9293834223896,12.0706165776104,7.7404254954176706,2.757935229641107,1.2324531160585117,0.3398027364931105,64.1261815057175,22.84833762971776,10.210357591380792,2.8151232731839513
인제군,2026,6973087.0,102941360.0,632428.0,87425078.59,6340659.0,15516281.41,406288.0,141422.0,66402.0,18316.0,614112.0,50653633.71999999,14.762666807398215,2.447108638076894,138.23720421929454,82.4827290787348,90.9304444358718,9.069555564128198,5.826515573375178,2.0281117961098145,0.9522611721322278,0.26266702251097684,64.24256990519079,22.3617550140095,10.499535124947029,2.896139955852682
정선군,2018,4175981.0,142068145.46,1346426.0,118766687.01999998,2829555.0,23301458.439999998,920757.0,303493.0,100975.0,21201.0,1325225.0,77465108.04999998,34.020304560772665,8.23502580441094,88.20884847737639,58.45430628761152,67.75785138869166,32.24214861130834,22.048879053807955,7.267585748115233,2.4179947178878445,0.5076890914973032,68.3852658816749,22.540637212888047,7.499483818642837,1.5746130867942238
정선군,2019,4159890.0,147828001.78,1343255.0,124639716.44,2816635.0,23188285.339999996,918773.0,304725.0,99713.0,20044.0,1323211.0,81492598.49000001,35.536517018478854,8.232619895726637,92.78931881139471,61.5870019898565,67.70936250718168,32.29063749281832,22.086473440403473,7.325313890511528,2.397010497873742,0.48183966402957773,68.39900093429766,22.685566031766122,7.423236838872738,1.4921961950634839
