_조회_시도,_조회_시군구,_조회_SGG_CD,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
서울특별시,노원구,11350,월계1동,월계1동,180462.0,425.0,7.7,180462.0,425.0,100.0
서울특별시,노원구,11350,월계2동,월계2동,62126.0,249.0,2.6,62126.0,249.0,100.0
서울특별시,노원구,11350,월계3동,월계3동,110921.0,333.0,4.7,110921.0,333.0,100.0
서울특별시,노원구,11350,공릉1동,공릉1동,269701.0,519.0,11.5,269701.0,519.0,100.0
서울특별시,노원구,11350,공릉2동,공릉2동,301895.0,549.0,12.9,301895.0,549.0,100.0
서울특별시,노원구,11350,하계1동,하계1동,161394.0,402.0,6.9,161394.0,402.0,100.0
서울특별시,노원구,11350,하계2동,하계2동,41385.0,203.0,1.8,41385.0,203.0,100.0
서울특별시,노원구,11350,중계본동,중계본동,49248.0,222.0,2.1,49248.0,222.0,100.0
서울특별시,노원구,11350,중계1동,중계1동,54447.0,233.0,2.3,54447.0,233.0,100.0
서울특별시,노원구,11350,중계4동,중계4동,53804.0,232.0,2.3,53804.0,232.0,100.0
서울특별시,노원구,11350,중계2.3동,중계2.3동,113073.0,336.0,4.8,113073.0,336.0,100.0
서울특별시,노원구,11350,상계1동,상계1동,154237.0,393.0,6.6,154237.0,393.0,100.0
서울특별시,노원구,11350,상계2동,상계2동,179259.0,423.0,7.6,179259.0,423.0,100.0
서울특별시,노원구,11350,상계3.4동,상계3.4동,67009.0,259.0,2.9,67009.0,259.0,100.0
서울특별시,노원구,11350,상계5동,상계5동,58044.0,241.0,2.5,58044.0,241.0,100.0
서울특별시,노원구,11350,상계6.7동,상계6.7동,267071.0,517.0,11.4,267071.0,517.0,100.0
서울특별시,노원구,11350,상계8동,상계8동,45924.0,214.0,2.0,45924.0,214.0,100.0
서울특별시,노원구,11350,상계9동,상계9동,46557.0,216.0,2.0,46557.0,216.0,100.0
서울특별시,노원구,11350,상계10동,상계10동,129186.0,359.0,5.5,129186.0,359.0,100.0
서울특별시,도봉구,11320,창1동,창1동,134188.0,366.0,11.8,134188.0,366.0,100.0
서울특별시,도봉구,11320,창2동,창2동,57850.0,241.0,5.1,57850.0,241.0,100.0
서울특별시,도봉구,11320,창3동,창3동,35250.0,188.0,3.1,35250.0,188.0,100.0
서울특별시,도봉구,11320,창4동,창4동,109991.0,332.0,9.7,109991.0,332.0,100.0
서울특별시,도봉구,11320,창5동,창5동,116187.0,341.0,10.2,116187.0,341.0,100.0
서울특별시,도봉구,11320,도봉1동,도봉1동,76758.0,277.0,6.7,76758.0,277.0,100.0
서울특별시,도봉구,11320,도봉2동,도봉2동,99319.0,315.0,8.7,99319.0,315.0,100.0
서울특별시,도봉구,11320,쌍문1동,쌍문1동,96804.0,311.0,8.5,96804.0,311.0,100.0
서울특별시,도봉구,11320,쌍문2동,쌍문2동,75537.0,275.0,6.6,75537.0,275.0,100.0
서울특별시,도봉구,11320,쌍문3동,쌍문3동,66788.0,258.0,5.9,66788.0,258.0,100.0
서울특별시,도봉구,11320,쌍문4동,쌍문4동,46102.0,215.0,4.0,46102.0,215.0,100.0
서울특별시,도봉구,11320,방학1동,방학1동,141518.0,376.0,12.4,141518.0,376.0,100.0
서울특별시,도봉구,11320,방학2동,방학2동,35325.0,188.0,3.1,35325.0,188.0,100.0
서울특별시,도봉구,11320,방학3동,방학3동,46885.0,217.0,4.1,46885.0,217.0,100.0
서울특별시,동대문구,11230,신설동,신설동,283608.0,533.0,3.6,283608.0,533.0,100.0
서울특별시,동대문구,11230,용두동,용두동,83417.0,289.0,1.0,83417.0,289.0,100.0
서울특별시,동대문구,11230,용신동,용신동,1213696.0,1102.0,15.2,1010818.0,1005.0,83.3
서울특별시,동대문구,11230,_,_,1213696.0,1102.0,15.2,202877.0,450.0,16.7
서울특별시,동대문구,11230,제기동,제기동,1098536.0,1048.0,13.8,1098536.0,1048.0,100.0
서울특별시,동대문구,11230,전농1동,전농1동,790215.0,889.0,9.9,790215.0,889.0,100.0
서울특별시,동대문구,11230,전농2동,전농2동,130727.0,362.0,1.6,130727.0,362.0,100.0
서울특별시,동대문구,11230,답십리1동,답십리1동,229501.0,479.0,2.9,229501.0,479.0,100.0
서울특별시,동대문구,11230,답십리2동,답십리2동,249977.0,500.0,3.1,249977.0,500.0,100.0
서울특별시,동대문구,11230,장안1동,장안1동,920509.0,959.0,11.5,920509.0,959.0,100.0
서울특별시,동대문구,11230,장안2동,장안2동,227112.0,477.0,2.8,227112.0,477.0,100.0
서울특별시,동대문구,11230,청량리동,청량리동,339979.0,583.0,4.3,339979.0,583.0,100.0
서울특별시,동대문구,11230,회기동,회기동,800888.0,895.0,10.0,800888.0,895.0,100.0
서울특별시,동대문구,11230,휘경1동,휘경1동,485217.0,697.0,6.1,485217.0,697.0,100.0
서울특별시,동대문구,11230,휘경2동,휘경2동,237847.0,488.0,3.0,237847.0,488.0,100.0
서울특별시,동대문구,11230,이문1동,이문1동,718252.0,847.0,9.0,718252.0,847.0,100.0
서울특별시,동대문구,11230,이문2동,이문2동,164735.0,406.0,2.1,164735.0,406.0,100.0
서울특별시,동작구,11590,노량진1동,노량진1동,963307.0,981.0,18.9,963307.0,981.0,100.0
서울특별시,동작구,11590,노량진2동,노량진2동,369676.0,608.0,7.3,369676.0,608.0,100.0
서울특별시,동작구,11590,상도1동,상도1동,531934.0,729.0,10.4,531934.0,729.0,100.0
서울특별시,동작구,11590,상도2동,상도2동,156027.0,395.0,3.1,156027.0,395.0,100.0
서울특별시,동작구,11590,상도3동,상도3동,97727.0,313.0,1.9,97727.0,313.0,100.0
서울특별시,동작구,11590,상도4동,상도4동,100565.0,317.0,2.0,100565.0,317.0,100.0
서울특별시,동작구,11590,흑석동,흑석동,613406.0,783.0,12.0,613406.0,783.0,100.0
서울특별시,동작구,11590,사당1동,사당1동,327745.0,572.0,6.4,327745.0,572.0,100.0
서울특별시,동작구,11590,사당2동,사당2동,665598.0,816.0,13.1,665598.0,816.0,100.0
서울특별시,동작구,11590,사당3동,사당3동,95218.0,309.0,1.9,95218.0,309.0,100.0
서울특별시,동작구,11590,사당4동,사당4동,67242.0,259.0,1.3,67242.0,259.0,100.0
서울특별시,동작구,11590,사당5동,사당5동,67688.0,260.0,1.3,67688.0,260.0,100.0
서울특별시,동작구,11590,대방동,대방동,371332.0,609.0,7.3,371332.0,609.0,100.0
서울특별시,동작구,11590,신대방1동,신대방1동,462249.0,680.0,9.1,462249.0,680.0,100.0
서울특별시,동작구,11590,신대방2동,신대방2동,205822.0,454.0,4.0,205822.0,454.0,100.0
서울특별시,마포구,11440,아현동,아현동,1259806.0,1122.0,2.5,1259806.0,1122.0,100.0
서울특별시,마포구,11440,공덕동,공덕동,1732876.0,1316.0,3.4,1732876.0,1316.0,100.0
서울특별시,마포구,11440,도화동,도화동,3081697.0,1755.0,6.1,3081697.0,1755.0,100.0
서울특별시,마포구,11440,용강동,용강동,3652005.0,1911.0,7.3,3652005.0,1911.0,100.0
서울특별시,마포구,11440,대흥동,대흥동,1754600.0,1325.0,3.5,1754600.0,1325.0,100.0
서울특별시,마포구,11440,염리동,염리동,399680.0,632.0,0.8,399680.0,632.0,100.0
서울특별시,마포구,11440,신수동,신수동,625134.0,791.0,1.2,625134.0,791.0,100.0
서울특별시,마포구,11440,서강동,서강동,2191240.0,1480.0,4.4,2191240.0,1480.0,100.0
서울특별시,마포구,11440,서교동,서교동,23062149.0,4802.0,45.9,23062149.0,4802.0,100.0
서울특별시,마포구,11440,합정동,합정동,2861723.0,1692.0,5.7,2861723.0,1692.0,100.0
서울특별시,마포구,11440,망원1동,망원1동,1218835.0,1104.0,2.4,1218835.0,1104.0,100.0
서울특별시,마포구,11440,망원2동,망원2동,530137.0,728.0,1.1,530137.0,728.0,100.0
서울특별시,마포구,11440,연남동,연남동,3744982.0,1935.0,7.5,3744982.0,1935.0,100.0
서울특별시,마포구,11440,성산1동,성산1동,1180014.0,1086.0,2.3,1180014.0,1086.0,100.0
서울특별시,마포구,11440,성산2동,성산2동,566890.0,753.0,1.1,566890.0,753.0,100.0
서울특별시,마포구,11440,상암동,상암동,2376607.0,1542.0,4.7,2376607.0,1542.0,100.0
서울특별시,서대문구,11410,천연동,천연동,291228.0,540.0,2.0,291228.0,540.0,100.0
서울특별시,서대문구,11410,북아현동,북아현동,566428.0,753.0,3.9,566428.0,753.0,100.0
서울특별시,서대문구,11410,충현동,충현동,1546117.0,1243.0,10.8,1546117.0,1243.0,100.0
서울특별시,서대문구,11410,신촌동,신촌동,6658082.0,2580.0,46.3,6658082.0,2580.0,100.0
서울특별시,서대문구,11410,연희동,연희동,2783261.0,1668.0,19.4,2783261.0,1668.0,100.0
서울특별시,서대문구,11410,홍제1동,홍제1동,583351.0,764.0,4.1,583351.0,764.0,100.0
서울특별시,서대문구,11410,홍제3동,홍제3동,117961.0,343.0,0.8,117961.0,343.0,100.0
서울특별시,서대문구,11410,홍제2동,홍제2동,169333.0,412.0,1.2,169333.0,412.0,100.0
서울특별시,서대문구,11410,홍은1동,홍은1동,105553.0,325.0,0.7,105553.0,325.0,100.0
서울특별시,서대문구,11410,홍은2동,홍은2동,594093.0,771.0,4.1,594093.0,771.0,100.0
서울특별시,서대문구,11410,남가좌1동,남가좌1동,163596.0,404.0,1.1,163596.0,404.0,100.0
서울특별시,서대문구,11410,남가좌2동,남가좌2동,478175.0,692.0,3.3,478175.0,692.0,100.0
서울특별시,서대문구,11410,북가좌1동,북가좌1동,170280.0,413.0,1.2,170280.0,413.0,100.0
서울특별시,서대문구,11410,북가좌2동,북가좌2동,140685.0,375.0,1.0,140685.0,375.0,100.0
서울특별시,서초구,11650,서초1동,서초1동,884217.0,940.0,4.7,884217.0,940.0,100.0
서울특별시,서초구,11650,서초2동,서초2동,2592078.0,1610.0,13.7,2592078.0,1610.0,100.0
서울특별시,서초구,11650,서초3동,서초3동,1400504.0,1183.0,7.4,1400504.0,1183.0,100.0
서울특별시,서초구,11650,서초4동,서초4동,2768665.0,1664.0,14.7,2768665.0,1664.0,100.0
서울특별시,서초구,11650,잠원동,잠원동,1720049.0,1312.0,9.1,1720049.0,1312.0,100.0
서울특별시,서초구,11650,반포본동,반포본동,304358.0,552.0,1.6,304358.0,552.0,100.0
서울특별시,서초구,11650,반포1동,반포1동,1429892.0,1196.0,7.6,1429892.0,1196.0,100.0
서울특별시,서초구,11650,반포2동,반포2동,1134722.0,1065.0,6.0,1134722.0,1065.0,100.0
서울특별시,서초구,11650,반포3동,반포3동,1892097.0,1376.0,10.0,1892097.0,1376.0,100.0
서울특별시,서초구,11650,반포4동,반포4동,2080534.0,1442.0,11.0,2080534.0,1442.0,100.0
서울특별시,서초구,11650,방배본동,방배본동,197087.0,444.0,1.0,197087.0,444.0,100.0
서울특별시,서초구,11650,방배1동,방배1동,223201.0,472.0,1.2,223201.0,472.0,100.0
서울특별시,서초구,11650,방배2동,방배2동,270950.0,521.0,1.4,270950.0,521.0,100.0
서울특별시,서초구,11650,방배3동,방배3동,224937.0,474.0,1.2,224937.0,474.0,100.0
서울특별시,서초구,11650,방배4동,방배4동,204047.0,452.0,1.1,204047.0,452.0,100.0
서울특별시,서초구,11650,양재1동,양재1동,635503.0,797.0,3.4,635503.0,797.0,100.0
서울특별시,서초구,11650,양재2동,양재2동,697777.0,835.0,3.7,697777.0,835.0,100.0
서울특별시,서초구,11650,내곡동,내곡동,224738.0,474.0,1.2,224738.0,474.0,100.0
서울특별시,성동구,11200,왕십리2동,왕십리2동,271177.0,521.0,1.2,271177.0,521.0,100.0
서울특별시,성동구,11200,왕십리도선동,왕십리도선동,600760.0,775.0,2.7,600760.0,775.0,100.0
서울특별시,성동구,11200,마장동,마장동,645937.0,804.0,2.9,645937.0,804.0,100.0
서울특별시,성동구,11200,사근동,사근동,923537.0,961.0,4.2,923537.0,961.0,100.0
서울특별시,성동구,11200,행당1동,행당1동,849946.0,922.0,3.9,849946.0,922.0,100.0
서울특별시,성동구,11200,행당2동,행당2동,153414.0,392.0,0.7,153414.0,392.0,100.0
서울특별시,성동구,11200,응봉동,응봉동,143762.0,379.0,0.7,143762.0,379.0,100.0
서울특별시,성동구,11200,금호1가동,금호1가동,126078.0,355.0,0.6,126078.0,355.0,100.0
서울특별시,성동구,11200,금호2.3가동,금호2.3가동,117248.0,342.0,0.5,117248.0,342.0,100.0
서울특별시,성동구,11200,금호4가동,금호4가동,243516.0,493.0,1.1,243516.0,493.0,100.0
서울특별시,성동구,11200,옥수동,옥수동,723848.0,851.0,3.3,723848.0,851.0,100.0
서울특별시,성동구,11200,성수1가1동,성수1가1동,3272525.0,1809.0,14.9,3272525.0,1809.0,100.0
서울특별시,성동구,11200,성수1가2동,성수1가2동,2614610.0,1617.0,11.9,2614610.0,1617.0,100.0
서울특별시,성동구,11200,성수2가1동,성수2가1동,3670571.0,1916.0,16.7,3670571.0,1916.0,100.0
서울특별시,성동구,11200,성수2가3동,성수2가3동,6538997.0,2557.0,29.7,6538997.0,2557.0,100.0
서울특별시,성동구,11200,송정동,송정동,218273.0,467.0,1.0,218273.0,467.0,100.0
서울특별시,성동구,11200,용답동,용답동,895098.0,946.0,4.1,895098.0,946.0,100.0
서울특별시,성북구,11290,성북동,성북동,719841.0,848.0,12.5,719841.0,848.0,100.0
서울특별시,성북구,11290,삼선동,삼선동,459630.0,678.0,8.0,459630.0,678.0,100.0
서울특별시,성북구,11290,동선동,동선동,891231.0,944.0,15.5,891231.0,944.0,100.0
서울특별시,성북구,11290,돈암1동,돈암1동,78291.0,280.0,1.4,78291.0,280.0,100.0
서울특별시,성북구,11290,돈암2동,돈암2동,83624.0,289.0,1.5,83624.0,289.0,100.0
서울특별시,성북구,11290,안암동,안암동,976717.0,988.0,16.9,976717.0,988.0,100.0
서울특별시,성북구,11290,보문동,보문동,220396.0,469.0,3.8,220396.0,469.0,100.0
서울특별시,성북구,11290,정릉1동,정릉1동,111744.0,334.0,1.9,111744.0,334.0,100.0
서울특별시,성북구,11290,정릉2동,정릉2동,154704.0,393.0,2.7,154704.0,393.0,100.0
서울특별시,성북구,11290,정릉3동,정릉3동,327828.0,573.0,5.7,327828.0,573.0,100.0
서울특별시,성북구,11290,정릉4동,정릉4동,219960.0,469.0,3.8,219960.0,469.0,100.0
서울특별시,성북구,11290,길음1동,길음1동,137175.0,370.0,2.4,137175.0,370.0,100.0
서울특별시,성북구,11290,길음2동,길음2동,136629.0,370.0,2.4,136629.0,370.0,100.0
서울특별시,성북구,11290,종암동,종암동,475686.0,690.0,8.3,475686.0,690.0,100.0
서울특별시,성북구,11290,월곡1동,월곡1동,129452.0,360.0,2.2,129452.0,360.0,100.0
서울특별시,성북구,11290,월곡2동,월곡2동,158398.0,398.0,2.7,158398.0,398.0,100.0
서울특별시,성북구,11290,장위1동,장위1동,62371.0,250.0,1.1,62371.0,250.0,100.0
서울특별시,성북구,11290,장위2동,장위2동,62099.0,249.0,1.1,62099.0,249.0,100.0
서울특별시,성북구,11290,장위3동,장위3동,73402.0,271.0,1.3,73402.0,271.0,100.0
서울특별시,성북구,11290,석관동,석관동,285311.0,534.0,4.9,285311.0,534.0,100.0
서울특별시,송파구,11710,풍납1동,풍납1동,103291.0,321.0,0.6,103291.0,321.0,100.0
서울특별시,송파구,11710,풍납2동,풍납2동,311720.0,558.0,1.8,311720.0,558.0,100.0
서울특별시,송파구,11710,거여1동,거여1동,44712.0,211.0,0.3,44712.0,211.0,100.0
서울특별시,송파구,11710,거여2동,거여2동,75791.0,275.0,0.4,75791.0,275.0,100.0
서울특별시,송파구,11710,마천1동,마천1동,50533.0,225.0,0.3,50533.0,225.0,100.0
서울특별시,송파구,11710,마천2동,마천2동,65179.0,255.0,0.4,65179.0,255.0,100.0
서울특별시,송파구,11710,방이1동,방이1동,169546.0,412.0,1.0,169546.0,412.0,100.0
서울특별시,송파구,11710,방이2동,방이2동,1233009.0,1110.0,7.2,1233009.0,1110.0,100.0
서울특별시,송파구,11710,오륜동,오륜동,979903.0,990.0,5.7,979903.0,990.0,100.0
서울특별시,송파구,11710,오금동,오금동,188222.0,434.0,1.1,188222.0,434.0,100.0
서울특별시,송파구,11710,송파1동,송파1동,800239.0,895.0,4.7,800239.0,895.0,100.0
서울특별시,송파구,11710,송파2동,송파2동,109985.0,332.0,0.6,109985.0,332.0,100.0
서울특별시,송파구,11710,석촌동,석촌동,723089.0,850.0,4.2,723089.0,850.0,100.0
서울특별시,송파구,11710,삼전동,삼전동,228027.0,478.0,1.3,228027.0,478.0,100.0
서울특별시,송파구,11710,가락본동,가락본동,231384.0,481.0,1.4,231384.0,481.0,100.0
서울특별시,송파구,11710,가락1동,가락1동,247868.0,498.0,1.5,247868.0,498.0,100.0
서울특별시,송파구,11710,가락2동,가락2동,109439.0,331.0,0.6,109439.0,331.0,100.0
서울특별시,송파구,11710,문정1동,문정1동,385220.0,621.0,2.3,385220.0,621.0,100.0
서울특별시,송파구,11710,문정2동,문정2동,650870.0,807.0,3.8,650870.0,807.0,100.0
서울특별시,송파구,11710,장지동,장지동,190503.0,436.0,1.1,190503.0,436.0,100.0
서울특별시,송파구,11710,위례동,위례동,132104.0,363.0,0.8,132104.0,363.0,100.0
서울특별시,송파구,11710,잠실본동,잠실본동,601406.0,776.0,3.5,601406.0,776.0,100.0
서울특별시,송파구,11710,잠실2동,잠실2동,963380.0,982.0,5.6,963380.0,982.0,100.0
서울특별시,송파구,11710,잠실3동,잠실3동,3381939.0,1839.0,19.8,3381939.0,1839.0,100.0
서울특별시,송파구,11710,잠실4동,잠실4동,285690.0,534.0,1.7,285690.0,534.0,100.0
서울특별시,송파구,11710,잠실6동,잠실6동,4618179.0,2149.0,27.1,4618179.0,2149.0,100.0
서울특별시,송파구,11710,잠실7동,잠실7동,189147.0,435.0,1.1,189147.0,435.0,100.0
서울특별시,양천구,11470,목1동,목1동,470882.0,686.0,18.1,470882.0,686.0,100.0
서울특별시,양천구,11470,목2동,목2동,396028.0,629.0,15.2,396028.0,629.0,100.0
서울특별시,양천구,11470,목3동,목3동,92743.0,305.0,3.6,92743.0,305.0,100.0
서울특별시,양천구,11470,목4동,목4동,84909.0,291.0,3.3,84909.0,291.0,100.0
서울특별시,양천구,11470,목5동,목5동,195481.0,442.0,7.5,195481.0,442.0,100.0
서울특별시,양천구,11470,신월1동,신월1동,91386.0,302.0,3.5,91386.0,302.0,100.0
서울특별시,양천구,11470,신월2동,신월2동,71219.0,267.0,2.7,71219.0,267.0,100.0
서울특별시,양천구,11470,신월3동,신월3동,70983.0,266.0,2.7,70983.0,266.0,100.0
서울특별시,양천구,11470,신월4동,신월4동,27666.0,166.0,1.1,27666.0,166.0,100.0
서울특별시,양천구,11470,신월5동,신월5동,90271.0,300.0,3.5,90271.0,300.0,100.0
서울특별시,양천구,11470,신월6동,신월6동,41785.0,204.0,1.6,41785.0,204.0,100.0
서울특별시,양천구,11470,신월7동,신월7동,79191.0,281.0,3.0,79191.0,281.0,100.0
서울특별시,양천구,11470,신정1동,신정1동,63782.0,253.0,2.5,63782.0,253.0,100.0
서울특별시,양천구,11470,신정2동,신정2동,104386.0,323.0,4.0,104386.0,323.0,100.0
서울특별시,양천구,11470,신정3동,신정3동,210027.0,458.0,8.1,210027.0,458.0,100.0
서울특별시,양천구,11470,신정4동,신정4동,258500.0,508.0,10.0,258500.0,508.0,100.0
서울특별시,양천구,11470,신정6동,신정6동,115476.0,340.0,4.4,115476.0,340.0,100.0
서울특별시,양천구,11470,신정7동,신정7동,132269.0,364.0,5.1,132269.0,364.0,100.0
서울특별시,영등포구,11560,영등포본동,영등포본동,875435.0,936.0,4.6,875435.0,936.0,100.0
서울특별시,영등포구,11560,영등포동,영등포동,3134243.0,1770.0,16.5,3134243.0,1770.0,100.0
서울특별시,영등포구,11560,여의동,여의동,7406829.0,2722.0,38.9,7406829.0,2722.0,100.0
서울특별시,영등포구,11560,당산1동,당산1동,437405.0,661.0,2.3,437405.0,661.0,100.0
서울특별시,영등포구,11560,당산2동,당산2동,939687.0,969.0,4.9,939687.0,969.0,100.0
서울특별시,영등포구,11560,도림동,도림동,280111.0,529.0,1.5,280111.0,529.0,100.0
서울특별시,영등포구,11560,문래동,문래동,683482.0,827.0,3.6,683482.0,827.0,100.0
서울특별시,영등포구,11560,양평1동,양평1동,618896.0,787.0,3.3,618896.0,787.0,100.0
서울특별시,영등포구,11560,양평2동,양평2동,793010.0,891.0,4.2,793010.0,891.0,100.0
서울특별시,영등포구,11560,신길1동,신길1동,468219.0,684.0,2.5,468219.0,684.0,100.0
서울특별시,영등포구,11560,신길3동,신길3동,225791.0,475.0,1.2,225791.0,475.0,100.0
서울특별시,영등포구,11560,신길4동,신길4동,64876.0,255.0,0.3,64876.0,255.0,100.0
서울특별시,영등포구,11560,신길5동,신길5동,169389.0,412.0,0.9,169389.0,412.0,100.0
서울특별시,영등포구,11560,신길6동,신길6동,210695.0,459.0,1.1,210695.0,459.0,100.0
서울특별시,영등포구,11560,신길7동,신길7동,203944.0,452.0,1.1,203944.0,452.0,100.0
서울특별시,영등포구,11560,대림1동,대림1동,345625.0,588.0,1.8,345625.0,588.0,100.0
서울특별시,영등포구,11560,대림2동,대림2동,1254069.0,1120.0,6.6,1254069.0,1120.0,100.0
서울특별시,영등포구,11560,대림3동,대림3동,921366.0,960.0,4.8,921366.0,960.0,100.0
서울특별시,용산구,11170,후암동,후암동,1051675.0,1026.0,2.9,1051675.0,1026.0,100.0
서울특별시,용산구,11170,용산2가동,용산2가동,2355552.0,1535.0,6.4,2355552.0,1535.0,100.0
서울특별시,용산구,11170,남영동,남영동,9176001.0,3029.0,24.9,9176001.0,3029.0,100.0
서울특별시,용산구,11170,청파동,청파동,1946437.0,1395.0,5.3,1946437.0,1395.0,100.0
서울특별시,용산구,11170,원효로1동,원효로1동,795427.0,892.0,2.2,795427.0,892.0,100.0
서울특별시,용산구,11170,원효로2동,원효로2동,335440.0,579.0,0.9,335440.0,579.0,100.0
서울특별시,용산구,11170,효창동,효창동,162165.0,403.0,0.4,162165.0,403.0,100.0
서울특별시,용산구,11170,용문동,용문동,268729.0,518.0,0.7,268729.0,518.0,100.0
서울특별시,용산구,11170,한강로동,한강로동,6729604.0,2594.0,18.3,6729604.0,2594.0,100.0
서울특별시,용산구,11170,이촌1동,이촌1동,571482.0,756.0,1.6,571482.0,756.0,100.0
서울특별시,용산구,11170,이촌2동,이촌2동,420890.0,649.0,1.1,420890.0,649.0,100.0
서울특별시,용산구,11170,이태원1동,이태원1동,4656621.0,2158.0,12.6,4656621.0,2158.0,100.0
서울특별시,용산구,11170,이태원2동,이태원2동,1238248.0,1113.0,3.4,1238248.0,1113.0,100.0
서울특별시,용산구,11170,한남동,한남동,5144904.0,2268.0,14.0,5144904.0,2268.0,100.0
서울특별시,용산구,11170,서빙고동,서빙고동,1664950.0,1290.0,4.5,1664950.0,1290.0,100.0
서울특별시,용산구,11170,보광동,보광동,322027.0,567.0,0.9,322027.0,567.0,100.0
서울특별시,은평구,11380,녹번동,녹번동,282168.0,531.0,8.2,282168.0,531.0,100.0
서울특별시,은평구,11380,불광1동,불광1동,235839.0,486.0,6.9,235839.0,486.0,100.0
서울특별시,은평구,11380,불광2동,불광2동,133939.0,366.0,3.9,133939.0,366.0,100.0
서울특별시,은평구,11380,갈현1동,갈현1동,115413.0,340.0,3.4,115413.0,340.0,100.0
서울특별시,은평구,11380,갈현2동,갈현2동,87126.0,295.0,2.5,87126.0,295.0,100.0
서울특별시,은평구,11380,구산동,구산동,69581.0,264.0,2.0,69581.0,264.0,100.0
서울특별시,은평구,11380,대조동,대조동,221887.0,471.0,6.5,221887.0,471.0,100.0
서울특별시,은평구,11380,응암1동,응암1동,213838.0,462.0,6.2,213838.0,462.0,100.0
서울특별시,은평구,11380,응암2동,응암2동,104996.0,324.0,3.1,104996.0,324.0,100.0
서울특별시,은평구,11380,응암3동,응암3동,340215.0,583.0,9.9,340215.0,583.0,100.0
서울특별시,은평구,11380,역촌동,역촌동,178444.0,422.0,5.2,178444.0,422.0,100.0
서울특별시,은평구,11380,신사1동,신사1동,109204.0,330.0,3.2,109204.0,330.0,100.0
서울특별시,은평구,11380,신사2동,신사2동,256000.0,506.0,7.5,256000.0,506.0,100.0
서울특별시,은평구,11380,증산동,증산동,100897.0,318.0,2.9,100897.0,318.0,100.0
서울특별시,은평구,11380,수색동,수색동,226200.0,476.0,6.6,226200.0,476.0,100.0
서울특별시,은평구,11380,진관동,진관동,757416.0,870.0,22.1,757416.0,870.0,100.0
서울특별시,종로구,11110,청운효자동,청운효자동,4677893.0,2163.0,7.5,4677893.0,2163.0,100.0
서울특별시,종로구,11110,사직동,사직동,7950484.0,2820.0,12.7,7950484.0,2820.0,100.0
서울특별시,종로구,11110,삼청동,삼청동,4717788.0,2172.0,7.6,4717788.0,2172.0,100.0
서울특별시,종로구,11110,부암동,부암동,1202699.0,1097.0,1.9,1202699.0,1097.0,100.0
서울특별시,종로구,11110,평창동,평창동,323101.0,568.0,0.5,323101.0,568.0,100.0
서울특별시,종로구,11110,무악동,무악동,122937.0,351.0,0.2,122937.0,351.0,100.0
서울특별시,종로구,11110,교남동,교남동,861029.0,928.0,1.4,861029.0,928.0,100.0
서울특별시,종로구,11110,가회동,가회동,5158951.0,2271.0,8.3,5158951.0,2271.0,100.0
서울특별시,종로구,11110,종로1.2.3.4가동,종로1.2.3.4가동,23649881.0,4863.0,37.9,23649881.0,4863.0,100.0
서울특별시,종로구,11110,종로5.6가동,종로5.6가동,6464572.0,2543.0,10.3,6464572.0,2543.0,100.0
서울특별시,종로구,11110,이화동,이화동,1183118.0,1088.0,1.9,1183118.0,1088.0,100.0
서울특별시,종로구,11110,혜화동,혜화동,1257775.0,1122.0,2.0,1257775.0,1122.0,100.0
서울특별시,종로구,11110,창신1동,창신1동,2448304.0,1565.0,3.9,2448304.0,1565.0,100.0
서울특별시,종로구,11110,창신2동,창신2동,366023.0,605.0,0.6,366023.0,605.0,100.0
서울특별시,종로구,11110,창신3동,창신3동,70033.0,265.0,0.1,70033.0,265.0,100.0
서울특별시,종로구,11110,숭인1동,숭인1동,216020.0,465.0,0.3,216020.0,465.0,100.0
서울특별시,종로구,11110,숭인2동,숭인2동,1798625.0,1341.0,2.9,1798625.0,1341.0,100.0
서울특별시,중구,11140,소공동,소공동,13936350.0,3733.0,10.6,13936350.0,3733.0,100.0
서울특별시,중구,11140,회현동,회현동,15068622.0,3882.0,11.5,15068622.0,3882.0,100.0
서울특별시,중구,11140,명동,명동,50448305.0,7103.0,38.4,50448305.0,7103.0,100.0
서울특별시,중구,11140,필동,필동,8891411.0,2982.0,6.8,8891411.0,2982.0,100.0
서울특별시,중구,11140,장충동,장충동,4411662.0,2100.0,3.4,4411662.0,2100.0,100.0
서울특별시,중구,11140,광희동,광희동,18050857.0,4249.0,13.7,18050857.0,4249.0,100.0
서울특별시,중구,11140,을지로동,을지로동,10344028.0,3216.0,7.9,10344028.0,3216.0,100.0
서울특별시,중구,11140,신당동,신당동,5705899.0,2389.0,4.3,5705899.0,2389.0,100.0
서울특별시,중구,11140,다산동,다산동,620580.0,788.0,0.5,620580.0,788.0,100.0
서울특별시,중구,11140,약수동,약수동,283438.0,532.0,0.2,283438.0,532.0,100.0
서울특별시,중구,11140,청구동,청구동,583858.0,764.0,0.4,583858.0,764.0,100.0
서울특별시,중구,11140,신당5동,신당5동,285434.0,534.0,0.2,285434.0,534.0,100.0
서울특별시,중구,11140,동화동,동화동,245740.0,496.0,0.2,245740.0,496.0,100.0
서울특별시,중구,11140,황학동,황학동,631490.0,795.0,0.5,631490.0,795.0,100.0
