R:기초단체,R:광역단체,R:기준연월,C:숙박일수,C:방문자유형별,V:관광객수,V:숙박자수,V:숙박체류시간
대덕구,대전광역시,202608,1박,외지인(b),90898.0,2.79,4502799.55
대덕구,대전광역시,202608,2박,외국인(c),133.0,3.69,9129.27
대덕구,대전광역시,202608,2박,외지인(b),20106.0,2.79,1843840.66
대덕구,대전광역시,202608,3박,외국인(c),59.0,3.69,10673.25
대덕구,대전광역시,202608,3박,외지인(b),7977.0,2.79,2100468.35
대덕구,대전광역시,202608,4박,외국인(c),48.0,3.69,15527.82
대덕구,대전광역시,202608,4박,외지인(b),4216.0,2.79,2153861.99
대덕구,대전광역시,202608,5박,외국인(c),25.0,3.69,11813.12
대덕구,대전광역시,202608,5박,외지인(b),2773.0,2.79,2125728.01
대덕구,대전광역시,202608,6박,외국인(c),42.0,3.69,28511.65
대덕구,대전광역시,202608,6박,외지인(b),1803.0,2.79,2009596.33
대덕구,대전광역시,202608,7박이상,외국인(c),55.0,3.69,68369.89
대덕구,대전광역시,202608,7박이상,외지인(b),6104.0,2.79,11859638.22
대덕구,대전광역시,202608,무박,외국인(c),3940.0,0.0,20940.7
대덕구,대전광역시,202608,무박,외지인(b),2010586.0,0.0,5349709.68
도봉구,서울특별시,202608,1박,외국인(c),392.0,3.51,14845.73
도봉구,서울특별시,202608,1박,외지인(b),86876.0,3.07,5405057.7
도봉구,서울특별시,202608,2박,외국인(c),172.0,3.51,11191.44
도봉구,서울특별시,202608,2박,외지인(b),21951.0,3.07,2273809.34
도봉구,서울특별시,202608,3박,외국인(c),88.0,3.51,15415.63
도봉구,서울특별시,202608,3박,외지인(b),9942.0,3.07,2776486.91
도봉구,서울특별시,202608,4박,외국인(c),70.0,3.51,18899.17
도봉구,서울특별시,202608,4박,외지인(b),5268.0,3.07,2701223.62
도봉구,서울특별시,202608,5박,외국인(c),47.0,3.51,17440.85
도봉구,서울특별시,202608,5박,외지인(b),3173.0,3.07,2390693.85
도봉구,서울특별시,202608,6박,외국인(c),28.0,3.51,21060.21
도봉구,서울특별시,202608,6박,외지인(b),2213.0,3.07,2256789.31
도봉구,서울특별시,202608,7박이상,외국인(c),71.0,3.51,88653.92
도봉구,서울특별시,202608,7박이상,외지인(b),11521.0,3.07,20638896.88
도봉구,서울특별시,202608,무박,외국인(c),3514.0,0.0,23695.59
도봉구,서울특별시,202608,무박,외지인(b),2448942.0,0.0,5405130.94
동구,대구광역시,202608,1박,외국인(c),2068.0,3.03,48296.62
동구,대구광역시,202608,1박,외지인(b),176744.0,2.81,8787789.37
동구,대구광역시,202608,2박,외국인(c),511.0,3.03,24870.69
동구,대구광역시,202608,2박,외지인(b),41180.0,2.81,3627142.58
동구,대구광역시,202608,3박,외국인(c),207.0,3.03,27790.91
동구,대구광역시,202608,3박,외지인(b),16998.0,2.81,4367909.35
동구,대구광역시,202608,4박,외국인(c),127.0,3.03,32315.24
동구,대구광역시,202608,4박,외지인(b),8462.0,2.81,4221866.98
동구,대구광역시,202608,5박,외국인(c),97.0,3.03,40755.58
동구,대구광역시,202608,5박,외지인(b),4861.0,2.81,3858773.19
동구,대구광역시,202608,6박,외국인(c),53.0,3.03,29250.08
동구,대구광역시,202608,6박,외지인(b),3277.0,2.81,3564480.29
동구,대구광역시,202608,7박이상,외국인(c),238.0,3.03,249879.31
동구,대구광역시,202608,7박이상,외지인(b),13212.0,2.81,26449358.31
동구,대구광역시,202608,무박,외국인(c),20257.0,0.0,72474.19
동구,대구광역시,202608,무박,외지인(b),4965242.0,0.0,12144195.53
동구,대전광역시,202608,1박,외국인(c),426.0,3.78,15863.5
동구,대전광역시,202608,1박,외지인(b),133149.0,2.79,6843486.16
동구,대전광역시,202608,2박,외국인(c),165.0,3.78,10360.25
동구,대전광역시,202608,2박,외지인(b),30109.0,2.79,2819292.33
동구,대전광역시,202608,3박,외국인(c),125.0,3.78,20516.51
동구,대전광역시,202608,3박,외지인(b),11719.0,2.79,3133626.97
동구,대전광역시,202608,4박,외국인(c),78.0,3.78,21952.27
동구,대전광역시,202608,4박,외지인(b),5949.0,2.79,3140109.53
동구,대전광역시,202608,5박,외국인(c),58.0,3.78,22728.07
동구,대전광역시,202608,5박,외지인(b),3822.0,2.79,3218262.97
동구,대전광역시,202608,6박,외국인(c),48.0,3.78,30551.34
동구,대전광역시,202608,6박,외지인(b),2255.0,2.79,2537480.03
동구,대전광역시,202608,7박이상,외국인(c),114.0,3.78,130813.14
동구,대전광역시,202608,7박이상,외지인(b),9502.0,2.79,18736990.47
동구,대전광역시,202608,무박,외국인(c),6111.0,0.0,30197.21
동구,대전광역시,202608,무박,외지인(b),3133460.0,0.0,7057251.8
동구,부산광역시,202608,1박,외국인(c),6609.0,3.0,109366.54
동구,부산광역시,202608,1박,외지인(b),96672.0,2.59,2916079.77
동구,부산광역시,202608,2박,외국인(c),4431.0,3.0,121667.04
동구,부산광역시,202608,2박,외지인(b),25991.0,2.59,1352474.27
동구,부산광역시,202608,3박,외국인(c),2198.0,3.0,183718.48
동구,부산광역시,202608,3박,외지인(b),6458.0,2.59,1229987.71
동구,부산광역시,202608,4박,외국인(c),1146.0,3.0,184653.33
동구,부산광역시,202608,4박,외지인(b),2944.0,2.59,1203091.79
동구,부산광역시,202608,5박,외국인(c),393.0,3.0,108584.15
동구,부산광역시,202608,5박,외지인(b),1764.0,2.59,1166879.66
동구,부산광역시,202608,6박,외국인(c),129.0,3.0,55633.28
동구,부산광역시,202608,6박,외지인(b),1027.0,2.59,954461.56
동구,부산광역시,202608,7박이상,외국인(c),91.0,3.0,66134.99
동구,부산광역시,202608,7박이상,외지인(b),3719.0,2.59,6412266.84
동구,부산광역시,202608,무박,외국인(c),70066.0,0.0,222726.43
동구,부산광역시,202608,무박,외지인(b),3025937.0,0.0,4883786.82
동구,울산광역시,202608,1박,외국인(c),719.0,3.31,22232.47
동구,울산광역시,202608,1박,외지인(b),64947.0,2.94,2755822.2
동구,울산광역시,202608,2박,외국인(c),272.0,3.31,12631.42
동구,울산광역시,202608,2박,외지인(b),16893.0,2.94,1290710.73
동구,울산광역시,202608,3박,외국인(c),104.0,3.31,16197.79
동구,울산광역시,202608,3박,외지인(b),6496.0,2.94,1508720.33
동구,울산광역시,202608,4박,외국인(c),73.0,3.31,22714.62
동구,울산광역시,202608,4박,외지인(b),3435.0,2.94,1574624.39
동구,울산광역시,202608,5박,외국인(c),61.0,3.31,29636.2
동구,울산광역시,202608,5박,외지인(b),2362.0,2.94,1737331.89
동구,울산광역시,202608,6박,외국인(c),54.0,3.31,35356.37
동구,울산광역시,202608,6박,외지인(b),1417.0,2.94,1504095.74
동구,울산광역시,202608,7박이상,외국인(c),99.0,3.31,112685.9
동구,울산광역시,202608,7박이상,외지인(b),6453.0,2.94,12618322.98
동구,울산광역시,202608,무박,외국인(c),9165.0,0.0,34929.19
동구,울산광역시,202608,무박,외지인(b),874376.0,0.0,2786947.57
동구,전남광주통합특별시,202608,1박,외국인(c),197.0,3.13,5909.26
동구,전남광주통합특별시,202608,1박,외지인(b),87231.0,2.89,4051411.35
동구,전남광주통합특별시,202608,2박,외국인(c),98.0,3.13,4000.69
동구,전남광주통합특별시,202608,2박,외지인(b),22058.0,2.89,1785967.67
동구,전남광주통합특별시,202608,3박,외국인(c),28.0,3.13,3730.09
동구,전남광주통합특별시,202608,3박,외지인(b),8502.0,2.89,2033876.68
동구,전남광주통합특별시,202608,4박,외국인(c),16.0,3.13,4498.73
동구,전남광주통합특별시,202608,4박,외지인(b),4500.0,2.89,2019636.81
동구,전남광주통합특별시,202608,5박,외국인(c),11.0,3.13,6947.48
동구,전남광주통합특별시,202608,5박,외지인(b),2868.0,2.89,2026885.43
동구,전남광주통합특별시,202608,6박,외국인(c),14.0,3.13,8761.18
동구,전남광주통합특별시,202608,6박,외지인(b),1924.0,2.89,1909796.1
동구,전남광주통합특별시,202608,7박이상,외국인(c),20.0,3.13,24578.54
동구,전남광주통합특별시,202608,7박이상,외지인(b),7774.0,2.89,13782860.51
동구,전남광주통합특별시,202608,무박,외국인(c),1825.0,0.0,8366.99
동구,전남광주통합특별시,202608,무박,외지인(b),2611936.0,0.0,6649067.34
동대문구,서울특별시,202608,1박,외국인(c),3617.0,3.41,95736.98
동대문구,서울특별시,202608,1박,외지인(b),157218.0,3.1,9299495.88
동대문구,서울특별시,202608,2박,외국인(c),2171.0,3.41,82541.83
동대문구,서울특별시,202608,2박,외지인(b),41176.0,3.1,4126766.35
동대문구,서울특별시,202608,3박,외국인(c),1296.0,3.41,131729.31
동대문구,서울특별시,202608,3박,외지인(b),19360.0,3.1,5147358.74
동대문구,서울특별시,202608,4박,외국인(c),803.0,3.41,163156.71
동대문구,서울특별시,202608,4박,외지인(b),10954.0,3.1,5213693.25
동대문구,서울특별시,202608,5박,외국인(c),400.0,3.41,140293.61
동대문구,서울특별시,202608,5박,외지인(b),7127.0,3.1,5251377.1
동대문구,서울특별시,202608,6박,외국인(c),217.0,3.41,123778.13
동대문구,서울특별시,202608,6박,외지인(b),4727.0,3.1,4790206.64
동대문구,서울특별시,202608,7박이상,외국인(c),466.0,3.41,492397.72
동대문구,서울특별시,202608,7박이상,외지인(b),20513.0,3.1,35052299.62
동대문구,서울특별시,202608,무박,외국인(c),27501.0,0.0,138011.77
동대문구,서울특별시,202608,무박,외지인(b),3959796.0,0.0,9506146.63
동두천시,경기도,202608,1박,외국인(c),221.0,3.76,9449.57
동두천시,경기도,202608,1박,외지인(b),41209.0,2.86,2102651.28
동두천시,경기도,202608,2박,외국인(c),108.0,3.76,8219.95
동두천시,경기도,202608,2박,외지인(b),9174.0,2.86,889174.21
동두천시,경기도,202608,3박,외국인(c),74.0,3.76,13522.57
동두천시,경기도,202608,3박,외지인(b),3582.0,2.86,970527.99
동두천시,경기도,202608,4박,외국인(c),47.0,3.76,13663.12
동두천시,경기도,202608,4박,외지인(b),1969.0,2.86,1034338.3
동두천시,경기도,202608,5박,외국인(c),28.0,3.76,14956.18
동두천시,경기도,202608,5박,외지인(b),1377.0,2.86,1186398.68
동두천시,경기도,202608,6박,외국인(c),18.0,3.76,12951.18
동두천시,경기도,202608,6박,외지인(b),784.0,2.86,860515.62
동두천시,경기도,202608,7박이상,외국인(c),64.0,3.76,79607.6
동두천시,경기도,202608,7박이상,외지인(b),3609.0,2.86,6782243.85
동두천시,경기도,202608,무박,외국인(c),1684.0,0.0,13119.37
동두천시,경기도,202608,무박,외지인(b),715495.0,0.0,2111520.05
동래구,부산광역시,202608,1박,외국인(c),491.0,3.3,14286.84
동래구,부산광역시,202608,1박,외지인(b),111135.0,2.92,5490690.76
동래구,부산광역시,202608,2박,외국인(c),222.0,3.3,9869.99
동래구,부산광역시,202608,2박,외지인(b),30773.0,2.92,2597092.07
동래구,부산광역시,202608,3박,외국인(c),123.0,3.3,13466.15
동래구,부산광역시,202608,3박,외지인(b),12432.0,2.92,2936629.92
동래구,부산광역시,202608,4박,외국인(c),54.0,3.3,12434.47
동래구,부산광역시,202608,4박,외지인(b),6178.0,2.92,2690004.76
동래구,부산광역시,202608,5박,외국인(c),39.0,3.3,15979.94
동래구,부산광역시,202608,5박,외지인(b),3720.0,2.92,2567327.84
동래구,부산광역시,202608,6박,외국인(c),33.0,3.3,18974.03
동래구,부산광역시,202608,6박,외지인(b),2516.0,2.92,2386445.73
동래구,부산광역시,202608,7박이상,외국인(c),63.0,3.3,72165.65
동래구,부산광역시,202608,7박이상,외지인(b),10264.0,2.92,17835356.78
동래구,부산광역시,202608,무박,외국인(c),9055.0,0.0,31447.2
동래구,부산광역시,202608,무박,외지인(b),3130333.0,0.0,6921299.25
동작구,서울특별시,202608,1박,외국인(c),1372.0,3.5,43299.93
동작구,서울특별시,202608,1박,외지인(b),141296.0,3.08,8302683.44
동작구,서울특별시,202608,2박,외국인(c),713.0,3.5,37161.23
동작구,서울특별시,202608,2박,외지인(b),35047.0,3.08,3580441.95
동작구,서울특별시,202608,3박,외국인(c),416.0,3.5,54126.93
동작구,서울특별시,202608,3박,외지인(b),16209.0,3.08,4448098.33
동작구,서울특별시,202608,4박,외국인(c),332.0,3.5,75434.33
동작구,서울특별시,202608,4박,외지인(b),8827.0,3.08,4553075.32
동작구,서울특별시,202608,5박,외국인(c),157.0,3.5,62383.94
동작구,서울특별시,202608,5박,외지인(b),6113.0,3.08,4714472.88
동작구,서울특별시,202608,6박,외국인(c),88.0,3.5,54279.92
동작구,서울특별시,202608,6박,외지인(b),4147.0,3.08,4431702.61
동작구,서울특별시,202608,7박이상,외국인(c),227.0,3.5,250600.72
동작구,서울특별시,202608,7박이상,외지인(b),18401.0,3.08,33734318.3
동작구,서울특별시,202608,무박,외국인(c),18463.0,0.0,67997.43
동작구,서울특별시,202608,무박,외지인(b),4499051.0,0.0,9758965.66
동해시,강원특별자치도,202608,1박,외국인(c),310.0,2.87,11073.54
동해시,강원특별자치도,202608,1박,외지인(b),140508.0,2.56,3595943.16
동해시,강원특별자치도,202608,2박,외국인(c),100.0,2.87,5579.27
동해시,강원특별자치도,202608,2박,외지인(b),47944.0,2.56,2293245.24
동해시,강원특별자치도,202608,3박,외국인(c),50.0,2.87,7487.08
동해시,강원특별자치도,202608,3박,외지인(b),11122.0,2.56,1869761.15
동해시,강원특별자치도,202608,4박,외국인(c),20.0,2.87,6904.95
동해시,강원특별자치도,202608,4박,외지인(b),3746.0,2.56,1348286.69
동해시,강원특별자치도,202608,5박,외국인(c),11.0,2.87,5582.97
동해시,강원특별자치도,202608,5박,외지인(b),1912.0,2.56,1273897.72
동해시,강원특별자치도,202608,6박,외국인(c),8.0,2.87,4850.2
동해시,강원특별자치도,202608,6박,외지인(b),1111.0,2.56,997909.18
동해시,강원특별자치도,202608,7박이상,외국인(c),18.0,2.87,19779.38
동해시,강원특별자치도,202608,7박이상,외지인(b),3882.0,2.56,7268788.87
동해시,강원특별자치도,202608,무박,외국인(c),1880.0,0.0,11365.42
동해시,강원특별자치도,202608,무박,외지인(b),848194.0,0.0,3512837.37
마포구,서울특별시,202608,1박,외국인(c),17845.0,3.41,386147.92
마포구,서울특별시,202608,1박,외지인(b),287316.0,2.7,11110742.32
마포구,서울특별시,202608,2박,외국인(c),10914.0,3.41,368988.5
마포구,서울특별시,202608,2박,외지인(b),46401.0,2.7,4125572.03
마포구,서울특별시,202608,3박,외국인(c),8402.0,3.41,775549.98
마포구,서울특별시,202608,3박,외지인(b),18116.0,2.7,4791724.7
마포구,서울특별시,202608,4박,외국인(c),5705.0,3.41,1021789.43
마포구,서울특별시,202608,4박,외지인(b),10312.0,2.7,4952653.43
마포구,서울특별시,202608,5박,외국인(c),2438.0,3.41,750724.72
마포구,서울특별시,202608,5박,외지인(b),6517.0,2.7,4651409.69
마포구,서울특별시,202608,6박,외국인(c),1001.0,3.41,491472.24
마포구,서울특별시,202608,6박,외지인(b),4453.0,2.7,4591343.96
마포구,서울특별시,202608,7박이상,외국인(c),1204.0,3.41,1064328.23
마포구,서울특별시,202608,7박이상,외지인(b),18730.0,2.7,33409908.13
마포구,서울특별시,202608,무박,외국인(c),244436.0,0.0,844110.25
마포구,서울특별시,202608,무박,외지인(b),9080427.0,0.0,21098917.49
목포시,전남광주통합특별시,202608,1박,외국인(c),1261.0,2.84,30921.11
목포시,전남광주통합특별시,202608,1박,외지인(b),183621.0,2.72,6900123.86
목포시,전남광주통합특별시,202608,2박,외국인(c),583.0,2.84,18440.46
목포시,전남광주통합특별시,202608,2박,외지인(b),48520.0,2.72,3291704.45
목포시,전남광주통합특별시,202608,3박,외국인(c),220.0,2.84,23014.75
목포시,전남광주통합특별시,202608,3박,외지인(b),14773.0,2.72,3357892.47
목포시,전남광주통합특별시,202608,4박,외국인(c),119.0,2.84,29207.01
목포시,전남광주통합특별시,202608,4박,외지인(b),6950.0,2.72,3093792.52
목포시,전남광주통합특별시,202608,5박,외국인(c),19.0,2.84,9270.19
목포시,전남광주통합특별시,202608,5박,외지인(b),4205.0,2.72,2946171.88
목포시,전남광주통합특별시,202608,6박,외국인(c),18.0,2.84,11529.62
목포시,전남광주통합특별시,202608,6박,외지인(b),2941.0,2.72,2815385.36
목포시,전남광주통합특별시,202608,7박이상,외국인(c),59.0,2.84,78542.61
목포시,전남광주통합특별시,202608,7박이상,외지인(b),10809.0,2.72,21076988.39
목포시,전남광주통합특별시,202608,무박,외국인(c),24468.0,0.0,307439.49
목포시,전남광주통합특별시,202608,무박,외지인(b),1730270.0,0.0,6086283.68
무안군,전남광주통합특별시,202608,1박,외국인(c),105.0,3.27,3626.93
무안군,전남광주통합특별시,202608,1박,외지인(b),68268.0,2.78,2972722.03
무안군,전남광주통합특별시,202608,2박,외국인(c),32.0,3.27,1435.0
무안군,전남광주통합특별시,202608,2박,외지인(b),18705.0,2.78,1405641.84
무안군,전남광주통합특별시,202608,3박,외국인(c),17.0,3.27,3741.35
무안군,전남광주통합특별시,202608,3박,외지인(b),6904.0,2.78,1573024.14
무안군,전남광주통합특별시,202608,4박,외국인(c),8.0,3.27,1735.62
무안군,전남광주통합특별시,202608,4박,외지인(b),3281.0,2.78,1488723.97
무안군,전남광주통합특별시,202608,5박,외국인(c),7.0,3.27,2601.23
무안군,전남광주통합특별시,202608,5박,외지인(b),1758.0,2.78,1217919.73
무안군,전남광주통합특별시,202608,6박,외국인(c),3.0,3.27,1941.45
무안군,전남광주통합특별시,202608,6박,외지인(b),1151.0,2.78,1178922.23
무안군,전남광주통합특별시,202608,7박이상,외국인(c),19.0,3.27,20680.4
무안군,전남광주통합특별시,202608,7박이상,외지인(b),4292.0,2.78,8090154.33
무안군,전남광주통합특별시,202608,무박,외국인(c),1135.0,0.0,5481.42
무안군,전남광주통합특별시,202608,무박,외지인(b),1114605.0,0.0,3207310.01
무주군,전북특별자치도,202608,1박,외국인(c),70.0,2.79,2396.65
무주군,전북특별자치도,202608,1박,외지인(b),96995.0,2.39,2368329.19
무주군,전북특별자치도,202608,2박,외국인(c),24.0,2.79,1514.89
무주군,전북특별자치도,202608,2박,외지인(b),30466.0,2.39,1396687.69
무주군,전북특별자치도,202608,3박,외국인(c),5.0,2.79,1093.96
무주군,전북특별자치도,202608,3박,외지인(b),3972.0,2.39,679359.42
무주군,전북특별자치도,202608,4박,외국인(c),3.0,2.79,652.9
무주군,전북특별자치도,202608,4박,외지인(b),1157.0,2.39,475577.44
무주군,전북특별자치도,202608,5박,외국인(c),4.0,2.79,2370.53
무주군,전북특별자치도,202608,5박,외지인(b),460.0,2.39,305988.98
무주군,전북특별자치도,202608,6박,외국인(c),2.0,2.79,1575.48
무주군,전북특별자치도,202608,6박,외지인(b),276.0,2.39,269375.59
무주군,전북특별자치도,202608,7박이상,외국인(c),3.0,2.79,5143.66
무주군,전북특별자치도,202608,7박이상,외지인(b),1154.0,2.39,2443972.4
무주군,전북특별자치도,202608,무박,외국인(c),382.0,0.0,2096.54
무주군,전북특별자치도,202608,무박,외지인(b),568511.0,0.0,2276270.46
문경시,경상북도,202608,1박,외국인(c),152.0,3.37,4378.99
문경시,경상북도,202608,1박,외지인(b),91648.0,2.47,2766252.24
문경시,경상북도,202608,2박,외국인(c),36.0,3.37,2146.75
문경시,경상북도,202608,2박,외지인(b),24125.0,2.47,1356572.82
문경시,경상북도,202608,3박,외국인(c),4.0,3.37,747.28
문경시,경상북도,202608,3박,외지인(b),5168.0,2.47,1012299.9
문경시,경상북도,202608,4박,외국인(c),45.0,3.37,14659.98
문경시,경상북도,202608,4박,외지인(b),1800.0,2.47,845767.65
문경시,경상북도,202608,5박,외국인(c),7.0,3.37,3439.46
문경시,경상북도,202608,5박,외지인(b),1011.0,2.47,836475.31
문경시,경상북도,202608,6박,외국인(c),7.0,3.37,5595.05
문경시,경상북도,202608,6박,외지인(b),583.0,2.47,659502.88
문경시,경상북도,202608,7박이상,외국인(c),22.0,3.37,26886.76
문경시,경상북도,202608,7박이상,외지인(b),2183.0,2.47,4662864.21
문경시,경상북도,202608,무박,외국인(c),1175.0,0.0,5990.17
문경시,경상북도,202608,무박,외지인(b),870712.0,0.0,3007205.77
미추홀구,인천광역시,202608,1박,외국인(c),1440.0,3.5,58130.06
미추홀구,인천광역시,202608,1박,외지인(b),146730.0,3.03,8997579.74
미추홀구,인천광역시,202608,2박,외국인(c),646.0,3.5,38623.01
미추홀구,인천광역시,202608,2박,외지인(b),36257.0,3.03,3932536.83
미추홀구,인천광역시,202608,3박,외국인(c),380.0,3.5,62713.92
미추홀구,인천광역시,202608,3박,외지인(b),16063.0,3.03,4603088.0
미추홀구,인천광역시,202608,4박,외국인(c),227.0,3.5,65043.23
미추홀구,인천광역시,202608,4박,외지인(b),8637.0,3.03,4591470.61
미추홀구,인천광역시,202608,5박,외국인(c),134.0,3.5,61062.52
미추홀구,인천광역시,202608,5박,외지인(b),5996.0,3.03,4551158.03
미추홀구,인천광역시,202608,6박,외국인(c),115.0,3.5,79364.48
미추홀구,인천광역시,202608,6박,외지인(b),3960.0,3.03,4169817.43
미추홀구,인천광역시,202608,7박이상,외국인(c),266.0,3.5,322006.22
미추홀구,인천광역시,202608,7박이상,외지인(b),17357.0,3.03,33409143.4
미추홀구,인천광역시,202608,무박,외국인(c),10232.0,0.0,62847.16
미추홀구,인천광역시,202608,무박,외지인(b),3158247.0,0.0,8073200.08
밀양시,경상남도,202608,1박,외국인(c),251.0,3.8,12547.35
밀양시,경상남도,202608,1박,외지인(b),105496.0,2.5,3551568.18
밀양시,경상남도,202608,2박,외국인(c),69.0,3.8,4421.47
밀양시,경상남도,202608,2박,외지인(b),21204.0,2.5,1448270.6
밀양시,경상남도,202608,3박,외국인(c),59.0,3.8,11839.6
밀양시,경상남도,202608,3박,외지인(b),5059.0,2.5,1258991.82
밀양시,경상남도,202608,4박,외국인(c),38.0,3.8,13435.56
밀양시,경상남도,202608,4박,외지인(b),2459.0,2.5,1294512.87
밀양시,경상남도,202608,5박,외국인(c),28.0,3.8,11859.84
밀양시,경상남도,202608,5박,외지인(b),1580.0,2.5,1421582.53
밀양시,경상남도,202608,6박,외국인(c),10.0,3.8,6570.04
밀양시,경상남도,202608,6박,외지인(b),769.0,2.5,910421.82
밀양시,경상남도,202608,7박이상,외국인(c),85.0,3.8,115444.56
밀양시,경상남도,202608,7박이상,외지인(b),3447.0,2.5,7428198.36
밀양시,경상남도,202608,무박,외국인(c),1853.0,0.0,12428.12
밀양시,경상남도,202608,무박,외지인(b),1036990.0,0.0,3772112.42
보령시,충청남도,202608,1박,외국인(c),472.0,3.31,12946.87
보령시,충청남도,202608,1박,외지인(b),261675.0,2.39,6561717.7
보령시,충청남도,202608,2박,외국인(c),116.0,3.31,5968.88
보령시,충청남도,202608,2박,외지인(b),66360.0,2.39,3231887.33
보령시,충청남도,202608,3박,외국인(c),64.0,3.31,9940.82
보령시,충청남도,202608,3박,외지인(b),10322.0,2.39,1969762.41
보령시,충청남도,202608,4박,외국인(c),62.0,3.31,17744.42
보령시,충청남도,202608,4박,외지인(b),3666.0,2.39,1651705.13
보령시,충청남도,202608,5박,외국인(c),37.0,3.31,18459.68
보령시,충청남도,202608,5박,외지인(b),1896.0,2.39,1522284.9
보령시,충청남도,202608,6박,외국인(c),20.0,3.31,14304.63
보령시,충청남도,202608,6박,외지인(b),978.0,2.39,1149417.32
보령시,충청남도,202608,7박이상,외국인(c),71.0,3.31,87980.48
보령시,충청남도,202608,7박이상,외지인(b),4319.0,2.39,9284247.54
보령시,충청남도,202608,무박,외국인(c),6604.0,0.0,18868.75
보령시,충청남도,202608,무박,외지인(b),1020617.0,0.0,5517639.1
보성군,전남광주통합특별시,202608,1박,외국인(c),57.0,4.25,2056.16
보성군,전남광주통합특별시,202608,1박,외지인(b),37157.0,2.63,1295016.37
보성군,전남광주통합특별시,202608,2박,외국인(c),22.0,4.25,1401.58
보성군,전남광주통합특별시,202608,2박,외지인(b),10613.0,2.63,657749.69
보성군,전남광주통합특별시,202608,3박,외국인(c),7.0,4.25,1019.08
보성군,전남광주통합특별시,202608,3박,외지인(b),3270.0,2.63,649324.98
보성군,전남광주통합특별시,202608,4박,외국인(c),12.0,4.25,4012.69
보성군,전남광주통합특별시,202608,4박,외지인(b),1303.0,2.63,567816.42
보성군,전남광주통합특별시,202608,5박,외국인(c),4.0,4.25,2054.66
보성군,전남광주통합특별시,202608,5박,외지인(b),605.0,2.63,487608.5
보성군,전남광주통합특별시,202608,6박,외국인(c),11.0,4.25,7479.86
보성군,전남광주통합특별시,202608,6박,외지인(b),398.0,2.63,419994.15
보성군,전남광주통합특별시,202608,7박이상,외국인(c),30.0,4.25,32191.4
보성군,전남광주통합특별시,202608,7박이상,외지인(b),1512.0,2.63,3259305.4
보성군,전남광주통합특별시,202608,무박,외국인(c),593.0,0.0,3802.73
보성군,전남광주통합특별시,202608,무박,외지인(b),457585.0,0.0,1439594.77
보은군,충청북도,202608,1박,외국인(c),58.0,3.39,1710.21
보은군,충청북도,202608,1박,외지인(b),49531.0,2.64,1576487.3
보은군,충청북도,202608,2박,외국인(c),58.0,3.39,2686.41
보은군,충청북도,202608,2박,외지인(b),11165.0,2.64,685983.99
보은군,충청북도,202608,3박,외국인(c),21.0,3.39,2992.87
보은군,충청북도,202608,3박,외지인(b),3272.0,2.64,679444.6
보은군,충청북도,202608,4박,외국인(c),15.0,3.39,5597.74
보은군,충청북도,202608,4박,외지인(b),3244.0,2.64,1165486.48
보은군,충청북도,202608,5박,외국인(c),1.0,3.39,496.84
보은군,충청북도,202608,5박,외지인(b),1288.0,2.64,870509.64
보은군,충청북도,202608,6박,외국인(c),3.0,3.39,1666.11
보은군,충청북도,202608,6박,외지인(b),458.0,2.64,482476.26
보은군,충청북도,202608,7박이상,외국인(c),11.0,3.39,13969.78
보은군,충청북도,202608,7박이상,외지인(b),1686.0,2.64,3464077.82
보은군,충청북도,202608,무박,외국인(c),917.0,0.0,5414.35
보은군,충청북도,202608,무박,외지인(b),615610.0,0.0,1779652.33
봉화군,경상북도,202608,1박,외국인(c),64.0,3.93,2754.91
봉화군,경상북도,202608,1박,외지인(b),34605.0,2.67,1339312.58
봉화군,경상북도,202608,2박,외국인(c),14.0,3.93,1089.76
봉화군,경상북도,202608,2박,외지인(b),12145.0,2.67,715066.77
봉화군,경상북도,202608,3박,외국인(c),12.0,3.93,1981.54
봉화군,경상북도,202608,3박,외지인(b),3421.0,2.67,708667.76
봉화군,경상북도,202608,4박,외국인(c),9.0,3.93,3320.94
봉화군,경상북도,202608,4박,외지인(b),1400.0,2.67,623328.33
봉화군,경상북도,202608,5박,외국인(c),5.0,3.93,2605.85
봉화군,경상북도,202608,5박,외지인(b),802.0,2.67,650904.44
봉화군,경상북도,202608,6박,외국인(c),7.0,3.93,5596.86
봉화군,경상북도,202608,6박,외지인(b),371.0,2.67,423892.48
봉화군,경상북도,202608,7박이상,외국인(c),23.0,3.93,26685.32
봉화군,경상북도,202608,7박이상,외지인(b),1338.0,2.67,2943146.25
봉화군,경상북도,202608,무박,외국인(c),620.0,0.0,5845.68
봉화군,경상북도,202608,무박,외지인(b),329565.0,0.0,1378422.82
부산진구,부산광역시,202608,1박,외국인(c),10267.0,3.28,193249.58
부산진구,부산광역시,202608,1박,외지인(b),235372.0,2.79,10042196.27
부산진구,부산광역시,202608,2박,외국인(c),9953.0,3.28,293518.21
부산진구,부산광역시,202608,2박,외지인(b),60635.0,2.79,4411179.31
부산진구,부산광역시,202608,3박,외국인(c),5847.0,3.28,502847.13
부산진구,부산광역시,202608,3박,외지인(b),21112.0,2.79,4784645.88
부산진구,부산광역시,202608,4박,외국인(c),3304.0,3.28,558956.64
부산진구,부산광역시,202608,4박,외지인(b),10639.0,2.79,4935486.14
부산진구,부산광역시,202608,5박,외국인(c),1249.0,3.28,359029.89
