R:기초단체,R:광역단체,R:기준연월,C:숙박일수,C:방문자유형별,V:관광객수,V:숙박자수,V:숙박체류시간
성남시,경기도,202608,6박,외국인(c),215.0,3.61,145074.27
성남시,경기도,202608,6박,외지인(b),9168.0,3.04,10795698.23
성남시,경기도,202608,7박이상,외국인(c),622.0,3.61,734833.45
성남시,경기도,202608,7박이상,외지인(b),42060.0,3.04,85217286.03
성남시,경기도,202608,무박,외국인(c),21695.0,0.0,149035.38
성남시,경기도,202608,무박,외지인(b),11053109.0,0.0,31934242.42
성남시 분당구,경기도,202608,1박,외국인(c),1617.0,3.5,54769.67
성남시 분당구,경기도,202608,1박,외지인(b),172788.0,3.09,11316583.56
성남시 분당구,경기도,202608,2박,외국인(c),908.0,3.5,43285.3
성남시 분당구,경기도,202608,2박,외지인(b),42790.0,3.09,4683421.15
성남시 분당구,경기도,202608,3박,외국인(c),461.0,3.5,64013.86
성남시 분당구,경기도,202608,3박,외지인(b),19879.0,3.09,5902256.56
성남시 분당구,경기도,202608,4박,외국인(c),260.0,3.5,72483.77
성남시 분당구,경기도,202608,4박,외지인(b),11126.0,3.09,5861752.23
성남시 분당구,경기도,202608,5박,외국인(c),172.0,3.5,74317.82
성남시 분당구,경기도,202608,5박,외지인(b),7594.0,3.09,6127917.22
성남시 분당구,경기도,202608,6박,외국인(c),120.0,3.5,76325.92
성남시 분당구,경기도,202608,6박,외지인(b),4908.0,3.09,5576913.6
성남시 분당구,경기도,202608,7박이상,외국인(c),310.0,3.5,364809.56
성남시 분당구,경기도,202608,7박이상,외지인(b),22466.0,3.09,44555284.93
성남시 분당구,경기도,202608,무박,외국인(c),14756.0,0.0,90540.89
성남시 분당구,경기도,202608,무박,외지인(b),6958090.0,0.0,19299370.31
성남시 수정구,경기도,202608,1박,외국인(c),887.0,3.64,34853.88
성남시 수정구,경기도,202608,1박,외지인(b),105867.0,3.0,6573701.17
성남시 수정구,경기도,202608,2박,외국인(c),349.0,3.64,21002.77
성남시 수정구,경기도,202608,2박,외지인(b),23757.0,3.0,2665983.5
성남시 수정구,경기도,202608,3박,외국인(c),218.0,3.64,31692.64
성남시 수정구,경기도,202608,3박,외지인(b),10680.0,3.0,3101898.63
성남시 수정구,경기도,202608,4박,외국인(c),141.0,3.64,41221.69
성남시 수정구,경기도,202608,4박,외지인(b),6057.0,3.0,3266702.34
성남시 수정구,경기도,202608,5박,외국인(c),91.0,3.64,44452.0
성남시 수정구,경기도,202608,5박,외지인(b),4051.0,3.0,3299825.45
성남시 수정구,경기도,202608,6박,외국인(c),67.0,3.64,44816.95
성남시 수정구,경기도,202608,6박,외지인(b),2723.0,3.0,3137272.38
성남시 수정구,경기도,202608,7박이상,외국인(c),223.0,3.64,260374.46
성남시 수정구,경기도,202608,7박이상,외지인(b),11983.0,3.0,23150977.4
성남시 수정구,경기도,202608,무박,외국인(c),8172.0,0.0,42586.59
성남시 수정구,경기도,202608,무박,외지인(b),3308670.0,0.0,8667532.29
성남시 중원구,경기도,202608,1박,외국인(c),248.0,3.72,9881.47
성남시 중원구,경기도,202608,1박,외지인(b),71610.0,2.89,4249431.8
성남시 중원구,경기도,202608,2박,외국인(c),109.0,3.72,6156.37
성남시 중원구,경기도,202608,2박,외지인(b),14362.0,2.89,1588831.76
성남시 중원구,경기도,202608,3박,외국인(c),61.0,3.72,7578.15
성남시 중원구,경기도,202608,3박,외지인(b),6210.0,2.89,1867623.84
성남시 중원구,경기도,202608,4박,외국인(c),34.0,3.72,9763.71
성남시 중원구,경기도,202608,4박,외지인(b),3441.0,2.89,1786627.0
성남시 중원구,경기도,202608,5박,외국인(c),27.0,3.72,12516.13
성남시 중원구,경기도,202608,5박,외지인(b),2293.0,2.89,1867672.04
성남시 중원구,경기도,202608,6박,외국인(c),19.0,3.72,12487.56
성남시 중원구,경기도,202608,6박,외지인(b),1436.0,2.89,1605523.62
성남시 중원구,경기도,202608,7박이상,외국인(c),75.0,3.72,74940.25
성남시 중원구,경기도,202608,7박이상,외지인(b),6765.0,2.89,13244846.48
성남시 중원구,경기도,202608,무박,외국인(c),2793.0,0.0,22974.27
성남시 중원구,경기도,202608,무박,외지인(b),1699811.0,0.0,4709408.49
성동구,서울특별시,202608,1박,외국인(c),3566.0,3.34,84421.17
성동구,서울특별시,202608,1박,외지인(b),159941.0,2.92,8195636.22
성동구,서울특별시,202608,2박,외국인(c),1810.0,3.34,65780.41
성동구,서울특별시,202608,2박,외지인(b),35320.0,2.92,3428802.01
성동구,서울특별시,202608,3박,외국인(c),1177.0,3.34,112537.03
성동구,서울특별시,202608,3박,외지인(b),15404.0,2.92,3979877.18
성동구,서울특별시,202608,4박,외국인(c),699.0,3.34,129365.96
성동구,서울특별시,202608,4박,외지인(b),8272.0,2.92,3931181.91
성동구,서울특별시,202608,5박,외국인(c),338.0,3.34,107308.9
성동구,서울특별시,202608,5박,외지인(b),5774.0,2.92,4096152.52
성동구,서울특별시,202608,6박,외국인(c),193.0,3.34,98171.61
성동구,서울특별시,202608,6박,외지인(b),3678.0,2.92,3696798.65
성동구,서울특별시,202608,7박이상,외국인(c),403.0,3.34,384477.94
성동구,서울특별시,202608,7박이상,외지인(b),15527.0,2.92,27325163.19
성동구,서울특별시,202608,무박,외국인(c),195687.0,0.0,431447.99
성동구,서울특별시,202608,무박,외지인(b),6059461.0,0.0,14632553.38
성북구,서울특별시,202608,1박,외국인(c),2480.0,3.59,76866.88
성북구,서울특별시,202608,1박,외지인(b),163031.0,3.15,10063563.51
성북구,서울특별시,202608,2박,외국인(c),1327.0,3.59,56360.5
성북구,서울특별시,202608,2박,외지인(b),43504.0,3.15,4521213.48
성북구,서울특별시,202608,3박,외국인(c),966.0,3.59,100573.13
성북구,서울특별시,202608,3박,외지인(b),20947.0,3.15,5576307.81
성북구,서울특별시,202608,4박,외국인(c),559.0,3.59,117619.56
성북구,서울특별시,202608,4박,외지인(b),11118.0,3.15,5348961.02
성북구,서울특별시,202608,5박,외국인(c),277.0,3.59,99377.91
성북구,서울특별시,202608,5박,외지인(b),7742.0,3.15,5578217.24
성북구,서울특별시,202608,6박,외국인(c),224.0,3.59,122657.54
성북구,서울특별시,202608,6박,외지인(b),5254.0,3.15,5303101.84
성북구,서울특별시,202608,7박이상,외국인(c),479.0,3.59,489905.01
성북구,서울특별시,202608,7박이상,외지인(b),23135.0,3.15,39126190.22
성북구,서울특별시,202608,무박,외국인(c),20980.0,0.0,109576.09
성북구,서울특별시,202608,무박,외지인(b),4121578.0,0.0,9286847.7
성주군,경상북도,202608,1박,외국인(c),85.0,3.68,3002.12
성주군,경상북도,202608,1박,외지인(b),46758.0,2.45,1581454.9
성주군,경상북도,202608,2박,외국인(c),22.0,3.68,1585.43
성주군,경상북도,202608,2박,외지인(b),8401.0,2.45,611082.15
성주군,경상북도,202608,3박,외국인(c),12.0,3.68,2433.65
성주군,경상북도,202608,3박,외지인(b),2051.0,2.45,484766.15
성주군,경상북도,202608,4박,외국인(c),15.0,3.68,4982.02
성주군,경상북도,202608,4박,외지인(b),922.0,2.45,469080.64
성주군,경상북도,202608,5박,외국인(c),10.0,3.68,6167.7
성주군,경상북도,202608,5박,외지인(b),590.0,2.45,471770.4
성주군,경상북도,202608,6박,외국인(c),4.0,3.68,2965.45
성주군,경상북도,202608,6박,외지인(b),298.0,2.45,363405.33
성주군,경상북도,202608,7박이상,외국인(c),23.0,3.68,30979.9
성주군,경상북도,202608,7박이상,외지인(b),1394.0,2.45,3077599.33
성주군,경상북도,202608,무박,외국인(c),935.0,0.0,5732.59
성주군,경상북도,202608,무박,외지인(b),533755.0,0.0,1876386.69
세종특별자치시,세종특별자치시,202608,1박,외국인(c),713.0,3.7,35834.09
세종특별자치시,세종특별자치시,202608,1박,외지인(b),148247.0,3.03,8374500.98
세종특별자치시,세종특별자치시,202608,2박,외국인(c),372.0,3.7,26491.96
세종특별자치시,세종특별자치시,202608,2박,외지인(b),42126.0,3.03,3997178.53
세종특별자치시,세종특별자치시,202608,3박,외국인(c),185.0,3.7,36277.92
세종특별자치시,세종특별자치시,202608,3박,외지인(b),17999.0,3.03,5053307.6
세종특별자치시,세종특별자치시,202608,4박,외국인(c),93.0,3.7,31969.15
세종특별자치시,세종특별자치시,202608,4박,외지인(b),9750.0,3.03,5373352.78
세종특별자치시,세종특별자치시,202608,5박,외국인(c),94.0,3.7,47332.31
세종특별자치시,세종특별자치시,202608,5박,외지인(b),6289.0,3.03,5460937.1
세종특별자치시,세종특별자치시,202608,6박,외국인(c),53.0,3.7,38057.12
세종특별자치시,세종특별자치시,202608,6박,외지인(b),4098.0,3.03,4951492.36
세종특별자치시,세종특별자치시,202608,7박이상,외국인(c),209.0,3.7,228451.91
세종특별자치시,세종특별자치시,202608,7박이상,외지인(b),16395.0,3.03,33303711.99
세종특별자치시,세종특별자치시,202608,무박,외국인(c),6373.0,0.0,64709.77
세종특별자치시,세종특별자치시,202608,무박,외지인(b),2064820.0,0.0,7206349.23
속초시,강원특별자치도,202608,1박,외국인(c),1340.0,2.73,29621.83
속초시,강원특별자치도,202608,1박,외지인(b),385531.0,2.51,8175080.84
속초시,강원특별자치도,202608,2박,외국인(c),756.0,2.73,29203.72
속초시,강원특별자치도,202608,2박,외지인(b),191953.0,2.51,7204442.0
속초시,강원특별자치도,202608,3박,외국인(c),247.0,2.73,29506.37
속초시,강원특별자치도,202608,3박,외지인(b),31070.0,2.51,3872934.31
속초시,강원특별자치도,202608,4박,외국인(c),63.0,2.73,16668.1
속초시,강원특별자치도,202608,4박,외지인(b),6338.0,2.51,1943199.57
속초시,강원특별자치도,202608,5박,외국인(c),29.0,2.73,13005.0
속초시,강원특별자치도,202608,5박,외지인(b),2693.0,2.51,1551798.58
속초시,강원특별자치도,202608,6박,외국인(c),14.0,2.73,9529.64
속초시,강원특별자치도,202608,6박,외지인(b),1632.0,2.51,1323575.16
속초시,강원특별자치도,202608,7박이상,외국인(c),31.0,2.73,42124.77
속초시,강원특별자치도,202608,7박이상,외지인(b),4398.0,2.51,8045865.9
속초시,강원특별자치도,202608,무박,외국인(c),5841.0,0.0,44615.96
속초시,강원특별자치도,202608,무박,외지인(b),1719767.0,0.0,9159622.54
송파구,서울특별시,202608,1박,외국인(c),3845.0,3.41,112266.54
송파구,서울특별시,202608,1박,외지인(b),336676.0,2.9,16903431.12
송파구,서울특별시,202608,2박,외국인(c),2541.0,3.41,105869.49
송파구,서울특별시,202608,2박,외지인(b),77114.0,2.9,7019477.21
송파구,서울특별시,202608,3박,외국인(c),1473.0,3.41,162880.34
송파구,서울특별시,202608,3박,외지인(b),30939.0,2.9,8050310.69
송파구,서울특별시,202608,4박,외국인(c),873.0,3.41,189373.62
송파구,서울특별시,202608,4박,외지인(b),16572.0,2.9,7857414.01
송파구,서울특별시,202608,5박,외국인(c),387.0,3.41,140824.53
송파구,서울특별시,202608,5박,외지인(b),11130.0,2.9,8080794.3
송파구,서울특별시,202608,6박,외국인(c),245.0,3.41,142131.55
송파구,서울특별시,202608,6박,외지인(b),8244.0,2.9,8656982.33
송파구,서울특별시,202608,7박이상,외국인(c),514.0,3.41,549361.86
송파구,서울특별시,202608,7박이상,외지인(b),30801.0,2.9,57406251.55
송파구,서울특별시,202608,무박,외국인(c),88007.0,0.0,309914.78
송파구,서울특별시,202608,무박,외지인(b),10087474.0,0.0,26359102.84
수성구,대구광역시,202608,1박,외국인(c),785.0,3.66,26843.03
수성구,대구광역시,202608,1박,외지인(b),154544.0,2.94,9191249.17
수성구,대구광역시,202608,2박,외국인(c),390.0,3.66,21884.81
수성구,대구광역시,202608,2박,외지인(b),40866.0,2.94,3944553.26
수성구,대구광역시,202608,3박,외국인(c),248.0,3.66,35170.23
수성구,대구광역시,202608,3박,외지인(b),17664.0,2.94,4593099.31
수성구,대구광역시,202608,4박,외국인(c),125.0,3.66,36109.55
수성구,대구광역시,202608,4박,외지인(b),8647.0,2.94,4276426.91
수성구,대구광역시,202608,5박,외국인(c),85.0,3.66,36749.13
수성구,대구광역시,202608,5박,외지인(b),5211.0,2.94,4054224.83
수성구,대구광역시,202608,6박,외국인(c),79.0,3.66,52135.88
수성구,대구광역시,202608,6박,외지인(b),3481.0,2.94,3865962.06
수성구,대구광역시,202608,7박이상,외국인(c),196.0,3.66,206867.83
수성구,대구광역시,202608,7박이상,외지인(b),15210.0,2.94,29222113.87
수성구,대구광역시,202608,무박,외국인(c),13078.0,0.0,55950.43
수성구,대구광역시,202608,무박,외지인(b),3654484.0,0.0,10142659.01
수영구,부산광역시,202608,1박,외국인(c),5142.0,3.23,93805.6
수영구,부산광역시,202608,1박,외지인(b),186040.0,2.66,5618805.71
수영구,부산광역시,202608,2박,외국인(c),4060.0,3.23,114103.35
수영구,부산광역시,202608,2박,외지인(b),60949.0,2.66,2989190.61
수영구,부산광역시,202608,3박,외국인(c),2407.0,3.23,196266.6
수영구,부산광역시,202608,3박,외지인(b),14571.0,2.66,2839905.73
수영구,부산광역시,202608,4박,외국인(c),1532.0,3.23,248497.74
수영구,부산광역시,202608,4박,외지인(b),5937.0,2.66,2435477.78
수영구,부산광역시,202608,5박,외국인(c),414.0,3.23,111650.02
수영구,부산광역시,202608,5박,외지인(b),3213.0,2.66,2086449.16
수영구,부산광역시,202608,6박,외국인(c),218.0,3.23,92312.38
수영구,부산광역시,202608,6박,외지인(b),2404.0,2.66,2197669.85
수영구,부산광역시,202608,7박이상,외국인(c),163.0,3.23,138784.2
수영구,부산광역시,202608,7박이상,외지인(b),8824.0,2.66,15226198.49
수영구,부산광역시,202608,무박,외국인(c),64498.0,0.0,206874.93
수영구,부산광역시,202608,무박,외지인(b),3203514.0,0.0,7253469.9
수원시,경기도,202608,1박,외국인(c),3986.0,3.59,140387.71
수원시,경기도,202608,1박,외지인(b),583701.0,2.93,35658195.0
수원시,경기도,202608,2박,외국인(c),2278.0,3.59,114662.43
수원시,경기도,202608,2박,외지인(b),125555.0,2.93,13795219.56
수원시,경기도,202608,3박,외국인(c),1328.0,3.59,183013.05
수원시,경기도,202608,3박,외지인(b),54511.0,2.93,16223809.67
수원시,경기도,202608,4박,외국인(c),794.0,3.59,214270.64
수원시,경기도,202608,4박,외지인(b),29549.0,2.93,16444624.95
수원시,경기도,202608,5박,외국인(c),496.0,3.59,227713.52
수원시,경기도,202608,5박,외지인(b),19525.0,2.93,16549999.0
수원시,경기도,202608,6박,외국인(c),334.0,3.59,229531.69
수원시,경기도,202608,6박,외지인(b),12608.0,2.93,14613505.7
수원시,경기도,202608,7박이상,외국인(c),827.0,3.59,1057953.9
수원시,경기도,202608,7박이상,외지인(b),59980.0,2.93,121425634.8
수원시,경기도,202608,무박,외국인(c),35924.0,0.0,225196.28
수원시,경기도,202608,무박,외지인(b),14524077.0,0.0,39998220.97
수원시 권선구,경기도,202608,1박,외국인(c),690.0,3.65,26339.21
수원시 권선구,경기도,202608,1박,외지인(b),140468.0,3.04,8695366.55
수원시 권선구,경기도,202608,2박,외국인(c),342.0,3.65,22374.65
수원시 권선구,경기도,202608,2박,외지인(b),32171.0,3.04,3605610.84
수원시 권선구,경기도,202608,3박,외국인(c),197.0,3.65,32544.93
수원시 권선구,경기도,202608,3박,외지인(b),14348.0,3.04,4277154.64
수원시 권선구,경기도,202608,4박,외국인(c),123.0,3.65,35631.7
수원시 권선구,경기도,202608,4박,외지인(b),7778.0,3.04,4290816.11
수원시 권선구,경기도,202608,5박,외국인(c),82.0,3.65,39541.27
수원시 권선구,경기도,202608,5박,외지인(b),5487.0,3.04,4628085.35
수원시 권선구,경기도,202608,6박,외국인(c),75.0,3.65,50918.8
수원시 권선구,경기도,202608,6박,외지인(b),3549.0,3.04,3937152.18
수원시 권선구,경기도,202608,7박이상,외국인(c),157.0,3.65,210240.6
수원시 권선구,경기도,202608,7박이상,외지인(b),17540.0,3.04,34995578.8
수원시 권선구,경기도,202608,무박,외국인(c),8993.0,0.0,47616.26
수원시 권선구,경기도,202608,무박,외지인(b),3815287.0,0.0,9835787.83
수원시 영통구,경기도,202608,1박,외국인(c),923.0,3.6,34660.95
수원시 영통구,경기도,202608,1박,외지인(b),132824.0,3.07,8752027.76
수원시 영통구,경기도,202608,2박,외국인(c),440.0,3.6,24014.12
수원시 영통구,경기도,202608,2박,외지인(b),34589.0,3.07,3746667.2
수원시 영통구,경기도,202608,3박,외국인(c),269.0,3.6,40714.3
수원시 영통구,경기도,202608,3박,외지인(b),15544.0,3.07,4495132.92
수원시 영통구,경기도,202608,4박,외국인(c),153.0,3.6,43179.3
수원시 영통구,경기도,202608,4박,외지인(b),8884.0,3.07,4660471.18
수원시 영통구,경기도,202608,5박,외국인(c),119.0,3.6,46890.07
수원시 영통구,경기도,202608,5박,외지인(b),5848.0,3.07,4719663.7
수원시 영통구,경기도,202608,6박,외국인(c),81.0,3.6,52101.35
수원시 영통구,경기도,202608,6박,외지인(b),3761.0,3.07,4197270.25
수원시 영통구,경기도,202608,7박이상,외국인(c),196.0,3.6,229470.76
수원시 영통구,경기도,202608,7박이상,외지인(b),16545.0,3.07,30908357.8
수원시 영통구,경기도,202608,무박,외국인(c),10464.0,0.0,57968.55
수원시 영통구,경기도,202608,무박,외지인(b),4446551.0,0.0,10555805.55
수원시 장안구,경기도,202608,1박,외국인(c),583.0,3.69,22958.05
수원시 장안구,경기도,202608,1박,외지인(b),100633.0,3.02,6308712.1
수원시 장안구,경기도,202608,2박,외국인(c),220.0,3.69,13887.74
수원시 장안구,경기도,202608,2박,외지인(b),23790.0,3.02,2634364.26
수원시 장안구,경기도,202608,3박,외국인(c),123.0,3.69,18663.69
수원시 장안구,경기도,202608,3박,외지인(b),11736.0,3.02,3361088.04
수원시 장안구,경기도,202608,4박,외국인(c),122.0,3.69,31558.6
수원시 장안구,경기도,202608,4박,외지인(b),6150.0,3.02,3375899.22
수원시 장안구,경기도,202608,5박,외국인(c),63.0,3.69,30848.85
수원시 장안구,경기도,202608,5박,외지인(b),4246.0,3.02,3486813.24
수원시 장안구,경기도,202608,6박,외국인(c),54.0,3.69,32184.73
수원시 장안구,경기도,202608,6박,외지인(b),2489.0,3.02,2785927.48
수원시 장안구,경기도,202608,7박이상,외국인(c),143.0,3.69,167759.53
수원시 장안구,경기도,202608,7박이상,외지인(b),11505.0,3.02,22435482.31
수원시 장안구,경기도,202608,무박,외국인(c),15557.0,0.0,51521.13
수원시 장안구,경기도,202608,무박,외지인(b),3465070.0,0.0,8289579.73
수원시 팔달구,경기도,202608,1박,외국인(c),2162.0,3.37,59280.28
수원시 팔달구,경기도,202608,1박,외지인(b),228993.0,2.62,9820622.45
수원시 팔달구,경기도,202608,2박,외국인(c),1328.0,3.37,48279.05
수원시 팔달구,경기도,202608,2박,외지인(b),36284.0,2.62,3242580.43
수원시 팔달구,경기도,202608,3박,외국인(c),731.0,3.37,82289.41
수원시 팔달구,경기도,202608,3박,외지인(b),13402.0,2.62,3472499.98
수원시 팔달구,경기도,202608,4박,외국인(c),394.0,3.37,90994.99
수원시 팔달구,경기도,202608,4박,외지인(b),6766.0,2.62,3404612.02
수원시 팔달구,경기도,202608,5박,외국인(c),221.0,3.37,89162.13
수원시 팔달구,경기도,202608,5박,외지인(b),4129.0,2.62,3236574.11
수원시 팔달구,경기도,202608,6박,외국인(c),122.0,3.37,77047.76
수원시 팔달구,경기도,202608,6박,외지인(b),2853.0,2.62,3111407.91
수원시 팔달구,경기도,202608,7박이상,외국인(c),283.0,3.37,324880.57
수원시 팔달구,경기도,202608,7박이상,외지인(b),12375.0,2.62,23614013.18
수원시 팔달구,경기도,202608,무박,외국인(c),20703.0,0.0,92558.18
수원시 팔달구,경기도,202608,무박,외지인(b),5936274.0,0.0,13206495.83
순창군,전북특별자치도,202608,1박,외국인(c),20.0,3.38,424.24
순창군,전북특별자치도,202608,1박,외지인(b),26280.0,2.64,912265.27
순창군,전북특별자치도,202608,2박,외국인(c),12.0,3.38,625.22
순창군,전북특별자치도,202608,2박,외지인(b),7177.0,2.64,411882.83
순창군,전북특별자치도,202608,3박,외국인(c),3.0,3.38,428.31
순창군,전북특별자치도,202608,3박,외지인(b),2217.0,2.64,438365.9
순창군,전북특별자치도,202608,4박,외국인(c),3.0,3.38,915.97
순창군,전북특별자치도,202608,4박,외지인(b),916.0,2.64,359486.67
순창군,전북특별자치도,202608,5박,외국인(c),5.0,3.38,2006.13
순창군,전북특별자치도,202608,5박,외지인(b),761.0,2.64,476627.85
순창군,전북특별자치도,202608,6박,외국인(c),0.0,3.38,0.0
순창군,전북특별자치도,202608,6박,외지인(b),273.0,2.64,261617.96
순창군,전북특별자치도,202608,7박이상,외국인(c),3.0,3.38,2733.88
순창군,전북특별자치도,202608,7박이상,외지인(b),986.0,2.64,2032340.63
순창군,전북특별자치도,202608,무박,외국인(c),186.0,0.0,940.92
순창군,전북특별자치도,202608,무박,외지인(b),375272.0,0.0,1276421.31
순천시,전남광주통합특별시,202608,1박,외국인(c),368.0,3.3,10054.07
순천시,전남광주통합특별시,202608,1박,외지인(b),135443.0,2.83,6082367.92
순천시,전남광주통합특별시,202608,2박,외국인(c),258.0,3.3,13943.58
순천시,전남광주통합특별시,202608,2박,외지인(b),37416.0,2.83,2893556.22
순천시,전남광주통합특별시,202608,3박,외국인(c),73.0,3.3,11673.23
순천시,전남광주통합특별시,202608,3박,외지인(b),13824.0,2.83,3352655.48
순천시,전남광주통합특별시,202608,4박,외국인(c),73.0,3.3,20289.17
순천시,전남광주통합특별시,202608,4박,외지인(b),6811.0,2.83,3263833.13
순천시,전남광주통합특별시,202608,5박,외국인(c),35.0,3.3,15821.87
순천시,전남광주통합특별시,202608,5박,외지인(b),3552.0,2.83,2779260.66
순천시,전남광주통합특별시,202608,6박,외국인(c),28.0,3.3,16768.04
순천시,전남광주통합특별시,202608,6박,외지인(b),2363.0,2.83,2702687.09
순천시,전남광주통합특별시,202608,7박이상,외국인(c),40.0,3.3,48130.41
순천시,전남광주통합특별시,202608,7박이상,외지인(b),10404.0,2.83,20958364.45
순천시,전남광주통합특별시,202608,무박,외국인(c),3302.0,0.0,18414.68
순천시,전남광주통합특별시,202608,무박,외지인(b),1721260.0,0.0,5426422.16
시흥시,경기도,202608,1박,외국인(c),1920.0,3.65,75919.56
시흥시,경기도,202608,1박,외지인(b),198595.0,2.92,10188653.16
시흥시,경기도,202608,2박,외국인(c),852.0,3.65,49138.73
시흥시,경기도,202608,2박,외지인(b),42185.0,2.92,4317069.04
시흥시,경기도,202608,3박,외국인(c),477.0,3.65,77592.13
시흥시,경기도,202608,3박,외지인(b),16724.0,2.92,4927031.41
시흥시,경기도,202608,4박,외국인(c),250.0,3.65,76939.37
시흥시,경기도,202608,4박,외지인(b),10460.0,2.92,5840329.37
시흥시,경기도,202608,5박,외국인(c),189.0,3.65,97183.4
시흥시,경기도,202608,5박,외지인(b),6144.0,2.92,5226936.56
시흥시,경기도,202608,6박,외국인(c),129.0,3.65,91759.3
시흥시,경기도,202608,6박,외지인(b),4193.0,2.92,4991666.81
시흥시,경기도,202608,7박이상,외국인(c),539.0,3.65,739533.78
시흥시,경기도,202608,7박이상,외지인(b),20607.0,2.92,42876658.04
시흥시,경기도,202608,무박,외국인(c),16258.0,0.0,105671.64
시흥시,경기도,202608,무박,외지인(b),4193609.0,0.0,11375353.14
신안군,전남광주통합특별시,202608,1박,외국인(c),3997.0,2.18,43778.47
신안군,전남광주통합특별시,202608,1박,외지인(b),64986.0,2.74,2837054.27
신안군,전남광주통합특별시,202608,2박,외국인(c),368.0,2.18,13071.62
신안군,전남광주통합특별시,202608,2박,외지인(b),25481.0,2.74,1771468.74
신안군,전남광주통합특별시,202608,3박,외국인(c),70.0,2.18,7944.92
신안군,전남광주통합특별시,202608,3박,외지인(b),7341.0,2.74,1707440.21
신안군,전남광주통합특별시,202608,4박,외국인(c),23.0,2.18,6146.61
신안군,전남광주통합특별시,202608,4박,외지인(b),3227.0,2.74,1667570.24
신안군,전남광주통합특별시,202608,5박,외국인(c),12.0,2.18,5117.43
신안군,전남광주통합특별시,202608,5박,외지인(b),1677.0,2.74,1432749.72
신안군,전남광주통합특별시,202608,6박,외국인(c),5.0,2.18,3616.82
신안군,전남광주통합특별시,202608,6박,외지인(b),975.0,2.74,1027604.99
신안군,전남광주통합특별시,202608,7박이상,외국인(c),28.0,2.18,47191.99
신안군,전남광주통합특별시,202608,7박이상,외지인(b),2975.0,2.74,5932528.16
신안군,전남광주통합특별시,202608,무박,외국인(c),59715.0,0.0,126833.24
신안군,전남광주통합특별시,202608,무박,외지인(b),448144.0,0.0,1937741.67
아산시,충청남도,202608,1박,외국인(c),1211.0,3.92,53676.96
아산시,충청남도,202608,1박,외지인(b),187099.0,2.93,9242260.49
아산시,충청남도,202608,2박,외국인(c),494.0,3.92,36682.35
아산시,충청남도,202608,2박,외지인(b),50035.0,2.93,4234898.39
아산시,충청남도,202608,3박,외국인(c),311.0,3.92,55821.81
아산시,충청남도,202608,3박,외지인(b),17657.0,2.93,4726321.47
아산시,충청남도,202608,4박,외국인(c),219.0,3.92,73822.21
아산시,충청남도,202608,4박,외지인(b),10708.0,2.93,5393392.32
아산시,충청남도,202608,5박,외국인(c),134.0,3.92,63207.73
아산시,충청남도,202608,5박,외지인(b),7196.0,2.93,5736101.71
아산시,충청남도,202608,6박,외국인(c),135.0,3.92,99575.87
아산시,충청남도,202608,6박,외지인(b),4548.0,2.93,5235368.01
아산시,충청남도,202608,7박이상,외국인(c),448.0,3.92,553206.68
아산시,충청남도,202608,7박이상,외지인(b),17811.0,2.93,35627677.5
아산시,충청남도,202608,무박,외국인(c),11055.0,0.0,81094.65
아산시,충청남도,202608,무박,외지인(b),2690945.0,0.0,8963112.22
안동시,경상북도,202608,1박,외국인(c),877.0,3.02,30082.26
안동시,경상북도,202608,1박,외지인(b),116906.0,2.73,4625853.22
안동시,경상북도,202608,2박,외국인(c),379.0,3.02,22175.21
안동시,경상북도,202608,2박,외지인(b),32805.0,2.73,2242354.59
안동시,경상북도,202608,3박,외국인(c),97.0,3.02,15706.41
안동시,경상북도,202608,3박,외지인(b),10266.0,2.73,2405887.37
안동시,경상북도,202608,4박,외국인(c),49.0,3.02,18803.93
안동시,경상북도,202608,4박,외지인(b),4540.0,2.73,2194649.47
안동시,경상북도,202608,5박,외국인(c),26.0,3.02,13271.9
안동시,경상북도,202608,5박,외지인(b),2880.0,2.73,2226686.42
안동시,경상북도,202608,6박,외국인(c),24.0,3.02,16667.62
안동시,경상북도,202608,6박,외지인(b),1664.0,2.73,1844152.19
안동시,경상북도,202608,7박이상,외국인(c),107.0,3.02,143790.08
안동시,경상북도,202608,7박이상,외지인(b),6914.0,2.73,14090920.17
안동시,경상북도,202608,무박,외국인(c),3498.0,0.0,29988.18
안동시,경상북도,202608,무박,외지인(b),1115252.0,0.0,4438432.7
안산시,경기도,202608,1박,외국인(c),2771.0,3.69,107235.86
안산시,경기도,202608,1박,외지인(b),363733.0,2.8,18071364.66
안산시,경기도,202608,2박,외국인(c),1288.0,3.69,81075.0
안산시,경기도,202608,2박,외지인(b),78084.0,2.8,7493258.82
안산시,경기도,202608,3박,외국인(c),669.0,3.69,110730.12
안산시,경기도,202608,3박,외지인(b),26869.0,2.8,7770932.99
안산시,경기도,202608,4박,외국인(c),453.0,3.69,138472.21
안산시,경기도,202608,4박,외지인(b),14923.0,2.8,8096441.27
안산시,경기도,202608,5박,외국인(c),270.0,3.69,131173.35
안산시,경기도,202608,5박,외지인(b),9760.0,2.8,8000814.42
안산시,경기도,202608,6박,외국인(c),190.0,3.69,140737.11
안산시,경기도,202608,6박,외지인(b),6335.0,2.8,7415778.57
안산시,경기도,202608,7박이상,외국인(c),810.0,3.69,1059094.15
안산시,경기도,202608,7박이상,외지인(b),28881.0,2.8,60292221.85
