_조회_시도,_조회_시군구,_조회_SGG_CD,SIDO_NM,PTL_SIDO_CD,TOU_NUM
서울특별시,관악구,11620,관악구,11620,3737120.0
서울특별시,관악구,11620,서초구,11650,14000367.0
서울특별시,관악구,11620,강남구,11680,30914406.0
서울특별시,관악구,11620,송파구,11710,10943018.0
서울특별시,관악구,11620,강동구,11740,2253464.0
서울특별시,광진구,11215,종로구,11110,38279581.0
서울특별시,광진구,11215,중구,11140,77075991.0
서울특별시,광진구,11215,용산구,11170,27804648.0
서울특별시,광진구,11215,성동구,11200,13274264.0
서울특별시,광진구,11215,광진구,11215,5564339.0
서울특별시,광진구,11215,동대문구,11230,5824504.0
서울특별시,광진구,11215,중랑구,11260,1396396.0
서울특별시,광진구,11215,성북구,11290,4142046.0
서울특별시,광진구,11215,강북구,11305,1415784.0
서울특별시,광진구,11215,도봉구,11320,823849.0
서울특별시,광진구,11215,노원구,11350,1610859.0
서울특별시,광진구,11215,은평구,11380,2599819.0
서울특별시,광진구,11215,서대문구,11410,12033251.0
서울특별시,광진구,11215,마포구,11440,34740996.0
서울특별시,광진구,11215,양천구,11470,2033500.0
서울특별시,광진구,11215,강서구,11500,14651400.0
서울특별시,광진구,11215,구로구,11530,5781224.0
서울특별시,광진구,11215,금천구,11545,2915898.0
서울특별시,광진구,11215,영등포구,11560,15067324.0
서울특별시,광진구,11215,동작구,11590,4153260.0
서울특별시,광진구,11215,관악구,11620,3737120.0
서울특별시,광진구,11215,서초구,11650,14000367.0
서울특별시,광진구,11215,강남구,11680,30914406.0
서울특별시,광진구,11215,송파구,11710,10943018.0
서울특별시,광진구,11215,강동구,11740,2253464.0
서울특별시,구로구,11530,종로구,11110,38279581.0
서울특별시,구로구,11530,중구,11140,77075991.0
서울특별시,구로구,11530,용산구,11170,27804648.0
서울특별시,구로구,11530,성동구,11200,13274264.0
서울특별시,구로구,11530,광진구,11215,5564339.0
서울특별시,구로구,11530,동대문구,11230,5824504.0
서울특별시,구로구,11530,중랑구,11260,1396396.0
서울특별시,구로구,11530,성북구,11290,4142046.0
서울특별시,구로구,11530,강북구,11305,1415784.0
서울특별시,구로구,11530,도봉구,11320,823849.0
서울특별시,구로구,11530,노원구,11350,1610859.0
서울특별시,구로구,11530,은평구,11380,2599819.0
서울특별시,구로구,11530,서대문구,11410,12033251.0
서울특별시,구로구,11530,마포구,11440,34740996.0
서울특별시,구로구,11530,양천구,11470,2033500.0
서울특별시,구로구,11530,강서구,11500,14651400.0
서울특별시,구로구,11530,구로구,11530,5781224.0
서울특별시,구로구,11530,금천구,11545,2915898.0
서울특별시,구로구,11530,영등포구,11560,15067324.0
서울특별시,구로구,11530,동작구,11590,4153260.0
서울특별시,구로구,11530,관악구,11620,3737120.0
서울특별시,구로구,11530,서초구,11650,14000367.0
서울특별시,구로구,11530,강남구,11680,30914406.0
서울특별시,구로구,11530,송파구,11710,10943018.0
서울특별시,구로구,11530,강동구,11740,2253464.0
서울특별시,금천구,11545,종로구,11110,38279581.0
서울특별시,금천구,11545,중구,11140,77075991.0
서울특별시,금천구,11545,용산구,11170,27804648.0
서울특별시,금천구,11545,성동구,11200,13274264.0
서울특별시,금천구,11545,광진구,11215,5564339.0
서울특별시,금천구,11545,동대문구,11230,5824504.0
서울특별시,금천구,11545,중랑구,11260,1396396.0
서울특별시,금천구,11545,성북구,11290,4142046.0
서울특별시,금천구,11545,강북구,11305,1415784.0
서울특별시,금천구,11545,도봉구,11320,823849.0
서울특별시,금천구,11545,노원구,11350,1610859.0
서울특별시,금천구,11545,은평구,11380,2599819.0
서울특별시,금천구,11545,서대문구,11410,12033251.0
서울특별시,금천구,11545,마포구,11440,34740996.0
서울특별시,금천구,11545,양천구,11470,2033500.0
서울특별시,금천구,11545,강서구,11500,14651400.0
서울특별시,금천구,11545,구로구,11530,5781224.0
서울특별시,금천구,11545,금천구,11545,2915898.0
서울특별시,금천구,11545,영등포구,11560,15067324.0
서울특별시,금천구,11545,동작구,11590,4153260.0
서울특별시,금천구,11545,관악구,11620,3737120.0
서울특별시,금천구,11545,서초구,11650,14000367.0
서울특별시,금천구,11545,강남구,11680,30914406.0
서울특별시,금천구,11545,송파구,11710,10943018.0
서울특별시,금천구,11545,강동구,11740,2253464.0
서울특별시,노원구,11350,종로구,11110,38279581.0
서울특별시,노원구,11350,중구,11140,77075991.0
서울특별시,노원구,11350,용산구,11170,27804648.0
서울특별시,노원구,11350,성동구,11200,13274264.0
서울특별시,노원구,11350,광진구,11215,5564339.0
서울특별시,노원구,11350,동대문구,11230,5824504.0
서울특별시,노원구,11350,중랑구,11260,1396396.0
서울특별시,노원구,11350,성북구,11290,4142046.0
