DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
계성면,계성면,4147454.0,2037.0,0.0,4147454.0,2037.0,100.0
계양1동,계양1동,50359904.0,7096.0,0.1,50359904.0,7096.0,100.0
계양2동,계양2동,22771032.0,4772.0,0.0,22771032.0,4772.0,100.0
계양3동,계양3동,27497068.0,5244.0,0.0,27497068.0,5244.0,100.0
계화면,계화면,3324282.0,1823.0,0.0,3324282.0,1823.0,100.0
고강1동,고강1동,4562999.0,2136.0,0.0,3813488.0,1953.0,83.6
고강1동,고강1동,4562999.0,2136.0,0.0,749511.0,866.0,16.4
고강본동,고강본동,7037576.0,2653.0,0.0,2117252.0,1455.0,30.1
고강본동,고강본동,7037576.0,2653.0,0.0,4920324.0,2218.0,69.9
고경면,고경면,12169710.0,3489.0,0.0,12169710.0,3489.0,100.0
고군면,고군면,3975332.0,1994.0,0.0,3975332.0,1994.0,100.0
고금면,고금면,4730378.0,2175.0,0.0,4730378.0,2175.0,100.0
고남면,고남면,10866660.0,3296.0,0.0,10866660.0,3296.0,100.0
고달면,고달면,1833236.0,1354.0,0.0,1833236.0,1354.0,100.0
고대면,고대면,5143859.0,2268.0,0.0,5143859.0,2268.0,100.0
고덕1동,고덕1동,14820956.0,3850.0,0.0,14820956.0,3850.0,100.0
고덕2동,고덕2동,14390705.0,3794.0,0.0,14390705.0,3794.0,100.0
고덕동,고덕동,17859100.0,4226.0,0.0,17859100.0,4226.0,100.0
고덕면,고덕면,19847251.0,4455.0,0.0,13284408.0,3645.0,66.9
고덕면,고덕면,19847251.0,4455.0,0.0,6562843.0,2562.0,33.1
고등동,고등동,38926794.0,6239.0,0.0,22153338.0,4707.0,56.9
고등동,고등동,38926794.0,6239.0,0.0,16773456.0,4096.0,43.1
고봉동,고봉동,42913161.0,6551.0,0.1,42913161.0,6551.0,100.0
